id_plt,id_cohort,id_axis,N_phytomer,TT_stop_axis,TT_del_axis,id_dim,id_phen,id_ear,TT_em_phytomer1,TT_col_phytomer1,TT_sen_phytomer1,TT_del_phytomer1
1,1,MS,9,NaN,NaN,109,109,1,-3.3256,184.42,500,852.02
1,4,T1,8,NaN,NaN,308,308,1,368.67,496.17,800,1152
1,5,T2,7,NaN,NaN,407,407,1,482.67,604.96,900,1252
1,6,T3,6,NaN,NaN,506,506,1,602.67,715.75,1000,1352
1,6,T3,6,1101,2000,506,506,NA,602.67,715.75,1000,1352
2,1,MS,9,NaN,NaN,109,109,1,-15.656,172.09,500,852.02
2,4,T1,8,NaN,NaN,308,308,1,372.34,499,800,1152
2,5,T2,6,1095,2000,406,406,NA,478.34,626.47,900,1252
3,1,MS,9,NaN,NaN,109,109,1,2.2533,190,500,852.02
3,4,T1,8,NaN,NaN,308,308,1,394.25,515.9,800,1152
3,6,T3,6,1097,2000,506,506,NA,592.25,708.67,900,1252
3,7,T4,6,893,2000,606,606,NA,742.25,815.4,1000,1352
3,7,T4,6,893,2000,606,606,NA,742.25,815.4,1000,1352
4,1,MS,9,NaN,NaN,109,109,1,3.8768,191.62,500,852.02
4,4,T1,8,NaN,NaN,308,308,1,377.88,503.26,800,1152
4,5,T2,7,NaN,NaN,407,407,1,499.88,617.58,900,1252
4,6,T3,7,NaN,NaN,507,507,1,589.88,687.52,1000,1352
4,6,T3,7,NaN,NaN,507,507,1,589.88,687.52,1000,1352
4,7,T4,6,895,2000,606,606,NA,741.88,815.15,1000,1352
4,7,T4,6,895,2000,606,606,NA,741.88,815.15,1000,1352
4,7,T4,6,897,2000,606,606,NA,741.88,815.15,1000,1352
4,8,T5,5,855,2000,705,705,NA,841.88,899.38,1100,1452
4,8,T5,5,853,2000,705,705,NA,841.88,899.38,1100,1452
4,8,T5,5,853,2000,705,705,NA,841.88,899.38,1100,1452
4,8,T5,5,855,2000,705,705,NA,841.88,899.38,1100,1452
4,8,T5,5,851,2000,705,705,NA,841.88,899.38,1100,1452
5,1,MS,9,NaN,NaN,109,109,1,-10.465,177.28,500,852.02
5,4,T1,8,NaN,NaN,308,308,1,375.54,501.46,800,1152
5,5,T2,7,NaN,NaN,407,407,1,495.54,614.39,900,1252
5,6,T3,6,1097,2000,506,506,NA,593.54,709.54,1000,1352
5,6,T3,6,1097,2000,506,506,NA,593.54,709.54,1000,1352
6,1,MS,9,NaN,NaN,109,109,1,12.909,200.65,500,852.02
6,5,T2,7,NaN,NaN,407,407,1,506.91,622.73,800,1152
6,6,T3,6,1101,2000,506,506,NA,600.91,714.55,900,1252
7,1,MS,9,NaN,NaN,109,109,1,12.892,200.64,500,852.02
7,4,T1,8,NaN,NaN,308,308,1,392.89,514.85,800,1152
7,5,T2,7,NaN,NaN,407,407,1,502.89,619.79,900,1252
7,6,T3,6,NaN,NaN,506,506,1,618.89,726.78,1000,1352
7,6,T3,6,NaN,NaN,506,506,1,618.89,726.78,1000,1352
8,1,MS,9,NaN,NaN,109,109,1,0.62367,188.37,500,852.02
8,5,T2,7,NaN,NaN,407,407,1,492.62,612.26,800,1152
8,6,T3,6,1099,2000,506,506,NA,598.62,713,900,1252
9,1,MS,9,NaN,NaN,109,109,1,4.2729,192.02,500,852.02
9,4,T1,8,NaN,NaN,308,308,1,382.27,506.66,800,1152
9,5,T2,6,1095,2000,406,406,NA,506.27,645.46,900,1252
9,6,T3,6,NaN,NaN,506,506,1,612.27,722.28,1000,1352
9,6,T3,6,NaN,NaN,506,506,1,612.27,722.28,1000,1352
10,1,MS,10,NaN,NaN,110,110,1,2.7464,172.97,500,819.17
10,4,T1,8,NaN,NaN,308,308,1,352.75,487.88,800,1119.2
10,5,T2,7,NaN,NaN,407,407,1,450.75,586.22,900,1219.2
10,6,T3,6,997,2000,506,506,NA,556.75,690.13,1000,1319.2
10,6,T3,6,999,2000,506,506,NA,556.75,690.13,1000,1319.2
10,7,T4,5,881,2000,605,605,NA,652.75,786.99,1000,1319.2
10,7,T4,5,879,2000,605,605,NA,652.75,786.99,1000,1319.2
10,7,T4,5,879,2000,605,605,NA,652.75,786.99,1000,1319.2
11,1,MS,10,NaN,NaN,110,110,1,-0.86709,169.36,500,819.17
11,4,T1,8,NaN,NaN,308,308,1,343.13,480.47,800,1119.2
11,6,T3,6,985,2000,506,506,NA,551.13,686.31,900,1219.2
12,1,MS,10,NaN,NaN,110,110,1,8.2579,178.48,500,819.17
12,4,T1,8,NaN,NaN,308,308,1,354.26,489.05,800,1119.2
12,5,T2,7,NaN,NaN,407,407,1,460.26,593.19,900,1219.2
12,6,T3,6,1063,2000,506,506,NA,568.26,697.96,1000,1319.2
12,6,T3,6,1063,2000,506,506,NA,568.26,697.96,1000,1319.2
12,7,T4,6,931,2000,606,606,NA,664.26,767.97,1000,1319.2
12,7,T4,6,933,2000,606,606,NA,664.26,767.97,1000,1319.2
12,7,T4,6,931,2000,606,606,NA,664.26,767.97,1000,1319.2
13,1,MS,10,NaN,NaN,110,110,1,-4.8832,165.34,500,819.17
13,4,T1,8,NaN,NaN,308,308,1,355.12,489.71,800,1119.2
13,6,T3,6,995,2000,506,506,NA,555.12,689.02,900,1219.2
13,7,T4,6,949,2000,606,606,NA,657.12,763.11,1000,1319.2
13,7,T4,6,949,2000,606,606,NA,657.12,763.11,1000,1319.2
14,1,MS,10,NaN,NaN,110,110,1,22.832,193.06,500,819.17
14,4,T1,7,NaN,NaN,307,307,1,372.83,525.14,800,1119.2
14,5,T2,6,1051,2000,406,406,NA,470.83,626.97,900,1219.2
14,6,T3,7,NaN,NaN,507,507,1,582.83,687.03,1000,1319.2
14,6,T3,7,NaN,NaN,507,507,1,582.83,687.03,1000,1319.2
15,1,MS,10,NaN,NaN,110,110,1,-0.36396,169.86,500,819.17
15,4,T1,8,NaN,NaN,308,308,1,353.64,488.57,800,1119.2
15,5,T2,6,1027,2000,406,406,NA,435.64,603.04,900,1219.2
15,6,T3,7,NaN,NaN,507,507,1,561.64,671.48,1000,1319.2
15,6,T3,7,NaN,NaN,507,507,1,561.64,671.48,1000,1319.2
15,7,T4,6,963,2000,606,606,NA,653.64,760.75,1000,1319.2
15,7,T4,6,963,2000,606,606,NA,653.64,760.75,1000,1319.2
15,7,T4,6,961,2000,606,606,NA,653.64,760.75,1000,1319.2
16,1,MS,10,NaN,NaN,110,110,1,2.1393,172.36,500,819.17
16,5,T2,6,1037,2000,406,406,NA,448.14,611.54,800,1119.2
16,6,T3,6,1017,2000,506,506,NA,562.14,693.8,900,1219.2
17,1,MS,10,NaN,NaN,110,110,1,11.668,181.89,500,819.17
17,4,T1,8,NaN,NaN,308,308,1,351.67,487.05,800,1119.2
17,5,T2,7,NaN,NaN,407,407,1,455.67,589.83,900,1219.2
17,6,T3,7,NaN,NaN,507,507,1,583.67,687.64,1000,1319.2
17,6,T3,7,NaN,NaN,507,507,1,583.67,687.64,1000,1319.2
18,1,MS,10,NaN,NaN,110,110,1,1.5928,171.82,500,819.17
18,4,T1,8,NaN,NaN,308,308,1,345.59,482.36,800,1119.2
18,6,T3,7,NaN,NaN,507,507,1,567.59,675.85,900,1219.2
18,7,T4,6,943,2000,606,606,NA,661.59,766.16,1000,1319.2
18,7,T4,6,943,2000,606,606,NA,661.59,766.16,1000,1319.2
19,1,MS,10,NaN,NaN,110,110,1,0.043516,170.27,500,819.17
19,4,T1,7,NaN,NaN,307,307,1,360.04,515.76,800,1119.2
19,5,T2,7,NaN,NaN,407,407,1,452.04,587.17,900,1219.2
19,6,T3,6,1073,2000,506,506,NA,572.04,700.53,1000,1319.2
19,6,T3,6,1075,2000,506,506,NA,572.04,700.53,1000,1319.2
20,1,MS,10,NaN,NaN,110,110,1,-7.3235,162.9,500,819.17
20,4,T1,7,NaN,NaN,307,307,1,352.68,510.35,800,1119.2
20,5,T2,6,1029,2000,406,406,NA,436.68,603.75,900,1219.2
20,6,T3,7,NaN,NaN,507,507,1,548.68,661.98,1000,1319.2
20,6,T3,7,NaN,NaN,507,507,1,548.68,661.98,1000,1319.2
20,7,T4,5,883,2000,605,605,NA,652.68,786.95,1000,1319.2
20,7,T4,5,881,2000,605,605,NA,652.68,786.95,1000,1319.2
20,7,T4,5,883,2000,605,605,NA,652.68,786.95,1000,1319.2
20,8,T5,5,867,2000,705,705,NA,748.68,850.47,1100,1419.2
20,8,T5,5,869,2000,705,705,NA,748.68,850.47,1100,1419.2
20,8,T5,5,865,2000,705,705,NA,748.68,850.47,1100,1419.2
20,8,T5,5,869,2000,705,705,NA,748.68,850.47,1100,1419.2
20,8,T5,5,867,2000,705,705,NA,748.68,850.47,1100,1419.2
21,1,MS,10,NaN,NaN,110,110,1,3.9441,174.17,500,819.17
21,4,T1,7,NaN,NaN,307,307,1,347.94,506.88,800,1119.2
21,5,T2,6,1047,2000,406,406,NA,455.94,616.85,900,1219.2
21,6,T3,7,NaN,NaN,507,507,1,571.94,679.04,1000,1319.2
21,6,T3,7,NaN,NaN,507,507,1,571.94,679.04,1000,1319.2
21,7,T4,6,913,2000,606,606,NA,669.94,771.84,1000,1319.2
21,7,T4,6,911,2000,606,606,NA,669.94,771.84,1000,1319.2
21,7,T4,6,913,2000,606,606,NA,669.94,771.84,1000,1319.2
22,1,MS,10,NaN,NaN,110,110,1,-12.362,157.86,500,819.17
22,4,T1,8,NaN,NaN,308,308,1,349.64,485.49,800,1119.2
22,5,T2,6,1027,2000,406,406,NA,435.64,603.04,900,1219.2
22,6,T3,6,983,2000,506,506,NA,547.64,683.93,1000,1319.2
22,6,T3,6,983,2000,506,506,NA,547.64,683.93,1000,1319.2
22,7,T4,6,969,2000,606,606,NA,647.64,756.67,1000,1319.2
22,7,T4,6,967,2000,606,606,NA,647.64,756.67,1000,1319.2
22,7,T4,6,969,2000,606,606,NA,647.64,756.67,1000,1319.2
23,1,MS,10,NaN,NaN,110,110,1,8.1432,178.37,500,819.17
23,4,T1,7,NaN,NaN,307,307,1,366.14,520.23,800,1119.2
23,5,T2,7,NaN,NaN,407,407,1,444.14,581.38,900,1219.2
23,6,T3,7,NaN,NaN,507,507,1,570.14,677.72,1000,1319.2
23,6,T3,7,NaN,NaN,507,507,1,570.14,677.72,1000,1319.2
23,7,T4,5,875,2000,605,605,NA,670.14,797.43,1000,1319.2
23,7,T4,5,875,2000,605,605,NA,670.14,797.43,1000,1319.2
23,7,T4,5,873,2000,605,605,NA,670.14,797.43,1000,1319.2
24,1,MS,10,NaN,NaN,110,110,1,17.236,187.46,500,819.17
24,5,T2,6,1045,2000,406,406,NA,455.24,616.37,800,1119.2
24,6,T3,6,1067,2000,506,506,NA,569.24,698.62,900,1219.2
25,1,MS,10,NaN,NaN,110,110,1,-5.9178,164.31,500,819.17
25,5,T2,6,1029,2000,406,406,NA,440.08,606.06,800,1119.2
25,6,T3,6,1003,2000,506,506,NA,558.08,691.04,900,1219.2
25,7,T4,6,957,2000,606,606,NA,656.08,762.41,1000,1319.2
25,7,T4,6,957,2000,606,606,NA,656.08,762.41,1000,1319.2
26,1,MS,10,NaN,NaN,110,110,1,9.58,179.8,500,819.17
26,4,T1,8,NaN,NaN,308,308,1,363.58,496.24,800,1119.2
26,5,T2,7,NaN,NaN,407,407,1,445.58,582.43,900,1219.2
26,6,T3,6,1067,2000,506,506,NA,569.58,698.85,1000,1319.2
26,6,T3,6,1069,2000,506,506,NA,569.58,698.85,1000,1319.2
26,8,T5,5,857,2000,705,705,NA,767.58,861.81,1000,1319.2
26,8,T5,5,855,2000,705,705,NA,767.58,861.81,1000,1319.2
26,8,T5,5,857,2000,705,705,NA,767.58,861.81,1000,1319.2
27,1,MS,10,NaN,NaN,110,110,1,13.54,183.76,500,819.17
27,5,T2,7,NaN,NaN,407,407,1,453.54,588.27,800,1119.2
27,6,T3,6,1093,2000,506,506,NA,583.54,708.35,900,1219.2
28,1,MS,10,NaN,NaN,110,110,1,-14.937,155.29,500,819.17
28,5,T2,6,1023,2000,406,406,NA,427.06,597.21,800,1119.2
28,6,T3,6,995,2000,506,506,NA,555.06,688.98,900,1219.2
29,1,MS,10,NaN,NaN,110,110,1,-13.41,156.81,500,819.17
29,4,T1,8,NaN,NaN,308,308,1,334.59,473.88,800,1119.2
29,5,T2,7,NaN,NaN,407,407,1,440.59,578.77,900,1219.2
29,6,T3,6,977,2000,506,506,NA,546.59,683.22,1000,1319.2
29,6,T3,6,977,2000,506,506,NA,546.59,683.22,1000,1319.2
29,7,T4,5,891,2000,605,605,NA,638.59,778.5,1000,1319.2
29,7,T4,5,891,2000,605,605,NA,638.59,778.5,1000,1319.2
29,7,T4,5,893,2000,605,605,NA,638.59,778.5,1000,1319.2
30,1,MS,10,NaN,NaN,110,110,1,6.7115,176.94,500,819.17
