id_dim,index_rel_phytomer,L_blade,W_blade,L_sheath,W_sheath,L_internode,W_internode
109,0.11111,6.2041,0.3,3.1083,0.2,0,0
109,0.22222,7.969,0.27794,3.1895,0.26626,0,0
109,0.33333,9.3497,0.35555,3.2091,0.33252,0,0
109,0.44444,11.515,0.47211,3.8714,0.39878,0,0
109,0.55556,12.763,0.67124,5.8037,0.46504,0,0
109,0.66667,15.192,0.82277,8.4935,0.51313,3.75,0.36313
109,0.77778,18.335,0.93957,10.809,0.55563,5.8545,0.40563
109,0.88889,24.12,1.1378,13.741,0.58625,9.3455,0.43625
109,1,20.64,1.3858,15.716,0.57878,16.915,0.42878
110,0.1,6.2041,0.29248,3.2667,0.2,0,0
110,0.2,7.861,0.28926,3.0222,0.25301,0,0
110,0.3,9.363,0.33594,3.1,0.30602,0,0
110,0.4,10.326,0.46631,3.21,0.35903,0,0
110,0.5,11.635,0.57821,5,0.41203,0,0
110,0.6,14.959,0.78273,8.4333,0.46504,3.675,0.31504
110,0.7,17.859,0.92477,10.218,0.51313,5.6364,0.36313
110,0.8,20.828,1.0723,11.9,0.55563,7.7286,0.40563
110,0.9,22.236,1.174,13.443,0.58625,11.85,0.43625
110,1,15.267,1.2777,13.35,0.57878,16.55,0.42878
307,0.14286,6.4208,0.25364,2.68,0.27547,0,0
307,0.28571,9.5489,0.33828,3.69,0.35093,0,0
307,0.42857,12.315,0.49601,5.7,0.4264,0,0
307,0.57143,16.585,0.68463,10.45,0.48513,3.14,0.33513
307,0.71429,20.592,0.85359,11.1,0.53423,6.1286,0.38423
307,0.85714,23.305,0.98673,11.117,0.545,9.8167,0.395
307,1,17.41,1.2404,12.6,0.53428,16.2,0.38428
406,0.16667,8.0283,0.30739,3.525,0.35646,0,0
406,0.33333,11.26,0.42491,4.755,0.41293,0,0
406,0.5,15.344,0.55363,9.3933,0.46547,2.1,0.31547
406,0.66667,20,0.76252,12.486,0.50797,3.9,0.35797
406,0.83333,24.079,0.95035,11.033,0.51935,6.8667,0.36935
406,1,18.557,1.1106,13.95,0.5215,7.65,0.3715
407,0.14286,8.116,0.29624,3,0.25,0,0
407,0.28571,9.8314,0.37624,4.1,0.35646,0,0
407,0.42857,14,0.56361,7.45,0.41293,0,0
407,0.57143,17.988,0.75445,10.75,0.46547,3.7714,0.31547
407,0.71429,21.332,0.86843,10.714,0.50797,7.2429,0.35797
407,0.85714,21.276,1.0203,11.643,0.51935,10.914,0.36935
407,1,13.817,1.1436,14.1,0.5215,13.55,0.3715
506,0.16667,8.5698,0.3,3.6,0.3,0,0
506,0.33333,13.223,0.36298,5,0.36419,0,0
506,0.5,12.432,0.50693,6.5,0.433,2,0.283
506,0.66667,13.354,0.65101,6,0.461,5.1,0.311
506,0.83333,10.51,0.70568,8.5,0.46275,8.8,0.31275
506,1,11.154,0.73758,10.2,0.45056,8,0.30056
