id_plt,id_cohort,id_axis,N_phytomer,TT_stop_axis,TT_del_axis,id_dim,id_phen,id_ear,TT_em_phytomer1,TT_col_phytomer1,TT_sen_phytomer1,TT_del_phytomer1,,,,,,,,,,,,,
1,0,MS,7,550.0637917,1150.063792,111,111,NA,-52.47,75.20,434.74,1034.74,,,,,,,,,,,,,
1,4,T1,9,NaN,NaN,309,309,1.00,173.11,310.57,658.31,1258.31,,,,,,,,,,,,,
1,5,T2,8,NaN,NaN,408,408,1.00,288.63,398.91,706.24,1306.24,,,,,,,,,,,,,
1,6,T3,4,1015.073583,1615.073583,507,507,NA,443.83,540.89,799.55,1399.55,,,,,,,,,,,,,
1,6,T1.0,4,1015.073583,1615.073583,507,507,NA,443.83,540.89,799.55,1399.55,,,,,,,,,,,,,
2,0,MS,12,NaN,NaN,112,112,1.00,-77.78,43.40,410.41,1010.41,,,,,,,,,,,,,
2,4,T1,9,NaN,NaN,309,309,1.00,204.86,342.32,690.06,1290.06,,,,,,,,,,,,,
2,5,T2,5,702.105125,1302.105125,408,408,NA,311.82,422.10,729.43,1329.43,,,,,,,,,,,,,
2,6,T3,3,630.2119167,1230.211917,507,507,NA,413.39,510.46,769.12,1369.12,,,,,,,,,,,,,
2,6,T1.0,3,630.2119167,1230.211917,507,507,NA,413.39,510.46,769.12,1369.12,,,,,,,,,,,,,
3,0,MS,11,NaN,NaN,111,111,1.00,-45.86,81.81,441.35,1041.35,,,,,,,,,,,,,
3,4,T1,5,550.0637917,1150.063792,309,309,NA,151.51,288.97,636.72,1236.72,,,,,,,,,,,,,
3,5,T2,8,NaN,NaN,408,408,1.00,256.68,366.95,674.29,1274.29,,,,,,,,,,,,,
3,6,T3,3,630.2119167,1230.211917,507,507,NA,374.27,471.33,729.99,1329.99,,,,,,,,,,,,,
3,6,T1.0,3,630.2119167,1230.211917,507,507,NA,374.27,471.33,729.99,1329.99,,,,,,,,,,,,,
3,7,T4,1,550.0637917,1150.063792,606,606,NA,443.16,587.34,1134.33,1734.33
3,7,T1.1,1,550.0637917,1150.063792,606,606,NA,443.16,587.34,1134.33,1734.33
3,7,T2.0,1,550.0637917,1150.063792,606,606,NA,443.16,587.34,1134.33,1734.33
4,0,MS,11,NaN,NaN,111,111,1.00,-25.97,101.70,461.24,1061.24
4,4,T1,8,NaN,NaN,308,308,1.00,204.62,321.16,636.00,1236.00
4,5,T2,5,744.3771667,1344.377167,408,408,NA,265.70,375.98,683.32,1283.32
4,6,T3,3,630.2119167,1230.211917,507,507,NA,375.28,472.34,731.00,1331.00
4,6,T1.0,3,630.2119167,1230.211917,507,507,NA,375.28,472.34,731.00,1331.00
5,0,MS,11,NaN,NaN,111,111,1.00,-78.25,49.42,408.96,1008.96
5,4,T1,7,814.6419583,1414.641958,309,309,NA,196.22,333.67,681.42,1281.42
5,5,T2,4,630.2119167,1230.211917,408,408,NA,303.78,414.06,721.40,1321.40
5,6,T3,3,630.2119167,1230.211917,507,507,NA,449.65,546.72,805.38,1405.38
5,6,T1.0,3,630.2119167,1230.211917,507,507,NA,449.65,546.72,805.38,1405.38
6,0,MS,11,NaN,NaN,111,111,1.00,-4.30,123.37,482.91,1082.91
6,4,T1,6,630.2119167,1230.211917,309,309,NA,142.41,279.87,627.61,1227.61
6,5,T2,8,NaN,NaN,408,408,1.00,232.78,343.06,650.39,1250.39
6,6,T3,4,744.3771667,1344.377167,507,507,NA,334.39,431.46,690.12,1290.12
6,6,T1.0,4,744.3771667,1344.377167,507,507,NA,334.39,431.46,690.12,1290.12
6,7,T4,2,559.0079167,1159.007917,606,606,NA,357.37,501.56,1048.55,1648.55
6,7,T1.1,2,559.0079167,1159.007917,606,606,NA,357.37,501.56,1048.55,1648.55
6,7,T2.0,2,559.0079167,1159.007917,606,606,NA,357.37,501.56,1048.55,1648.55
