id_plt,id_cohort,id_axis,N_phytomer,HS_final,TT_stop_axis,TT_del_axis,id_dim,id_phen,id_ear,TT_em_phytomer1,TT_col_phytomer1,TT_sen_phytomer1,TT_del_phytomer1
30,4,T1,7,7,NA,NA,4071,407,1,158.2491928,382.9925893,916.8973842,1338.291253
30,5,T2,6,1.636266988,745,1345,5020,506,NA,505.4061666,673.5248886,1195.860937,1511.083541
30,6,T1.0,6,4.55681094,1033,1633,6050,606,NA,239.9923409,484.6048512,1245.983988,1704.632445
30,6,T3,6,4.550269983,1032,1632,6050,606,NA,239.9923409,484.6048512,1245.983988,1704.632445
30,7,T1.1,6,2.482699585,782,1382,7030,706,NA,364.0174419,578.5632611,1245.983988,1648.257399
31,1,MS,11,11,NA,NA,1111,111,1,-71.072705,87.44278079,504.1569452,801.2064538
31,4,T1,8,8,NA,NA,4081,408,1,163.9267256,360.5771976,774.053776,1142.773411
31,5,T2,8,1.674111504,705,1305,5020,508,NA,516.3099829,642.3990245,912.2979706,1148.714923
31,6,T1.0,7,4.99577252,991,1591,6050,607,NA,248.2392687,457.9071347,977.1873043,1370.314553
31,6,T3,7,4.988141403,990,1590,6050,607,NA,248.2392687,457.9071347,977.1873043,1370.314553
32,1,MS,11,11,NA,NA,1111,111,1,-63.28229415,95.23319164,511.947356,808.9968647
32,4,T1,8,8,NA,NA,4081,408,1,171.7171365,368.3676084,781.8441868,1150.563822
32,5,T2,8,1.128465355,662,1262,5020,508,NA,524.1003938,650.1894353,920.0883814,1156.505334
32,6,T1.0,7,4.545536621,932,1532,6050,607,NA,256.0296795,465.6975455,984.9777151,1378.104964
32,7,T4,7,2.748573496,765,1365,7030,707,NA,378.4440649,562.3404814,1040.139239,1384.94502
33,1,MS,11,11,NA,NA,1111,111,1,-72.80595069,85.70953509,502.4236995,799.4732081
33,4,T1,8,8,NA,NA,4081,408,1,162.19348,358.8439519,772.3205303,1141.040165
33,5,T2,7,1.85346183,740,1340,5020,507,NA,507.8219672,651.9237289,980.4925318,1250.683335
33,6,T1.0,7,5.072083689,1001,1601,6060,607,NA,246.506023,456.173889,975.4540586,1368.581307
33,7,T2.0,7,3.678090763,776,1376,7040,707,NA,368.9204084,552.8168248,1030.615583,1375.421364
34,1,MS,11,11,NA,NA,1111,111,1,-58.92261064,99.59287514,516.3070395,813.3565482
34,4,T1,8,8,NA,NA,4081,408,1,176.07682,372.727292,786.2038703,1154.923505
34,5,T2,8,0.811229221,637,1237,5010,508,NA,528.4600773,654.5491188,924.4480649,1160.865018
34,6,T3,7,4.232660828,891,1491,6050,607,NA,260.389363,470.057229,989.3373987,1382.464647
35,1,MS,10,10,NA,NA,1101,110,1,-72.61152159,101.8175235,515.1246574,842.1791169
35,4,T1,7,7,NA,NA,4071,407,1,157.8540525,382.597449,916.5022439,1337.896112
35,5,T2,7,1.564776948,714,1314,5020,507,NA,514.0173864,658.1191482,986.6879511,1256.878754
35,6,T1.0,6,4.576433812,1036,1636,6050,606,NA,239.5972006,484.209711,1245.588848,1704.237305
35,6,T3,6,4.569892855,1035,1635,6050,606,NA,239.5972006,484.209711,1245.588848,1704.237305
35,7,T1.1,6,2.4901572,783,1383,7030,706,NA,363.6223017,578.1681208,1245.588848,1647.862259
36,1,MS,11,11,NA,NA,1111,111,1,-66.64901991,91.86646588,508.5806303,805.6301389
36,5,T2,7,1.575880213,715,1315,5020,507,NA,513.9788979,658.0806597,986.6494626,1256.840266
36,6,T3,7,4.728683427,956,1556,6050,607,NA,252.6629538,462.3308197,981.6109894,1374.738238
36,7,T4,6,2.497614814,784,1384,7030,706,NA,363.5838132,578.1296323,1245.550359,1647.82377
37,1,MS,11,11,NA,NA,1111,111,1,-64.022539,94.49294678,511.2071112,808.2566198
37,4,T1,9,9,NA,NA,4091,409,1,179.1706613,353.9710808,721.5058171,1049.256604
37,5,T2,7,1.431537772,702,1302,5020,507,NA,516.6053788,660.7071406,989.2759435,1259.466747
37,6,T1.0,7,4.629478907,943,1543,6050,607,NA,255.2894347,464.9573007,984.2374703,1377.364719
38,1,MS,11,11,NA,NA,1111,111,1,-72.82070426,85.69478153,502.4089459,799.4584546
38,4,T1,8,8,NA,NA,4081,408,1,162.1787264,358.8291983,772.3057767,1141.025412
38,5,T2,7,1.864565094,741,1341,5020,507,NA,507.8072136,651.9089753,980.4777783,1250.668582
38,6,T1.0,7,5.079714806,1002,1602,6060,607,NA,246.4912694,456.1591354,975.439305,1368.566554
38,6,T3,7,5.079714806,1002,1602,6060,607,NA,246.4912694,456.1591354,975.439305,1368.566554
39,1,MS,11,11,NA,NA,1111,111,1,-68.79154836,89.72393743,506.4381018,803.4876105
39,5,T2,8,1.509148715,692,1292,5020,508,NA,518.5911396,644.6801811,914.5791272,1150.99608
40,1,MS,11,11,NA,NA,1111,111,1,-54.59166131,103.9238245,520.6379889,817.6874975
40,4,T1,8,8,NA,NA,4081,408,1,180.4077693,377.0582413,790.5348197,1159.254455
40,5,T2,8,0.468614197,610,1210,5010,508,NA,532.7910266,658.8800682,928.7790143,1165.195967
40,6,T1.0,7,3.935047268,852,1452,6040,607,NA,264.7203124,474.3881784,993.668348,1386.795597
40,6,T3,7,3.927416151,851,1451,6040,607,NA,264.7203124,474.3881784,993.668348,1386.795597
41,1,MS,11,11,NA,NA,1111,111,1,-52.98230172,105.5331841,522.2473485,819.2968571
41,5,T2,8,0.37978808,603,1203,5010,508,NA,534.4003862,660.4894277,930.3883738,1166.805327
41,6,T3,7,3.851104981,841,1441,6040,607,NA,266.329672,475.9975379,995.2777076,1388.404956
42,1,MS,11,11,NA,NA,1111,111,1,-68.90603028,89.60945551,506.3236199,803.3731285
42,4,T1,8,8,NA,NA,4081,408,1,166.0934004,362.7438723,776.2204507,1144.940086
42,5,T2,8,1.52183816,693,1293,5020,508,NA,518.4766577,644.5656992,914.4646453,1150.881598
42,6,T1.0,7,4.896568,978,1578,6050,607,NA,250.4059434,460.0738094,979.353979,1372.481228
42,6,T3,7,4.896568,978,1578,6050,607,NA,250.4059434,460.0738094,979.353979,1372.481228
43,1,MS,11,11,NA,NA,1111,111,1,-63.65153088,94.86395491,511.5781193,808.6276279
43,4,T1,8,8,NA,NA,4081,408,1,171.3478998,367.9983717,781.4749501,1150.194585
43,5,T2,8,1.153844246,664,1264,5020,508,NA,523.7311571,649.8201986,919.7191447,1156.136098
43,6,T1.0,7,4.59895444,939,1539,6050,607,NA,255.6604428,465.3283088,984.6084784,1377.735727
