gcc2  -O  -c -O -DHAVE_CONFIG_H copy.c
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:40: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:296: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:296: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:296: illegal external declaration, missing `;' after `y'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:298: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:298: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:298: undefined type, found `bool'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:299: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:299: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:299: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:299: illegal external declaration, missing `;' after `y'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:304: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:304: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:304: undefined type, found `bool'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:305: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:305: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:305: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:307: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:307: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:307: undefined type, found `bool'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:308: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:308: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:308: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:316: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:316: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:317: syntax error, found `&'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:317: illegal function definition, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:319: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:319: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:319: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:320: syntax error, found `&'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:320: illegal function definition, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:325: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:325: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:325: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:326: syntax error, found `&'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:326: illegal function definition, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:328: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:328: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:328: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:329: syntax error, found `&'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:329: illegal function definition, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:334: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:334: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:334: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:335: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:335: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:337: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:337: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:337: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:338: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:338: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:340: undefined type, found `r'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:340: illegal external declaration, missing `;' after `r'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:343: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:343: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:343: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:344: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:346: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:346: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:346: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:347: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:349: illegal method definition, found `('
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:349: illegal method definition, missing `{' after `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:352: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:352: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:353: syntax error, found `&'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:353: illegal function definition, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:355: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:355: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:355: undefined type, found `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:356: syntax error, found `&'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:356: illegal function definition, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:358: illegal method definition, found `('
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:358: illegal method definition, missing `{' after `)'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:363: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:364: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:364: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:365: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:365: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:366: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:367: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:367: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:368: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:369: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:369: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:370: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:371: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:371: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:372: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:373: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:373: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:374: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:375: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:375: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:376: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:376: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:377: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:377: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:378: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:379: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:379: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:380: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:380: illegal external declaration, missing `;' after `int'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:381: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:381: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:382: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:383: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:383: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:384: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:385: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:385: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:386: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:387: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:387: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:388: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:390: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:390: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:390: illegal external declaration, missing `;' after `istream'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:390: illegal external declaration, missing `;' after `istream'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:391: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:391: illegal external declaration, missing `;' after `_FLT'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:391: illegal external declaration, missing `;' after `ostream'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:391: illegal external declaration, missing `;' after `ostream'
/usr/include/gcc/darwin/2.95.2/g++/std/complext.h:391: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:36: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:36: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:39: illegal external declaration, missing `;' after `,'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:39: illegal external declaration, missing `;' after `0'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:40: undefined type, found `explicit'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:40: syntax error, found `&'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:40: illegal function definition, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:41: undefined type, found `explicit'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:41: syntax error, found `&'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:41: illegal function definition, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:43: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:43: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:44: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:44: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:45: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:45: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:46: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:46: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:50: illegal external declaration, missing `;' after `private'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:53: undefined type, found `friend'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:53: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:53: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:53: illegal declaration, missing name, found `,'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:53: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:54: undefined type, found `friend'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:54: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:54: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:54: illegal declaration, missing name, found `,'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:54: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:55: undefined type, found `friend'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:55: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:55: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:55: illegal declaration, missing name, found `,'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:55: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:56: undefined type, found `friend'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:56: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:56: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:56: illegal declaration, missing name, found `,'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:56: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:59: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:59: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:59: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:59: syntax error, found `x'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:59: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:60: illegal expression, found `<'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:60: illegal expression, found `>'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:61: illegal external declaration, missing `;' after `friend'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:61: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:61: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:61: syntax error, found `x'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:61: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:62: illegal expression, found `<'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:62: illegal expression, found `>'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:63: illegal external declaration, missing `;' after `friend'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:63: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:63: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:63: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:63: syntax error, found `x'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:63: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:64: illegal expression, found `<'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:64: illegal expression, found `>'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:65: illegal external declaration, missing `;' after `friend'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:65: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:65: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:65: syntax error, found `x'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:65: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:66: illegal expression, found `<'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:66: illegal expression, found `>'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:67: illegal external declaration, missing `;' after `friend'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:67: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:67: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:67: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:67: illegal external declaration, missing `;' after `y'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:68: undefined type, found `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:68: illegal external declaration, missing `;' after `*'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:69: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:69: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:69: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:70: undefined type, found `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:70: illegal external declaration, missing `;' after `*'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:71: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:71: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:71: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:71: illegal external declaration, missing `;' after `y'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:73: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:73: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:73: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:75: undefined type, found `bool'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:75: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:75: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:75: illegal external declaration, missing `;' after `y'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:77: undefined type, found `bool'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:77: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:77: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:79: undefined type, found `bool'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:79: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:79: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:79: illegal external declaration, missing `;' after `y'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:81: undefined type, found `bool'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:81: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/fcomplex.h:81: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:36: undefined type, found `class'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:36: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:39: illegal external declaration, missing `;' after `,'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:39: illegal external declaration, missing `;' after `0'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:40: illegal external declaration, missing `;' after `>'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:41: undefined type, found `explicit'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:41: syntax error, found `&'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:41: illegal function definition, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:43: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:43: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:44: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:44: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:45: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:45: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:46: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:46: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:50: illegal external declaration, missing `;' after `private'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:53: undefined type, found `friend'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:53: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:53: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:53: illegal declaration, missing name, found `,'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:53: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:54: undefined type, found `friend'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:54: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:54: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:54: illegal declaration, missing name, found `,'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:54: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:55: undefined type, found `friend'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:55: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:55: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:55: illegal declaration, missing name, found `,'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:55: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:56: undefined type, found `friend'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:56: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:56: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:56: illegal declaration, missing name, found `,'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:56: illegal external declaration, missing `;' after `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:59: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:59: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:59: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:59: syntax error, found `x'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:59: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:60: illegal expression, found `<'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:60: illegal expression, found `>'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:61: illegal external declaration, missing `;' after `friend'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:61: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:61: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:61: syntax error, found `x'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:61: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:62: illegal expression, found `<'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:62: illegal expression, found `>'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:63: illegal external declaration, missing `;' after `friend'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:63: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:63: illegal external declaration, missing `;' after `operator'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:63: undefined type, found `complex'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:63: syntax error, found `x'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:63: illegal method selector, found `)'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:64: illegal expression, found `<'
/usr/include/gcc/darwin/2.95.2/g++/std/dcomplex.h:64: illegal expression, found `>'
