DOY;Hour;Rg;RdRg;Group
196;9;1191;0.237951301;195
196;10;1457;0.175840769;195
196;11;1635;0.170336391;195
196;12;1692;0.165602837;195
196;13;1687;0.159928868;195
196;14;1612;0.146650124;195
196;15;1487;0.153866846;195
196;16;1252;0.169089457;195
196;17;956;0.201882845;195
196;18;615.9;0.270011365;195
196;19;259.8;0.451501155;195
196;20;44.22;0.790592492;195
196;21;0.836;1;195
196;22;0.413;1;195
196;23;0.409;1;195
196;24;0.389;1;195
197;1;0.369;1;196
197;2;0.371;1;196
197;3;0.366;1;196
197;4;1.158;1;196
197;5;56.85;0.743887423;196
197;6;264.8;0.432779456;196
197;7;597.6;0.277443106;196
197;8;945;0.221269841;196
197;9;1201;0.194754371;196
197;10;1435;0.173031359;196
197;11;1607;0.18836341;196
197;12;1666;0.208583433;196
197;13;1662;0.205956679;196
197;14;1562;0.196734955;196
197;15;1431;0.202166317;196
197;16;1198;0.212437396;196
197;17;920;0.232608696;196
197;18;595.8;0.292379993;196
197;19;246.9;0.483596598;196
197;20;40.61;0.815316425;196
197;21;0.74;1;196
197;22;0.409;1;196
197;23;0.389;1;196
197;24;0.385;1;196
198;1;0.382;1;197
198;2;0.388;1;197
198;3;0.373;1;197
198;4;0.993;1;197
198;5;52.22;0.783416316;197
198;6;253.3;0.461508093;197
198;7;573.9;0.298135564;197
198;8;914;0.233260394;197
198;9;1178;0.185993209;197
198;10;1425;0.14645614;197
198;11;1605;0.150218069;197
198;12;1673;0.151882845;197
198;13;1678;0.153873659;197
198;14;1578;0.149873257;197
198;15;1440;0.163055556;197
198;16;1208;0.179884106;197
198;17;918;0.214488017;197
198;18;594.7;0.281822768;197
198;19;248.3;0.473217882;197
198;20;40.44;0.804154303;197
198;21;0.818;1;197
198;22;0.451;1;197
198;23;0.431;1;197
198;24;0.404;1;197
199;1;0.397;1;198
199;2;0.378;1;198
199;3;0.372;1;198
199;4;0.957;1;198
199;5;49.36;0.795380875;198
199;6;247.9;0.465106898;198
199;7;574.5;0.287902524;198
199;8;914;0.219474836;198
199;9;1171;0.178992314;198
199;10;1406;0.146159317;198
199;11;1590;0.148050314;198
199;12;1660;0.152168675;198
199;13;1665;0.160540541;198
199;14;1560;0.161474359;198
199;15;1396;0.185959885;198
199;16;1165;0.21055794;198
199;17;876;0.252283105;198
199;18;542.2;0.360199188;198
199;19;209.2;0.61376673;198
199;20;33.37;0.909799221;198
199;21;0.774;1;198
199;22;0.555;1;198
199;23;0.559;1;198
199;24;0.593;1;198
200;1;0.534;1;199
200;2;0.457;1;199
200;3;0.431;1;199
200;4;0.919;1;199
200;5;42.9;0.901631702;199
200;6;229.1;0.621562636;199
200;7;517.3;0.440170114;199
200;8;848;0.349410377;199
200;9;1115;0.278654709;199
200;10;1357;0.242667649;199
200;11;1572;0.279770992;199
200;12;1565;0.373482428;199
200;13;1479;0.353211629;199
200;14;1386;0.395887446;199
200;15;1295;0.418223938;199
200;16;898;0.606124722;199
200;17;409;0.859168704;199
200;18;193.9;0.981949458;199
200;19;100.4;0.959163347;199
200;20;33.34;0.98860228;199
200;21;0.512;1;199
200;22;0.392;1;199
200;23;0.408;1;199
200;24;0.388;1;199
201;1;0.378;1;200
201;2;0.368;1;200
201;3;0.375;1;200
201;4;0.641;1;200
201;5;37.94;0.979704797;200
201;6;164.8;0.962985437;200
201;7;393;0.880152672;200
201;8;791;0.543742099;200
201;9;1144;0.340559441;200
201;10;1424;0.298033708;200
201;11;1212;0.706270627;200
201;12;708;0.970480226;200
201;13;1527;0.392992796;200
201;14;1288;0.419021739;200
201;15;770;0.710519481;200
201;16;422.9;0.965949397;200
201;17;478.6;0.787087338;200
201;18;344.6;0.706035984;200
201;19;190.3;0.754072517;200
201;20;22.65;0.998233996;200
201;21;0.654;1;200
201;22;0.484;1;200
201;23;0.483;1;200
201;24;0.425;1;200
202;1;0.404;1;201
202;2;0.399;1;201
202;3;0.378;1;201
202;4;0.671;1;201
202;5;35.62;0.992419989;201
202;6;210.1;0.672060923;201
202;7;514.9;0.468052049;201
202;8;845;0.390177515;201
202;9;1085;0.327741935;201
202;10;1300;0.282692308;201
202;11;1423;0.357132818;201
202;12;1309;0.486860199;201
202;13;1713;0.339521308;201
202;14;1447;0.380580511;201
202;15;955;0.524188482;201
202;16;789;0.595690748;201
202;17;518.4;0.887345679;201
202;18;318.3;0.961043041;201
202;19;106.9;0.98222638;201
202;20;17.23;1;201
202;21;0.527;1;201
202;22;0.469;1;201
202;23;0.478;1;201
202;24;0.43;1;201
203;1;0.406;1;202
203;2;0.391;1;202
203;3;0.386;1;202
203;4;0.465;1;202
203;5;25.45;1;202
203;6;189.4;0.881203801;202
203;7;373.9;0.614335384;202
203;8;842;0.413301663;202
203;9;1180;0.234237288;202
203;10;1387;0.234318673;202
203;11;1386;0.356709957;202
203;12;1051;0.75737393;202
203;13;737;0.989145183;202
203;14;887;0.789177001;202
203;15;1359;0.479838116;202
203;16;1027;0.497663096;202
203;17;384.2;0.716814159;202
203;18;184;0.984782609;202
203;19;84.4;0.978672986;202
203;20;32.74;0.994502138;202
203;21;0.464;1;202
203;22;0.394;1;202
203;23;0.386;1;202
203;24;0.388;1;202
204;1;0.378;1;203
204;2;0.369;1;203
204;3;0.35;1;203
204;4;0.527;1;203
204;5;30.57;1;203
204;6;154.9;0.995480955;203
204;7;216.2;0.991211841;203
204;8;741;0.604318489;203
204;9;1130;0.423451327;203
204;10;718;0.913370474;203
204;11;1464;0.438592896;203
204;12;1423;0.496134926;203
204;13;924;0.603138528;203
204;14;848;0.933962264;203
204;15;938;0.741471215;203
204;16;1055;0.484549763;203
204;17;627.5;0.633784861;203
204;18;427.6;0.754209542;203
204;19;112.9;0.962798937;203
204;20;21.89;1;203
204;21;0.444;1;203
204;22;0.398;1;203
204;23;0.412;1;203
204;24;0.382;1;203
205;1;0.387;1;204
205;2;0.372;1;204
205;3;0.374;1;204
205;4;0.526;1;204
205;5;32.18;1;204
205;6;196.8;0.779471545;204
205;7;421.5;0.770581257;204
205;8;853;0.461899179;204
205;9;1127;0.31162378;204
205;10;1361;0.249595885;204
205;11;1004;0.422410359;204
205;12;919;0.630794342;204
205;13;1516;0.424934037;204
205;14;1111;0.506480648;204
205;15;1082;0.487985213;204
205;16;1017;0.464110128;204
205;17;486.3;0.688258277;204
205;18;471.6;0.568914334;204
205;19;182.2;0.781009879;204
205;20;24.62;0.983753046;204
205;21;0.537;1;204
205;22;0.48;1;204
205;23;0.426;1;204
205;24;0.4;1;204
206;1;0.393;1;205
206;2;0.383;1;205
206;3;0.372;1;205
206;4;0.481;1;205
206;5;24.34;0.996713229;205
206;6;133.9;0.866318148;205
206;7;502.4;0.524482484;205
206;8;867;0.352595156;205
206;9;1121;0.243889384;205
206;10;1353;0.201182557;205
206;11;1543;0.220414776;205
206;12;1620;0.234814815;205
206;13;1669;0.2;205
206;14;1552;0.204574742;205
206;15;1390;0.233669065;205
206;16;1110;0.296576577;205
206;17;842;0.334679335;205
206;18;523.1;0.427834066;205
206;19;192.2;0.689906348;205
206;20;22.01;0.981372104;205
206;21;0.76;1;205
206;22;0.668;1;205
206;23;0.619;1;205
206;24;0.537;1;205
207;1;0.518;1;206
207;2;0.519;1;206
207;3;0.527;1;206
207;4;0.545;1;206
207;5;22.4;1;206
207;6;163.5;0.909480122;206
207;7;432.9;0.673365673;206
207;8;777;0.515958816;206
207;9;1041;0.392411143;206
207;10;1294;0.315224111;206
207;11;1451;0.345968298;206
207;12;1524;0.350590551;206
207;13;1431;0.41802935;206
207;14;1402;0.473965763;206
207;15;864;0.651157407;206
207;16;985;0.507817259;206
207;17;587.5;0.618212766;206
207;18;311.5;0.862921348;206
207;19;85.2;0.991784038;206
207;20;1.7;1;206
207;21;0.447;1;206
207;22;0.398;1;206
207;23;0.391;1;206
207;24;0.402;1;206
208;1;0.437;1;207
208;2;0.424;1;207
208;3;0.413;1;207
208;4;0.431;1;207
208;5;7.3;1;207
208;6;59.07;1;207
208;7;116.6;0.998284734;207
208;8;152.6;0.988204456;207
208;9;191.6;0.979123173;207
208;10;379;0.980474934;207
208;11;987;0.706585613;207
208;12;1101;0.831970936;207
208;13;984;0.865853659;207
208;14;907;0.865490628;207
208;15;348.4;0.977324914;207
208;16;150.5;0.98538206;207
208;17;157.1;0.983450032;207
208;18;199.4;0.986960883;207
208;19;93.1;0.989258861;207
208;20;15.64;1;207
208;21;0.664;1;207
208;22;0.679;1;207
208;23;0.717;1;207
208;24;0.662;1;207
209;1;0.673;1;208
209;2;0.7;1;208
209;3;0.609;1;208
209;4;0.598;1;208
209;5;9.45;1;208
209;6;148.9;0.9677636;208
209;7;433.1;0.738628492;208
209;8;768;0.626432292;208
209;9;1030;0.55184466;208
209;10;1297;0.415882806;208
209;11;1521;0.375542406;208
209;12;1593;0.367482737;208
209;13;1455;0.434295533;208
209;14;1236;0.439967638;208
209;15;1296;0.418981481;208
209;16;1164;0.383333333;208
209;17;635.9;0.605755622;208
209;18;521.9;0.485533627;208
209;19;199;0.675879397;208
209;20;23.41;0.929090132;208
209;21;0.605;1;208
209;22;0.483;1;208
209;23;0.442;1;208
209;24;0.421;1;208
210;1;0.406;1;209
210;2;0.405;1;209
210;3;0.389;1;209
210;4;0.424;1;209
210;5;35.5;0.905352113;209
210;6;214;0.63364486;209
210;7;526;0.459505703;209
210;8;866;0.279561201;209
210;9;1141;0.207712533;209
210;10;1396;0.182163324;209
210;11;1569;0.18597833;209
210;12;1643;0.251673767;209
210;13;1478;0.341677943;209
210;14;1297;0.396299152;209
210;15;1079;0.424652456;209
210;16;813;0.55301353;209
210;17;830;0.528313253;209
210;18;456.3;0.530133684;209
210;19;246.3;0.654892408;209
210;20;19.52;0.965163934;209
210;21;0.681;1;209
210;22;0.555;1;209
210;23;0.577;1;209
210;24;0.499;1;209
211;1;0.531;1;210
211;2;0.528;1;210
211;3;0.521;1;210
211;4;0.498;1;210
211;5;14.31;1;210
211;6;64.2;0.989875389;210
211;7;485.2;0.538540808;210
211;8;825;0.706424242;210
211;9;677.7;0.811568541;210
211;10;291.5;0.981475129;210
211;11;451.5;0.985160576;210
211;12;373;0.972386059;210
211;13;584.9;0.979996581;210
211;14;317;0.984858044;210
211;15;369.2;0.985644637;210
211;16;319.5;0.982472613;210
211;17;128;0.99453125;210
211;18;207.1;0.970062772;210
211;19;125.6;0.829617834;210
211;20;12.17;1;210
211;21;0.451;1;210
211;22;0.451;1;210
211;23;0.424;1;210
211;24;0.398;1;210
212;1;0.393;1;211
212;2;0.388;1;211
212;3;0.396;1;211
212;4;0.394;1;211
212;5;14.38;1;211
212;6;126.3;0.98178939;211
212;7;243.5;0.9724846;211
212;8;228.5;0.992997812;211
212;9;262.3;0.996187571;211
212;10;764;0.628272251;211
212;11;1615;0.266563467;211
212;12;1331;0.307813674;211
212;13;1272;0.34591195;211
212;14;1488;0.245430108;211
212;15;1412;0.249433428;211
212;16;1160;0.382241379;211
212;17;505.7;0.741546371;211
212;18;259.6;0.978043143;211
212;19;67.19;0.994790892;211
212;20;6.394;1;211
212;21;0.535;1;211
212;22;0.532;1;211
212;23;0.505;1;211
212;24;0.514;1;211
213;1;0.513;1;212
213;2;0.444;1;212
213;3;0.437;1;212
213;4;0.449;1;212
213;5;10.13;1;212
213;6;49.62;1;212
213;7;379;0.498416887;212
213;8;928;0.255064655;212
213;9;837;0.490442055;212
213;10;740;0.852837838;212
213;11;682.2;0.935209616;212
213;12;820;0.934146341;212
213;13;977;0.665404299;212
213;14;425.6;0.962406015;212
213;15;936;0.695405983;212
213;16;1059;0.414353163;212
213;17;570.5;0.600876424;212
213;18;400.1;0.605848538;212
213;19;184.4;0.658893709;212
213;20;14.85;1;212
213;21;0.473;1;212
213;22;0.423;1;212
213;23;0.41;1;212
213;24;0.383;1;212
214;1;0.386;1;213
214;2;0.388;1;213
214;3;0.39;1;213
214;4;0.385;1;213
214;5;14.23;1;213
214;6;165;0.692727273;213
214;7;426.3;0.536945813;213
214;8;426.2;0.843500704;213
214;9;1029;0.4202138;213
214;10;1153;0.381179532;213
214;11;1431;0.323969252;213
214;12;1176;0.467687075;213
214;13;1342;0.379433681;213
214;14;1183;0.464750634;213
214;15;829;0.500482509;213
214;16;883;0.369648924;213
214;17;917;0.355398037;213
214;18;197.9;0.902475998;213
214;19;134.2;0.859910581;213
214;20;14.9;0.976510067;213
214;21;0.41;1;213
214;22;0.384;1;213
214;23;0.366;1;213
214;24;0.37;1;213
215;1;0.364;1;214
215;2;0.354;1;214
215;3;0.357;1;214
215;4;0.354;1;214
215;5;2.566;1;214
215;6;41.62;1;214
215;7;110.2;1;214
215;8;207;1;214
215;9;255.1;0.985103881;214
215;10;562.7;0.942065044;214
215;11;538.5;0.975116063;214
215;12;1088;0.693014706;214
215;13;1342;0.520268256;214
215;14;828;0.744444444;214
215;15;857;0.821470245;214
215;16;263;0.98365019;214
215;17;137;0.995620438;214
215;18;68.96;1;214
215;19;41.91;1;214
215;20;8.38;1;214
215;21;0.408;1;214
215;22;0.423;1;214
215;23;0.427;1;214
215;24;0.411;1;214
216;1;0.402;1;215
216;2;0.406;1;215
216;3;0.47;1;215
216;4;0.449;1;215
216;5;7.36;1;215
216;6;86;0.990697674;215
216;7;308.3;0.799221537;215
216;8;684.9;0.547963206;215
216;9;933;0.364201501;215
216;10;1076;0.420724907;215
216;11;1494;0.296787149;215
216;12;1461;0.37008898;215
216;13;1361;0.430345334;215
216;14;1589;0.347577093;215
216;15;941;0.470563231;215
216;16;1036;0.395849421;215
216;17;803;0.380572852;215
216;18;446.4;0.438620072;215
216;19;95.2;0.867647059;215
216;20;8.74;1;215
216;21;0.413;1;215
216;22;0.405;1;215
216;23;0.401;1;215
216;24;0.383;1;215
217;1;0.385;1;216
217;2;0.366;1;216
217;3;0.366;1;216
217;4;0.373;1;216
217;5;6.94;1;216
217;6;89.5;1;216
217;7;312.7;0.901183243;216
217;8;564.8;0.723087819;216
217;9;486.2;0.99321267;216
217;10;503.7;0.97716895;216
217;11;522.2;0.978935274;216
217;12;973;0.817060637;216
217;13;1048;0.744274809;216
217;14;1150;0.491826087;216
217;15;1275;0.388235294;216
217;16;993;0.35427996;216
217;17;724;0.401933702;216
217;18;435.2;0.545726103;216
217;19;146.3;0.771018455;216
217;20;10.9;1;216
217;21;0.424;1;216
217;22;0.414;1;216
217;23;0.42;1;216
217;24;0.394;1;216
218;1;0.38;1;217
218;2;0.386;1;217
218;3;0.374;1;217
218;4;0.369;1;217
218;5;10.59;1;217
218;6;110.1;1;217
218;7;290.1;0.969665633;217
218;8;513.5;0.930282376;217
218;9;726;0.772865014;217
218;10;840;0.845238095;217
218;11;734;0.971389646;217
218;12;1052;0.807984791;217
218;13;1122;0.710338681;217
218;14;1308;0.501987768;217
218;15;1142;0.540542907;217
218;16;984;0.459756098;217
218;17;510.8;0.649569303;217
218;18;333.9;0.710691824;217
218;19;99.8;0.95490982;217
218;20;10.75;1;217
218;21;0.465;1;217
218;22;0.41;1;217
218;23;0.404;1;217
218;24;0.397;1;217
219;1;0.384;1;218
219;2;0.387;1;218
219;3;0.374;1;218
219;4;0.381;1;218
219;5;4.533;1;218
219;6;60.19;1;218
219;7;168;0.997619048;218
219;8;513.6;0.929517134;218
219;9;1026;0.461890838;218
219;10;1067;0.688847235;218
219;11;842;0.971496437;218
219;12;951;0.707886435;218
219;13;1107;0.588346883;218
219;14;422.1;0.918739635;218
219;15;281.5;0.88312611;218
219;16;149.9;0.99533022;218
219;17;490.6;0.844679984;218
219;18;250.9;0.91510562;218
219;19;64.73;0.976208868;218
219;20;5.904;1;218
219;21;0.394;1;218
219;22;0.399;1;218
219;23;0.384;1;218
219;24;0.384;1;218
220;1;0.383;1;219
220;2;0.384;1;219
220;3;0.367;1;219
220;4;0.354;1;219
220;5;4.056;1;219
220;6;58.32;1;219
220;7;176.1;0.994889267;219
220;8;266.4;0.987237237;219
220;9;673.9;0.660038581;219
220;10;1040;0.545673077;219
220;11;638.6;0.776229251;219
220;12;584.5;0.982207015;219
220;13;630.1;0.978257419;219
220;14;844;0.753672986;219
220;15;1081;0.461887142;219
220;16;926;0.45161987;219
220;17;821;0.416321559;219
220;18;312.2;0.708199872;219
220;19;84;0.976190476;219
220;20;5.863;1;219
220;21;0.395;1;219
220;22;0.388;1;219
220;23;0.367;1;219
220;24;0.376;1;219
221;1;0.384;1;220
221;2;0.373;1;220
221;3;0.38;1;220
221;4;0.367;1;220
221;5;6.412;1;220
221;6;49.67;1;220
221;7;277.8;0.838012959;220
221;8;456.2;0.930951337;220
221;9;685.8;0.937153689;220
221;10;1102;0.690562613;220
221;11;716;0.972765363;220
221;12;403.8;0.987122338;220
221;13;416.6;0.986317811;220
221;14;632.4;0.981024668;220
221;15;314;0.990764331;220
221;16;201.2;0.99055666;220
221;17;155.7;0.992935132;220
221;18;72.5;0.993103448;220
221;19;49.33;0.996756538;220
221;20;4.485;1;220
221;21;0.408;1;220
221;22;0.378;1;220
221;23;0.363;1;220
221;24;0.361;1;220
222;1;0.358;1;221
222;2;0.349;1;221
222;3;0.352;1;221
222;4;0.347;1;221
222;5;9.2;1;221
222;6;150.5;0.727574751;221
222;7;465.7;0.417436118;221
222;8;813;0.341697417;221
222;9;1047;0.338777459;221
222;10;768;0.557161458;221
222;11;926;0.623758099;221
222;12;699.6;0.633790738;221
222;13;1355;0.513136531;221
222;14;923;0.601733478;221
222;15;929;0.708073197;221
222;16;375.2;0.92217484;221
222;17;238.6;0.934199497;221
222;18;313.8;0.675908222;221
222;19;110.9;0.807935077;221
222;20;4.287;1;221
222;21;0.434;1;221
222;22;0.394;1;221
222;23;0.386;1;221
222;24;0.397;1;221
223;1;0.412;1;222
223;2;0.399;1;222
223;3;0.376;1;222
223;4;0.397;1;222
223;5;3.3;1;222
223;6;76;0.997368421;222
223;7;160;0.968125;222
223;8;472.6;0.677740161;222
223;9;879;0.537315131;222
223;10;719;0.875521558;222
223;11;592.1;0.961492991;222
223;12;974;0.803901437;222
223;13;759;0.901449275;222
223;14;591.1;0.870580274;222
223;15;460.3;0.940039105;222
223;16;339.7;0.951133353;222
223;17;504.1;0.679031938;222
223;18;200.1;0.899550225;222
223;19;65.04;0.973247232;222
223;20;4.84;1;222
223;21;0.37;1;222
223;22;0.37;1;222
223;23;0.375;1;222
223;24;0.362;1;222
224;1;0.363;1;223
224;2;0.369;1;223
224;3;0.364;1;223
224;4;0.363;1;223
224;5;5.736;1;223
224;6;83;0.98313253;223
224;7;178.5;0.986554622;223
224;8;279.7;0.984626385;223
224;9;269.6;0.96847181;223
224;10;375.8;0.958754657;223
224;11;594.1;0.812321158;223
224;12;368.6;0.917525773;223
224;13;371.7;0.991390907;223
224;14;450.3;0.963357761;223
224;15;673.9;0.838700104;223
224;16;854;0.661358314;223
224;17;463.6;0.728645384;223
224;18;174.5;0.970200573;223
224;19;46.73;1;223
224;20;1.331;1;223
224;21;0.397;1;223
224;22;0.385;1;223
224;23;0.386;1;223
224;24;0.38;1;223
225;1;0.392;1;224
225;2;0.373;1;224
225;3;0.381;1;224
225;4;0.385;1;224
225;5;3.365;1;224
225;6;17.66;1;224
225;7;52.76;1;224
225;8;208.7;0.99856253;224
225;9;292.4;0.990082079;224
225;10;364.8;0.988486842;224
225;11;352.7;0.992911823;224
225;12;461.4;0.977026441;224
225;13;443.9;0.987835098;224
225;14;234.6;0.987212276;224
225;15;259.9;0.99769142;224
225;16;185.7;0.995153473;224
225;17;182.9;0.971569163;224
225;18;234.2;0.819385141;224
225;19;39.44;1;224
225;20;1.405;1;224
225;21;0.396;1;224
225;22;0.385;1;224
225;23;0.38;1;224
225;24;0.358;1;224
226;1;0.378;1;225
226;2;0.379;1;225
226;3;0.37;1;225
226;4;0.365;1;225
226;5;5.033;1;225
226;6;41.84;1;225
226;7;139.5;1;225
226;8;267.7;0.986925663;225
226;9;558;0.840860215;225
226;10;801;0.693133583;225
226;11;1173;0.547570332;225
226;12;978;0.773006135;225
226;13;557.6;0.900286944;225
226;14;856;0.877336449;225
226;15;825;0.784606061;225
226;16;673.1;0.845639578;225
226;17;386.9;0.960971827;225
226;18;234.8;0.987223169;225
226;19;71.4;0.987394958;225
226;20;1.966;1;225
226;21;0.418;1;225
226;22;0.392;1;225
226;23;0.38;1;225
226;24;0.389;1;225
227;1;0.367;1;226
227;2;0.37;1;226
227;3;0.379;1;226
227;4;0.373;1;226
227;5;5.022;1;226
227;6;79.6;0.99120603;226
227;7;396;0.601262626;226
227;8;786;0.317175573;226
227;9;1051;0.216745956;226
227;10;1221;0.347747748;226
227;11;1134;0.417901235;226
227;12;1344;0.385714286;226
227;13;981;0.524668705;226
227;14;882;0.550226757;226
227;15;739;0.735182679;226
227;16;819;0.625274725;226
227;17;152.7;0.964636542;226
227;18;121;0.919834711;226
227;19;67.93;0.936257913;226
227;20;2.497;1;226
227;21;0.397;1;226
227;22;0.406;1;226
227;23;0.393;1;226
227;24;0.375;1;226
228;1;0.382;1;227
228;2;0.377;1;227
228;3;0.376;1;227
228;4;0.363;1;227
228;5;4.339;1;227
228;6;69.71;1;227
228;7;203.3;0.930152484;227
228;8;521.9;0.814332248;227
228;9;759;0.701054018;227
228;10;816;0.774877451;227
228;11;840;0.95952381;227
228;12;902;0.978935698;227
228;13;481.1;0.963001455;227
228;14;934;0.825481799;227
228;15;726;0.893801653;227
228;16;531.3;0.79314888;227
228;17;427.8;0.810191678;227
228;18;132.7;0.982667671;227
228;19;50.94;0.988810365;227
228;20;1.989;1;227
228;21;0.398;1;227
228;22;0.397;1;227
228;23;0.387;1;227
228;24;0.4;1;227
229;1;0.396;1;228
229;2;0.405;1;228
229;3;0.379;1;228
229;4;0.378;1;228
229;5;1.383;1;228
229;6;59.4;0.974747475;228
229;7;275.5;0.791288566;228
229;8;775;0.509935484;228
229;9;824;0.546601942;228
229;10;680.5;0.773695812;228
229;11;1152;0.57421875;228
229;12;1255;0.46063745;228
229;13;1608;0.259017413;228
229;14;1133;0.630185349;228
229;15;705;0.850070922;228
229;16;667.1;0.811272673;228
229;17;106.3;0.973659454;228
229;18;40.4;1;228
229;19;43.23;0.93129771;228
229;20;1.061;1;228
229;21;0.39;1;228
229;22;0.419;1;228
229;23;0.416;1;228
229;24;0.4;1;228
230;1;0.409;1;229
230;2;0.409;1;229
230;3;0.39;1;229
230;4;0.387;1;229
230;5;3.81;1;229
230;6;73.2;0.954918033;229
230;7;125.8;0.954689984;229
230;8;425.9;0.716600141;229
230;9;768;0.493098958;229
230;10;716;0.476256983;229
230;11;1620;0.163765432;229
230;12;1040;0.583846154;229
230;13;680.5;0.900661278;229
230;14;860;0.429302326;229
230;15;871;0.496326062;229
230;16;428.9;0.775238983;229
230;17;293.3;0.945448346;229
230;18;96.8;0.969008264;229
230;19;24.86;1;229
230;20;0.879;1;229
230;21;0.488;1;229
230;22;0.501;1;229
230;23;0.438;1;229
230;24;0.425;1;229
231;1;0.4;1;230
231;2;0.388;1;230
231;3;0.399;1;230
231;4;0.383;1;230
231;5;2.527;1;230
231;6;91.6;0.912663755;230
231;7;280.7;0.808336302;230
231;8;789;0.440811153;230
231;9;790;0.562278481;230
231;10;565.9;0.960593744;230
231;11;629.8;0.929977771;230
231;12;1165;0.575021459;230
231;13;781;0.671574904;230
231;14;494.9;0.842392403;230
231;15;448.5;0.644593088;230
231;16;549.5;0.633484986;230
231;17;188.7;0.848966614;230
231;18;207.1;0.700627716;230
231;19;34.16;0.979215457;230
231;20;1.109;1;230
231;21;0.452;1;230
231;22;0.453;1;230
231;23;0.421;1;230
231;24;0.452;1;230
232;1;0.418;1;231
232;2;0.417;1;231
232;3;0.393;1;231
232;4;0.418;1;231
232;5;2.581;1;231
232;6;74.6;0.825335121;231
232;7;366.6;0.544189853;231
232;8;601;0.669550749;231
232;9;543.1;0.918799484;231
232;10;799;0.860075094;231
232;11;726;0.937327824;231
232;12;507.3;0.9785137;231
232;13;834;0.966426859;231
232;14;944;0.748940678;231
232;15;516.8;0.571400929;231
232;16;735;0.549795918;231
232;17;487.9;0.614470178;231
232;18;314.8;0.538437103;231
232;19;75.3;0.730677291;231
232;20;1.266;1;231
232;21;0.371;1;231
232;22;0.37;1;231
232;23;0.377;1;231
232;24;0.372;1;231
233;1;0.357;1;232
233;2;0.359;1;232
233;3;0.365;1;232
233;4;0.375;1;232
233;5;2.638;1;232
233;6;57.67;1;232
233;7;173.7;0.993091537;232
233;8;573.2;0.493196092;232
233;9;702;0.637606838;232
233;10;801;0.877652934;232
233;11;771;0.95849546;232
233;12;638.1;0.970850964;232
233;13;779;0.919127086;232
233;14;720;0.962638889;232
233;15;376.8;0.979830149;232
233;16;294.4;0.944633152;232
233;17;333.2;0.705282113;232
233;18;77.2;0.998704663;232
233;19;25;1;232
233;20;0.62;1;232
233;21;0.424;1;232
233;22;0.42;1;232
233;23;0.416;1;232
233;24;0.382;1;232
234;1;0.38;1;233
234;2;0.375;1;233
234;3;0.367;1;233
234;4;0.36;1;233
234;5;2.088;1;233
234;6;46.07;1;233
234;7;168.1;0.995835812;233
234;8;307.2;0.992838542;233
234;9;322.4;0.995347395;233
234;10;531.9;0.988343674;233
234;11;1167;0.658954584;233
234;12;1384;0.361777457;233
234;13;1397;0.367072298;233
234;14;1419;0.297110641;233
234;15;926;0.580237581;233
234;16;781;0.587708067;233
234;17;531;0.70433145;233
234;18;278;0.604676259;233
234;19;35.34;0.978777589;233
234;20;0.779;1;233
234;21;0.406;1;233
234;22;0.395;1;233
234;23;0.397;1;233
234;24;0.391;1;233
235;1;0.369;1;234
235;2;0.375;1;234
235;3;0.367;1;234
235;4;0.353;1;234
235;5;2.274;1;234
235;6;74.9;1;234
235;7;320.5;0.775663027;234
235;8;696.8;0.429822044;234
235;9;959;0.300625652;234
235;10;1198;0.357178631;234
235;11;1319;0.441698256;234
235;12;1155;0.605021645;234
235;13;931;0.8216971;234
235;14;958;0.676200418;234
235;15;699.4;0.74034887;234
235;16;663;0.725339367;234
235;17;370.4;0.840172786;234
235;18;343.4;0.596389051;234
235;19;41.44;0.943532819;234
235;20;0.721;1;234
235;21;0.418;1;234
235;22;0.389;1;234
235;23;0.397;1;234
235;24;0.396;1;234
236;1;0.382;1;235
236;2;0.395;1;235
236;3;0.375;1;235
236;4;0.392;1;235
236;5;1.892;1;235
236;6;47.79;1;235
236;7;209;0.964114833;235
236;8;274.7;0.971969421;235
236;9;380.8;0.962972689;235
236;10;514.5;0.973372206;235
236;11;680.4;0.777336861;235
236;12;1090;0.613119266;235
236;13;676.8;0.575206856;235
236;14;840;0.597857143;235
236;15;667.7;0.706904298;235
236;16;661.1;0.487672062;235
236;17;378.9;0.684613354;235
236;18;177.3;0.84715172;235
236;19;47.52;0.939183502;235
236;20;0.65;1;235
236;21;0.383;1;235
236;22;0.373;1;235
236;23;0.37;1;235
236;24;0.368;1;235
237;1;0.362;1;236
237;2;0.362;1;236
237;3;0.353;1;236
237;4;0.361;1;236
237;5;1.833;1;236
237;6;94;0.758510638;236
237;7;399.1;0.408418943;236
237;8;755;0.221059603;236
237;9;923;0.273131094;236
237;10;928;0.391810345;236
237;11;1621;0.300616903;236
237;12;1280;0.289375;236
237;13;1345;0.237695167;236
237;14;1396;0.237034384;236
237;15;990;0.322121212;236
237;16;1027;0.223953262;236
237;17;682.1;0.264917168;236
237;18;333.2;0.37484994;236
237;19;54.65;0.782799634;236
237;20;0.559;1;236
237;21;0.365;1;236
237;22;0.352;1;236
237;23;0.357;1;236
237;24;0.369;1;236
238;1;0.362;1;237
238;2;0.377;1;237
238;3;0.375;1;237
238;4;0.372;1;237
238;5;0.644;1;237
238;6;29.38;1;237
238;7;188.7;0.792792793;237
238;8;671.8;0.560583507;237
238;9;593.9;0.800976595;237
