"age","x","y","lindex"
0,0,0,1
0,4.24051825709485e-05,0.0193626535548451,1
0,0.000698450425781383,0.0390573263470296,1
0,0.00172738663145491,0.0587778639876286,1
0,0.00295646226692811,0.0785168412578132,1
0,0.0042999327992639,0.0982857734317065,1
0,0.00572689082794333,0.118090683812044,1
0,0.00722041137122079,0.137938201407722,1
0,0.00876302344678511,0.157838497816782,1
0,0.0103344484851738,0.177809353991439,1
0,0.0119240462741572,0.197858734814057,1
0,0.0135342367620892,0.217965976119277,1
0,0.0151781838223611,0.238092438479403,1
0,0.0168693323942644,0.258213620549697,1
0,0.0186003966274803,0.278334699691797,1
0,0.0203402396559665,0.298472752607543,1
0,0.02208123134172,0.318614473547836,1
0,0.0238397328475707,0.338752164791074,1
0,0.0256448317932965,0.358895942690113,1
0,0.0275264468437085,0.379050250358351,1
0,0.0295102022336064,0.399205932900141,1
0,0.0316006738703426,0.419341545740304,1
0,0.0337819049676713,0.439439819719034,1
0,0.0360346113965457,0.459507117750171,1
0,0.0383618506467087,0.479545149935084,1
0,0.0407584731055535,0.499554075677722,1
0,0.043199472167879,0.519531719240745,1
0,0.0456702487401275,0.539474383986298,1
0,0.0481725357066492,0.559387834577367,1
0,0.0507568375399019,0.579283782583467,1
0,0.0534914248755022,0.599132681627341,1
0,0.0563312757091229,0.618976700253233,1
0,0.0591727643628425,0.638887987243481,1
0,0.0620801403174078,0.658802421142419,1
0,0.0651458872049248,0.678674449178888,1
0,0.0683849137547002,0.698463168589668,1
0,0.0717719421215641,0.718166865079655,1
0,0.0752454242900305,0.737828223373459,1
0,0.0787598015002092,0.757483849619574,1
0,0.0823498710142937,0.777120693166333,1
0,0.0860550739772221,0.796705453101711,1
0,0.0898776007167958,0.816254705158367,1
0,0.0937776569536093,0.835816166823587,1
0,0.0977694656773258,0.855397506567859,1
0,0.10190879724972,0.874911671499026,1
0,0.106129965473241,0.894321318280935,1
0,0.11024133104443,0.913844636906842,1
0,0.114202373756733,0.933468387043952,1
0,0.11853943235433,0.953074532810423,1
0,0.123532134433201,0.971918421408,1
0,0.128000952660604,0.990149974526386,1
0.5,0,0,1
0.5,0.00277092981206159,0.0202600704226247,1
0.5,0.00637161088868555,0.0407348332376176,1
0.5,0.0104333311013331,0.0611466090827296,1
0.5,0.0147457011685217,0.0814716769612533,1
0.5,0.0192157087020831,0.101720885727664,1
0.5,0.0238026705315502,0.121901247793582,1
0.5,0.0284781767815105,0.142023426333333,1
0.5,0.0332149193816801,0.162102849709303,1
0.5,0.0379843441594888,0.182169714734078,1
0.5,0.0427691354820185,0.202248047671526,1
0.5,0.0475684125740108,0.222324467470235,1
0.5,0.0523958755571701,0.242357345886723,1
0.5,0.0572640535290209,0.262323230275837,1
0.5,0.0621622912088765,0.282236847340252,1
0.5,0.0670492153031694,0.302129901583021,1
0.5,0.071912586462964,0.322003349487646,1
0.5,0.0767749192399478,0.341845957703298,1
0.5,0.0816686188878201,0.361658019211413,1
0.5,0.0866243644799934,0.381438926923005,1
0.5,0.0916687452404314,0.4011798968721,1
0.5,0.0968113396778388,0.420858620681543,1
0.5,0.102042721176197,0.440451558955365,1
0.5,0.107342954519064,0.459964489367766,1
0.5,0.112706839492419,0.479406481894984,1
0.5,0.118123657605264,0.498779822870671,1
0.5,0.123570083110381,0.518077875716529,1
0.5,0.129026921687202,0.537292148042814,1
0.5,0.134489060089858,0.556428334381335,1
0.5,0.140001441829288,0.575500993128887,1
0.5,0.145632173777298,0.594487427094921,1
0.5,0.151346122226841,0.613426817281001,1
0.5,0.157042197780966,0.632384052795432,1
0.5,0.16278381245989,0.651292065101192,1
0.5,0.168667322859683,0.670099423107497,1
0.5,0.174707246857644,0.688758669122908,1
0.5,0.180866766885259,0.707269748866337,1
0.5,0.1870765586486,0.725688310213082,1
