Filename,ThermalTime,axe_id,HS,SSI,LAI_totale,LAI_vert,PAI_total,PAI_vert
tmpjft2sh-900.csv,900,T1.1,2.39661176,0.087477535,0.0264239,0.026266288,0.032356613,0.032199001
tmp1d9fbl-1000.csv,1000,T1.1,2.39661176,0.490960056,0.026437325,0.024913753,0.032370037,0.030846466
tmp8g5qo3-1100.csv,1100,T1.1,2.39661176,0.834817971,0.026195915,0.023261612,0.032128628,0.029194324
tmptoasng-1200.csv,1200,T1.1,2.39661176,1.322608252,0.02583262,0.020819993,0.031915856,0.026903229
tmpbu2nbp-1300.csv,1300,T1.1,2.39661176,1.798977412,0.026343433,0.018911821,0.032426669,0.024280593
tmplcgvhl-1400.csv,1400,T1.1,2.39661176,2.180690227,0.025166115,0.014204644,0.031249351,0.018464903
tmp2kyiee-1500.csv,1500,T1.1,2.39661176,2.393081942,0.024663502,0.011509865,0.030746738,0.013858944
tmpmtlqld-1600.csv,1600,T1.1,2.39661176,2.473304541,0.024226447,0.01018573,0.030309683,0.010049727
tmpxl7qmu-1700.csv,1700,T1.1,2.39661176,2.473304541,0.02203379,0.009173523,0.028117027,0.006957256
tmpd1e5fl-1800.csv,1800,T1.1,2.39661176,2.473304541,0.02203379,0.009173523,0.028117027,0.005521446
tmpvqlljh-1900.csv,1900,T1.1,2.39661176,2.473304541,0.018643649,0.007622573,0.024726885,0.003957283
tmpsxxlkn-2000.csv,2000,T1.1,2.362149014,2.464406055,0.01355706,0.00531946,0.018121806,0.002167521
tmplznyk3-2100.csv,2100,T1.1,1.883264561,2.464406055,0.011441805,0.004478804,0.016006551,0.00208074
tmp4nkbmi-2200.csv,2200,T1.1,2.074896841,2.196609082,0.006968565,0.002502966,0.009684678,0.001443653
tmpeh1_gg-2300.csv,2300,T1.1,1.1984375,1.220991629,0.003408429,0.001453927,0.005154153,0.000960942
tmp_8mst8-2400.csv,2400,T1.1,0.896875,0.941983258,0.001719285,0.000695225,0.002364342,0.00070856
tmpirvh2w-100.csv,100,T2,0,0,0,0,0,0
tmpvr9ccu-200.csv,200,T2,0,0,0.003501112,0.003501112,0.003501112,0.003501112
tmpt5couy-300.csv,300,T2,0,0,0.031192795,0.031192795,0.031192795,0.031192795
tmpk7yx0g-400.csv,400,T2,0.934597414,0.000760108,0.07294797,0.072944426,0.086051464,0.08604792
tmpwbufxq-500.csv,500,T2,1.747777791,0.005839099,0.119133828,0.119037715,0.153319161,0.153223048
tmp4jhrpa-600.csv,600,T2,2.483142259,0.026565114,0.202264899,0.201444323,0.242472299,0.241651723
tmp073ep1-700.csv,700,T2,3.196847021,0.083551233,0.319889215,0.317813422,0.373125934,0.37105014
tmp4oqizz-800.csv,800,T2,3.76510332,0.590266968,0.447842629,0.432319412,0.514835756,0.4991168
tmpjft2sh-900.csv,900,T2,4.271442516,1.277408842,0.570711046,0.532907062,0.652859874,0.613825044
tmp1d9fbl-1000.csv,1000,T2,4.744884063,1.739864635,0.682221262,0.623628183,0.782061382,0.71883257
tmp8g5qo3-1100.csv,1100,T2,5.066766591,2.160367181,0.766762228,0.686137294,0.893512287,0.801344114
tmptoasng-1200.csv,1200,T2,5.17861,2.57192611,0.809481882,0.70474576,0.985067781,0.856352113
tmpbu2nbp-1300.csv,1300,T2,5.223003795,2.96590206,0.820342964,0.686010925,1.07370951,0.898551027
tmplcgvhl-1400.csv,1400,T2,5.316512062,3.427127916,0.819605119,0.648604621,1.13680272,0.902939844
tmp2kyiee-1500.csv,1500,T2,5.316512062,3.870410779,0.81199075,0.597681229,1.173469751,0.869761452
tmpmtlqld-1600.csv,1600,T2,5.235219978,4.243975051,0.789981427,0.543956382,1.16330501,0.797785118
tmpxl7qmu-1700.csv,1700,T2,5.327065943,4.657317297,0.765481211,0.484338849,1.14051347,0.705784774
tmpd1e5fl-1800.csv,1800,T2,5.276811648,5.009843337,0.701144741,0.394018084,1.073813374,0.582702682
tmpvqlljh-1900.csv,1900,T2,5.58124309,5.496148433,0.660439415,0.329942372,1.031024092,0.477007233
tmpsxxlkn-2000.csv,2000,T2,5.684492813,5.793225217,0.607965998,0.270897619,0.976529213,0.392322019
tmplznyk3-2100.csv,2100,T2,5.740630593,5.886760189,0.557863308,0.241192389,0.925903885,0.349987303
tmp4nkbmi-2200.csv,2200,T2,5.665858851,5.905765633,0.504912473,0.218415269,0.868064788,0.321179662
tmpeh1_gg-2300.csv,2300,T2,5.209642283,5.458308695,0.445707559,0.193778018,0.798344698,0.306910314
tmp_8mst8-2400.csv,2400,T2,4.728654752,5.163236466,0.409120708,0.179634971,0.755210699,0.304021196
tmpvr9ccu-200.csv,200,T2.0,0,0,0,0,0,0
tmpt5couy-300.csv,300,T2.0,0,0,0.001269329,0.001269329,0.001269329,0.001269329
tmpk7yx0g-400.csv,400,T2.0,0,0.002360335,0.00961284,0.009609297,0.00961284,0.009609297
tmpwbufxq-500.csv,500,T2.0,0.913406068,0.017225342,0.022380505,0.022284392,0.025016078,0.024919965
tmp4jhrpa-600.csv,600,T2.0,1.366166642,0.031700419,0.032808882,0.032553094,0.041386642,0.041130854
tmp073ep1-700.csv,700,T2.0,2.074649128,0.043627209,0.055960125,0.055581183,0.067854225,0.067475283
tmp4oqizz-800.csv,800,T2.0,2.417487906,0.044627209,0.074607687,0.074228174,0.089907,0.089527486
tmpjft2sh-900.csv,900,T2.0,2.638735711,0.142697177,0.088033238,0.087205924,0.103841641,0.103014327
tmp1d9fbl-1000.csv,1000,T2.0,2.743687853,0.549700762,0.094690746,0.090211684,0.11071535,0.106236288
tmp8g5qo3-1100.csv,1100,T2.0,2.795283774,0.901488814,0.097522344,0.089293694,0.114374052,0.106145402
tmptoasng-1200.csv,1200,T2.0,2.807276024,1.416428333,0.098197792,0.083616148,0.115374193,0.100712009
tmpbu2nbp-1300.csv,1300,T2.0,2.807276024,1.965264183,0.09847369,0.073906036,0.115804123,0.088878218
tmplcgvhl-1400.csv,1400,T2.0,2.807276024,2.521617719,0.095160939,0.05505104,0.112491372,0.062584023
tmp2kyiee-1500.csv,1500,T2.0,2.807276024,2.800084138,0.092810647,0.044359148,0.11014108,0.0425571
tmpmtlqld-1600.csv,1600,T2.0,2.807276024,2.881775428,0.092775166,0.042297467,0.110105599,0.033703039
tmpxl7qmu-1700.csv,1700,T2.0,2.807276024,2.93796273,0.089708149,0.039179237,0.107038582,0.026305392
tmpd1e5fl-1800.csv,1800,T2.0,2.807276024,2.974915333,0.087742717,0.036391991,0.10507315,0.020112436
tmpvqlljh-1900.csv,1900,T2.0,2.811694188,3.085566446,0.080339755,0.033107206,0.097670188,0.015608463
tmpsxxlkn-2000.csv,2000,T2.0,3.026386848,3.164110154,0.071370282,0.029301867,0.086356709,0.011784417
tmplznyk3-2100.csv,2100,T2.0,2.628004856,2.92058132,0.062410652,0.025883096,0.076567828,0.00876394
tmp4nkbmi-2200.csv,2200,T2.0,2.772929054,2.902253932,0.047549788,0.019119192,0.058864099,0.00540485
tmpeh1_gg-2300.csv,2300,T2.0,1.7100312,1.88268313,0.024753507,0.009376488,0.031848642,0.003186724
tmp_8mst8-2400.csv,2400,T2.0,1.294745118,1.860495814,0.015919418,0.00621038,0.020333296,0.002600993
tmpvr9ccu-200.csv,200,T3,0,0,0,0,0,0
tmpt5couy-300.csv,300,T3,0,0,0.001299841,0.001299841,0.001299841,0.001299841
tmpk7yx0g-400.csv,400,T3,0,0,0.024436523,0.024436523,0.024436523,0.024436523
tmpwbufxq-500.csv,500,T3,0.68870564,0,0.054511801,0.054511801,0.059296,0.059296
tmp4jhrpa-600.csv,600,T3,1.548057022,0,0.084828264,0.084828264,0.110322333,0.110322333
tmp073ep1-700.csv,700,T3,2.086247259,0,0.138281298,0.138281298,0.168654969,0.168654969
tmp4oqizz-800.csv,800,T3,2.41167683,0.000826792,0.183386916,0.183385297,0.219196957,0.219195337
tmpjft2sh-900.csv,900,T3,2.642541786,0.119761829,0.220656868,0.219024999,0.259774989,0.25814312
tmp1d9fbl-1000.csv,1000,T3,2.785347447,0.585148552,0.247470466,0.235614988,0.289578414,0.277722937
tmp8g5qo3-1100.csv,1100,T3,2.853466932,0.982291259,0.259430307,0.236288388,0.30350163,0.279907265
tmptoasng-1200.csv,1200,T3,2.885030721,1.400287447,0.266438501,0.22932983,0.311751861,0.273199722
tmpbu2nbp-1300.csv,1300,T3,2.905280349,1.837971893,0.272178634,0.21565739,0.320085804,0.257006365
tmplcgvhl-1400.csv,1400,T3,2.910944347,2.357305518,0.268876121,0.178464788,0.324740891,0.213600143
tmp2kyiee-1500.csv,1500,T3,2.910944347,2.705218665,0.260248737,0.141463179,0.325339625,0.159989158
tmpmtlqld-1600.csv,1600,T3,2.910944347,2.856044547,0.258342655,0.128474105,0.32923801,0.135727237
tmpxl7qmu-1700.csv,1700,T3,2.910944347,2.928026371,0.254160454,0.120778405,0.326136835,0.117174315
tmpd1e5fl-1800.csv,1800,T3,2.910944347,2.978384464,0.248072532,0.111643155,0.320104297,0.09913542
tmpvqlljh-1900.csv,1900,T3,2.873186293,3.034599616,0.232270363,0.099568751,0.303714499,0.080738592
tmpsxxlkn-2000.csv,2000,T3,2.874844095,3.051351502,0.214188376,0.089378008,0.284001943,0.066186987
tmplznyk3-2100.csv,2100,T3,2.839155474,3.010584267,0.186246521,0.077673235,0.254326581,0.052209257
tmp4nkbmi-2200.csv,2200,T3,2.648240485,2.790282639,0.148143923,0.061383729,0.209927321,0.042883951
tmpeh1_gg-2300.csv,2300,T3,2.009643536,2.203298053,0.108660428,0.045033447,0.161821364,0.038771982
tmp_8mst8-2400.csv,2400,T3,1.900773646,2.130434783,0.071671782,0.030416573,0.113869981,0.034368939
tmpvr9ccu-200.csv,200,T4,0,0,0,0,0,0
tmpt5couy-300.csv,300,T4,0,0,0.000220115,0.000220115,0.000220115,0.000220115
tmpk7yx0g-400.csv,400,T4,0,0,0.000361937,0.000361937,0.000361937,0.000361937
tmpwbufxq-500.csv,500,T4,0.2,0,0.001599054,0.001599054,0.001636245,0.001636245
tmp4jhrpa-600.csv,600,T4,0.239610156,0,0.003640602,0.003640602,0.0040174,0.0040174
tmp073ep1-700.csv,700,T4,1.276293364,0,0.006139606,0.006139606,0.008526246,0.008526246
tmp4oqizz-800.csv,800,T4,1.484075777,0,0.008109997,0.008109997,0.011079952,0.011079952
tmpjft2sh-900.csv,900,T4,1.55875,0.003333333,0.008904642,0.008904182,0.011874597,0.011874137
tmp1d9fbl-1000.csv,1000,T4,1.55875,0.086666667,0.008953653,0.008836096,0.011923608,0.01180605
tmp8g5qo3-1100.csv,1100,T4,1.55875,0.17,0.008856105,0.008548171,0.011826059,0.011518126
tmptoasng-1200.csv,1200,T4,1.55875,0.642626419,0.009006536,0.007760631,0.011976491,0.010730585
tmpbu2nbp-1300.csv,1300,T4,1.55875,1.149620845,0.008731155,0.005831288,0.01170111,0.008801243
tmplcgvhl-1400.csv,1400,T4,1.55875,1.401299201,0.008382768,0.004418183,0.011352723,0.00678162
tmp2kyiee-1500.csv,1500,T4,1.55875,1.493793303,0.008224224,0.00391262,0.011194179,0.005014921
tmpmtlqld-1600.csv,1600,T4,1.55875,1.543793303,0.008138191,0.003685956,0.011108146,0.003791837
tmpxl7qmu-1700.csv,1700,T4,1.55875,1.576793303,0.007427319,0.003265542,0.010397273,0.003129785
tmpd1e5fl-1800.csv,1800,T4,1.55875,1.576793303,0.007427319,0.003265542,0.010397273,0.002902451
tmpvqlljh-1900.csv,1900,T4,1.55875,1.576793303,0.007427319,0.003265542,0.010397273,0.002675118
tmpsxxlkn-2000.csv,2000,T4,1.4484375,1.470991629,0.005947073,0.00260067,0.008311031,0.002587672
tmplznyk3-2100.csv,2100,T4,1.4484375,1.470991629,0.005947073,0.00260067,0.008311031,0.00254005
tmp4nkbmi-2200.csv,2200,T4,1.4484375,1.470991629,0.00482497,0.002090186,0.007188928,0.001889501
tmpeh1_gg-2300.csv,2300,T4,1.264583333,1.294655505,0.003096848,0.001313976,0.004803357,0.001546485
tmp_8mst8-2400.csv,2400,T4,1.396875,1.441983258,0.002500189,0.001045979,0.003692173,0.001138422
