Filename,ThermalTime,axe_id,HS,SSI,LAI_totale,LAI_vert,PAI_total,PAI_vert
tmpirvh2w-100.csv,100,MS,1.390141354,0,0.075429186,0.075429186,0.108513806,0.108513806
tmpvr9ccu-200.csv,200,MS,2.330730626,0,0.126299475,0.126299475,0.162377015,0.162377015
tmpt5couy-300.csv,300,MS,3.356297845,0.002435897,0.194787604,0.194756751,0.233217846,0.233186993
tmpk7yx0g-400.csv,400,MS,4.344092931,0.026574706,0.288825619,0.288165587,0.333412287,0.332752255
tmpwbufxq-500.csv,500,MS,5.354502396,0.685217315,0.425362953,0.407570864,0.477311832,0.459519743
tmp4jhrpa-600.csv,600,MS,6.287077045,2.065585794,0.609132413,0.553424323,0.66967833,0.60772067
tmp073ep1-700.csv,700,MS,7.162473079,3.481718029,0.859662611,0.757855616,0.953249752,0.799112315
tmp4oqizz-800.csv,800,MS,8.05128468,4.430599391,1.174318621,1.027030412,1.300066727,1.063556862
tmpjft2sh-900.csv,900,MS,8.956388954,4.816160761,1.513720351,1.343823285,1.682495126,1.404589266
tmp1d9fbl-1000.csv,1000,MS,9.882983822,5.078349138,1.810362415,1.622244463,2.059028202,1.747756675
tmp8g5qo3-1100.csv,1100,MS,10.41136747,5.314414951,1.931673263,1.735596335,2.353618312,2.022477647
tmptoasng-1200.csv,1200,MS,10.45254619,5.558210154,1.873012131,1.691729755,2.59289435,2.28691606
tmpbu2nbp-1300.csv,1300,MS,10.45254619,5.830480744,1.785439453,1.620015125,2.787258511,2.534014005
tmplcgvhl-1400.csv,1400,MS,10.16098186,5.897920816,1.687833001,1.535820337,2.755313774,2.547458587
tmp2kyiee-1500.csv,1500,MS,10.06666667,6.343071954,1.65784615,1.450845359,2.732038084,2.45785082
tmpmtlqld-1600.csv,1600,MS,9.983333333,7.077339743,1.656562624,1.34493299,2.729366259,2.308220852
tmpxl7qmu-1700.csv,1700,MS,9.983333333,8.088714398,1.613138399,1.144560805,2.685927257,2.003032108
tmpd1e5fl-1800.csv,1800,MS,9.983333333,9.362245145,1.513385896,0.831802357,2.585975766,1.518502441
tmpvqlljh-1900.csv,1900,MS,9.983333333,9.877956854,1.445554535,0.69348103,2.518076388,1.178359103
tmpsxxlkn-2000.csv,2000,MS,9.983333333,9.957647351,1.377816502,0.642741718,2.45088813,1.024091209
tmplznyk3-2100.csv,2100,MS,9.983333333,9.982403922,1.264627579,0.582543931,2.339254415,0.964968852
tmp4nkbmi-2200.csv,2200,MS,9.983333333,9.983333333,1.120631198,0.514721184,2.196567252,0.929068297
tmpeh1_gg-2300.csv,2300,MS,9.983333333,9.983333333,1.094884151,0.502681888,2.170464849,0.920496068
tmp_8mst8-2400.csv,2400,MS,9.983333333,9.983333333,1.094884151,0.502681888,2.170464849,0.920496068
tmpirvh2w-100.csv,100,T1,0,0,0,0,0,0
tmpvr9ccu-200.csv,200,T1,0,0,0.009636512,0.009636512,0.009636512,0.009636512
tmpt5couy-300.csv,300,T1,0.542233726,0,0.032636131,0.032636131,0.03657261,0.03657261
tmpk7yx0g-400.csv,400,T1,1.586014581,0.00695355,0.064392274,0.0643224,0.093010839,0.092940964
tmpwbufxq-500.csv,500,T1,2.443996159,0.018518519,0.127551738,0.127251672,0.16100606,0.160467775
tmp4jhrpa-600.csv,600,T1,3.283007594,0.062085435,0.217857878,0.217188763,0.259767487,0.258860154
tmp073ep1-700.csv,700,T1,4.011598908,0.505449514,0.338849098,0.331929816,0.392017714,0.384860214
tmp4oqizz-800.csv,800,T1,4.506059174,1.359150186,0.452067997,0.426599044,0.517940951,0.491833642
tmpjft2sh-900.csv,900,T1,4.976849179,2.094046401,0.569012627,0.519756658,0.64850872,0.591932246
tmp1d9fbl-1000.csv,1000,T1,5.396545647,2.564187966,0.672084259,0.603344423,0.767084983,0.677842047
tmp8g5qo3-1100.csv,1100,T1,5.72605535,3.000484694,0.756172687,0.664627117,0.877755191,0.751501598
tmptoasng-1200.csv,1200,T1,5.987489439,3.44587038,0.807922182,0.691369807,0.972960229,0.806167547
tmpbu2nbp-1300.csv,1300,T1,6.042011391,3.843418296,0.820583482,0.674037855,1.059860985,0.843298718
tmplcgvhl-1400.csv,1400,T1,6.049501203,4.285206458,0.808786803,0.6241385,1.121740844,0.84232808
tmp2kyiee-1500.csv,1500,T1,6.110302459,4.67564212,0.78937344,0.578271293,1.146765026,0.813802703
tmpmtlqld-1600.csv,1600,T1,6.173593927,5.072455836,0.756052182,0.524091697,1.12637308,0.752771415
tmpxl7qmu-1700.csv,1700,T1,6.098008989,5.431219085,0.710548063,0.456193871,1.083842153,0.669583605
tmpd1e5fl-1800.csv,1800,T1,5.940652442,5.885068639,0.662638074,0.371843405,1.032469421,0.556167427
tmpvqlljh-1900.csv,1900,T1,6.387246864,6.533605649,0.598608167,0.296636447,0.960716908,0.450076678
tmpsxxlkn-2000.csv,2000,T1,6.377961998,6.542212041,0.53123248,0.245897885,0.885854993,0.370984341
tmplznyk3-2100.csv,2100,T1,6.130198257,6.259869293,0.476629084,0.212341327,0.827066196,0.333605437
tmp4nkbmi-2200.csv,2200,T1,6.205484199,6.282101117,0.428392188,0.192265492,0.772511004,0.314330022
tmpeh1_gg-2300.csv,2300,T1,5.673071799,5.934501643,0.386693157,0.174962112,0.724979182,0.302561795
tmp_8mst8-2400.csv,2400,T1,5.510741322,5.559964859,0.372596877,0.16913225,0.705349189,0.301688775
tmpvr9ccu-200.csv,200,T1.0,0,0,0,0,0,0
tmpt5couy-300.csv,300,T1.0,0,0,0.001091903,0.001091903,0.001091903,0.001091903
tmpk7yx0g-400.csv,400,T1.0,0,0,0.017049764,0.017049764,0.017049764,0.017049764
tmpwbufxq-500.csv,500,T1.0,1.002123654,0,0.039099277,0.039099277,0.043746701,0.043746701
tmp4jhrpa-600.csv,600,T1.0,1.686084725,0,0.055749124,0.055749124,0.072071012,0.072071012
tmp073ep1-700.csv,700,T1.0,2.31366563,0,0.094033243,0.094033243,0.11363488,0.11363488
tmp4oqizz-800.csv,800,T1.0,2.716884504,0.021843137,0.129067773,0.128794083,0.153705475,0.153431784
tmpjft2sh-900.csv,900,T1.0,3.038526132,0.171684998,0.160607494,0.159016413,0.187700753,0.186109672
tmp1d9fbl-1000.csv,1000,T1.0,3.250348148,0.683851897,0.185261496,0.176568532,0.215565468,0.206872504
tmp8g5qo3-1100.csv,1100,T1.0,3.331564355,1.101083783,0.195462363,0.179633207,0.226887234,0.210860993
tmptoasng-1200.csv,1200,T1.0,3.383118544,1.571212596,0.203091922,0.177614792,0.236042622,0.20960349
tmpbu2nbp-1300.csv,1300,T1.0,3.416192935,2.055914692,0.207996521,0.169060721,0.24290259,0.199821607
tmplcgvhl-1400.csv,1400,T1.0,3.426219198,2.683412013,0.207863327,0.144092005,0.249775203,0.171201362
tmp2kyiee-1500.csv,1500,T1.0,3.426219198,3.142967818,0.199748507,0.110821269,0.25068715,0.125303917
tmpmtlqld-1600.csv,1600,T1.0,3.426219198,3.329629231,0.198408305,0.100617968,0.255151416,0.107491307
tmpxl7qmu-1700.csv,1700,T1.0,3.426219198,3.419425804,0.193810617,0.093581958,0.251634753,0.092264541
tmpd1e5fl-1800.csv,1800,T1.0,3.426219198,3.481571442,0.189256571,0.086699418,0.247136092,0.078908693
tmpvqlljh-1900.csv,1900,T1.0,3.335441501,3.534298658,0.177016092,0.076568173,0.23487825,0.064595835
tmpsxxlkn-2000.csv,2000,T1.0,3.466544465,3.597512402,0.161735656,0.067567303,0.217967245,0.052948314
tmplznyk3-2100.csv,2100,T1.0,3.238897613,3.458353068,0.148438976,0.062142819,0.203946463,0.045110425
tmp4nkbmi-2200.csv,2200,T1.0,3.196623297,3.313355436,0.117436099,0.048496134,0.168603029,0.037949613
tmpeh1_gg-2300.csv,2300,T1.0,2.352084922,2.52270611,0.087590337,0.036535545,0.130874579,0.035576954
tmp_8mst8-2400.csv,2400,T1.0,1.946421805,2.235294118,0.060490816,0.025968274,0.09882598,0.03257897
tmpvr9ccu-200.csv,200,T1.1,0,0,0,0,0,0
tmpt5couy-300.csv,300,T1.1,0,0,0.000220115,0.000220115,0.000220115,0.000220115
tmpk7yx0g-400.csv,400,T1.1,0,0,0.002988011,0.002988011,0.002988011,0.002988011
tmpwbufxq-500.csv,500,T1.1,0.911966588,0,0.006575798,0.006575798,0.00776414,0.00776414
tmp4jhrpa-600.csv,600,T1.1,1.315950519,0,0.011829409,0.011829409,0.014817423,0.014817423
tmp073ep1-700.csv,700,T1.1,2.078802118,0,0.019996804,0.019996804,0.02477278,0.02477278
tmp4oqizz-800.csv,800,T1.1,2.332947031,0,0.024867847,0.024867847,0.030546829,0.030546829
