id_plt,id_cohort,id_axis,N_phytomer,TT_stop_axis,TT_del_axis,id_dim,id_phen,id_ear,TT_em_phytomer1,TT_col_phytomer1,TT_sen_phytomer1,TT_del_phytomer1,,,,,,,,,,,,,
1,0,MS,11,NaN,NaN,111,111,1.00,15.6,139.9,426.6,1026.6,,,,,,,,,,,,,
1,4,T1,4,630.21,1230.21,309,309,NA,217.2,338.8,658.7,1258.7,,,,,,,,,,,,,
1,5,T2,4,692.46,1292.46,408,408,NA,318.2,441.9,750.9,1350.9,,,,,,,,,,,,,
1,6,T3,2,630.21,1230.21,507,507,NA,434.9,520.5,848.7,1448.7,,,,,,,,,,,,,
1,6,T1.0,2,630.21,1230.21,507,507,NA,434.9,520.5,848.7,1448.7,,,,,,,,,,,,,
2,0,MS,12,NaN,NaN,112,112,1.00,-8.2,108.7,409.3,1009.3,,,,,,,,,,,,,
2,4,T1,5,630.21,1230.21,309,309,NA,158.7,280.3,600.2,1200.2,,,,,,,,,,,,,
2,5,T2,8,NaN,NaN,408,408,1.00,282.0,405.7,714.7,1314.7,,,,,,,,,,,,,
2,6,T3,5,910.50,1510.50,507,507,NA,397.7,483.2,811.4,1411.4,,,,,,,,,,,,,
2,6,T1.0,5,910.50,1510.50,507,507,NA,397.7,483.2,811.4,1411.4,,,,,,,,,,,,,
2,7,T4,4,910.50,1510.50,606,606,NA,429.0,581.2,1004.0,1604.0,,,,,,,,,,,,,
2,7,T1.1,4,910.50,1510.50,606,606,NA,429.0,581.2,1004.0,1604.0,,,,,,,,,,,,,
2,7,T2.0,4,910.50,1510.50,606,606,NA,429.0,581.2,1004.0,1604.0,,,,,,,,,,,,,
3,0,MS,12,NaN,NaN,112,112,1.00,17.0,133.9,434.5,1034.5,,,,,,,,,,,,,
3,4,T1,6,744.52,1344.52,309,309,NA,143.0,264.7,584.5,1184.5,,,,,,,,,,,,,
3,5,T2,5,812.14,1412.14,408,408,NA,264.0,387.6,696.7,1296.7,,,,,,,,,,,,,
3,6,T3,3,630.21,1230.21,507,507,NA,339.5,425.1,753.3,1353.3,,,,,,,,,,,,,
3,6,T1.0,3,630.21,1230.21,507,507,NA,339.5,425.1,753.3,1353.3,,,,,,,,,,,,,
3,7,T4,2,630.21,1230.21,606,606,NA,399.2,551.4,974.2,1574.2,,,,,,,,,,,,,
3,7,T1.1,2,630.21,1230.21,606,606,NA,399.2,551.4,974.2,1574.2,,,,,,,,,,,,,
3,7,T2.0,2,630.21,1230.21,606,606,NA,399.2,551.4,974.2,1574.2,,,,,,,,,,,,,
4,0,MS,12,NaN,NaN,112,112,1.00,9.7,126.7,427.2,1027.2,,,,,,,,,,,,,
4,4,T1,9,NaN,NaN,309,309,1.00,160.5,282.2,602.0,1202.0,,,,,,,,,,,,,
4,5,T2,9,NaN,NaN,409,409,1.00,227.0,341.0,654.2,1254.2,,,,,,,,,,,,,
4,6,T3,5,812.14,1412.14,507,507,NA,329.6,415.1,743.3,1343.3,,,,,,,,,,,,,
4,6,T1.0,5,812.14,1412.14,507,507,NA,329.6,415.1,743.3,1343.3,,,,,,,,,,,,,
4,7,T4,3,910.50,1510.50,606,606,NA,364.3,516.5,939.3,1539.3,,,,,,,,,,,,,
4,7,T1.1,3,910.50,1510.50,606,606,NA,364.3,516.5,939.3,1539.3,,,,,,,,,,,,,
4,7,T2.0,3,910.50,1510.50,606,606,NA,364.3,516.5,939.3,1539.3,,,,,,,,,,,,,
5,0,MS,12,NaN,NaN,112,112,1.00,1.5,118.4,419.0,1019.0,,,,,,,,,,,,,
5,4,T1,9,NaN,NaN,309,309,1.00,156.1,277.8,597.6,1197.6,,,,,,,,,,,,,
5,5,T2,5,692.46,1292.46,408,408,NA,252.6,376.2,685.3,1285.3,,,,,,,,,,,,,
5,6,T3,4,744.52,1344.52,507,507,NA,376.8,462.3,790.5,1390.5,,,,,,,,,,,,,
5,6,T1.0,4,744.52,1344.52,507,507,NA,376.8,462.3,790.5,1390.5,,,,,,,,,,,,,
6,0,MS,11,NaN,NaN,111,111,1.00,-2.9,121.5,408.2,1008.2,,,,,,,,,,,,,
6,4,T1,6,812.14,1412.14,309,309,NA,189.2,310.9,630.7,1230.7,,,,,,,,,,,,,
6,5,T2,4,630.21,1230.21,408,408,NA,296.5,420.2,729.2,1329.2,,,,,,,,,,,,,
6,6,T3,3,692.46,1292.46,507,507,NA,420.1,505.6,833.8,1433.8,,,,,,,,,,,,,
6,6,T1.0,3,692.46,1292.46,507,507,NA,420.1,505.6,833.8,1433.8,,,,,,,,,,,,,
7,0,MS,12,NaN,NaN,112,112,1.00,-12.7,104.3,404.8,1004.8,,,,,,,,,,,,,
7,4,T1,9,NaN,NaN,309,309,1.00,179.5,301.2,621.0,1221.0,,,,,,,,,,,,,
7,5,T2,4,559.01,1159.01,408,408,NA,266.1,389.8,698.8,1298.8,,,,,,,,,,,,,
7,6,T3,5,812.14,1412.14,507,507,NA,349.7,435.3,763.5,1363.5,,,,,,,,,,,,,
7,6,T1.0,5,812.14,1412.14,507,507,NA,349.7,435.3,763.5,1363.5,,,,,,,,,,,,,
7,7,T4,2,630.21,1230.21,606,606,NA,422.2,574.4,997.2,1597.2,,,,,,,,,,,,,
7,7,T1.1,2,630.21,1230.21,606,606,NA,422.2,574.4,997.2,1597.2,,,,,,,,,,,,,
7,7,T2.0,2,630.21,1230.21,606,606,NA,422.2,574.4,997.2,1597.2,,,,,,,,,,,,,
8,0,MS,11,NaN,NaN,111,111,1.00,3.3,127.7,414.3,1014.3,,,,,,,,,,,,,
8,4,T1,5,744.52,1344.52,309,309,NA,224.7,346.4,666.2,1266.2,,,,,,,,,,,,,
8,5,T2,8,NaN,NaN,408,408,1.00,296.3,419.9,729.0,1329.0,,,,,,,,,,,,,
8,6,T3,3,692.46,1292.46,507,507,NA,395.3,480.8,809.0,1409.0,,,,,,,,,,,,,
8,6,T1.0,3,692.46,1292.46,507,507,NA,395.3,480.8,809.0,1409.0,,,,,,,,,,,,,
8,7,T4,2,692.46,1292.46,606,606,NA,460.9,613.0,1035.9,1635.9,,,,,,,,,,,,,
8,7,T1.1,2,692.46,1292.46,606,606,NA,460.9,613.0,1035.9,1635.9,,,,,,,,,,,,,
8,7,T2.0,2,692.46,1292.46,606,606,NA,460.9,613.0,1035.9,1635.9,,,,,,,,,,,,,
9,0,MS,11,NaN,NaN,111,111,1.00,31.6,155.9,442.6,1042.6,,,,,,,,,,,,,
9,4,T1,6,812.14,1412.14,309,309,NA,184.7,306.3,626.2,1226.2,,,,,,,,,,,,,
9,5,T2,4,744.52,1344.52,408,408,NA,297.8,421.5,730.5,1330.5,,,,,,,,,,,,,
9,6,T3,3,692.46,1292.46,507,507,NA,395.0,480.5,808.7,1408.7,,,,,,,,,,,,,
9,6,T1.0,3,692.46,1292.46,507,507,NA,395.0,480.5,808.7,1408.7,,,,,,,,,,,,,
9,7,T4,1,559.01,1159.01,606,606,NA,437.8,590.0,1012.8,1612.8,,,,,,,,,,,,,
9,7,T1.1,1,559.01,1159.01,606,606,NA,437.8,590.0,1012.8,1612.8,,,,,,,,,,,,,
9,7,T2.0,1,559.01,1159.01,606,606,NA,437.8,590.0,1012.8,1612.8,,,,,,,,,,,,,
10,0,MS,11,NaN,NaN,111,111,1.00,25.5,149.8,436.5,1036.5,,,,,,,,,,,,,
10,4,T1,5,692.46,1292.46,309,309,NA,220.2,341.9,661.7,1261.7,,,,,,,,,,,,,
10,5,T2,5,812.14,1412.14,408,408,NA,308.0,431.6,740.7,1340.7,,,,,,,,,,,,,
10,6,T3,3,692.46,1292.46,507,507,NA,407.0,492.5,820.7,1420.7,,,,,,,,,,,,,
10,6,T1.0,3,692.46,1292.46,507,507,NA,407.0,492.5,820.7,1420.7,,,,,,,,,,,,,
10,7,T4,2,744.52,1344.52,606,606,NA,495.6,647.8,1070.6,1670.6,,,,,,,,,,,,,
10,7,T1.1,2,744.52,1344.52,606,606,NA,495.6,647.8,1070.6,1670.6,,,,,,,,,,,,,
10,7,T2.0,2,744.52,1344.52,606,606,NA,495.6,647.8,1070.6,1670.6,,,,,,,,,,,,,
11,0,MS,11,NaN,NaN,111,111,1.00,16.6,140.9,427.6,1027.6,,,,,,,,,,,,,
11,4,T1,3,481.64,1081.64,309,309,NA,176.9,298.6,618.4,1218.4,,,,,,,,,,,,,
11,5,T2,4,630.21,1230.21,408,408,NA,252.1,375.8,684.8,1284.8,,,,,,,,,,,,,
11,6,T3,4,812.14,1412.14,507,507,NA,382.3,467.8,796.0,1396.0,,,,,,,,,,,,,
11,6,T1.0,4,812.14,1412.14,507,507,NA,382.3,467.8,796.0,1396.0,,,,,,,,,,,,,
11,7,T4,3,910.50,1510.50,606,606,NA,446.7,598.9,1021.7,1621.7,,,,,,,,,,,,,
11,7,T1.1,3,910.50,1510.50,606,606,NA,446.7,598.9,1021.7,1621.7,,,,,,,,,,,,,
11,7,T2.0,3,910.50,1510.50,606,606,NA,446.7,598.9,1021.7,1621.7,,,,,,,,,,,,,
12,0,MS,11,NaN,NaN,111,111,1.00,21.5,145.9,432.5,1032.5,,,,,,,,
12,4,T1,6,744.52,1344.52,309,309,NA,149.0,270.7,590.5,1190.5,,,,,,,,
12,5,T2,4,630.21,1230.21,408,408,NA,254.3,378.0,687.0,1287.0,,,,,,,,
12,6,T3,4,744.52,1344.52,507,507,NA,366.6,452.1,780.3,1380.3,,,,,,,,
12,6,T1.0,4,744.52,1344.52,507,507,NA,366.6,452.1,780.3,1380.3,,,,,,,,
12,7,T4,2,630.21,1230.21,606,606,NA,441.1,593.3,1016.1,1616.1,,,,,,,,
12,7,T1.1,2,630.21,1230.21,606,606,NA,441.1,593.3,1016.1,1616.1,,,,,,,,
12,7,T2.0,2,630.21,1230.21,606,606,NA,441.1,593.3,1016.1,1616.1,,,,,,,,
13,0,MS,11,NaN,NaN,111,111,1.00,44.9,169.2,455.9,1055.9,,,,,,,,
13,4,T1,4,630.21,1230.21,309,309,NA,192.5,314.2,634.0,1234.0,,,,,,,,
13,5,T2,4,630.21,1230.21,408,408,NA,273.3,397.0,706.0,1306.0,,,,,,,,
13,6,T3,3,630.21,1230.21,507,507,NA,366.2,451.8,780.0,1380.0,,,,,,,,
13,6,T1.0,3,630.21,1230.21,507,507,NA,366.2,451.8,780.0,1380.0,,,,,,,,
14,0,MS,12,NaN,NaN,112,112,1.00,-34.3,82.7,383.2,983.2,,,,,,,,
14,4,T1,4,630.21,1230.21,309,309,NA,244.0,365.7,685.5,1285.5,,,,,,,,
14,5,T2,8,NaN,NaN,408,408,1.00,395.3,519.0,828.0,1428.0,,,,,,,,
14,6,T3,3,744.52,1344.52,507,507,NA,485.1,570.6,898.8,1498.8
14,6,T1.0,3,744.52,1344.52,507,507,NA,485.1,570.6,898.8,1498.8
15,0,MS,11,NaN,NaN,111,111,1.00,38.5,162.8,449.5,1049.5
15,4,T1,5,559.01,1159.01,309,309,NA,116.6,238.2,558.1,1158.1
15,5,T2,5,692.46,1292.46,408,408,NA,222.8,346.5,655.5,1255.5
15,6,T3,3,692.46,1292.46,507,507,NA,361.8,447.4,775.6,1375.6
15,6,T1.0,3,692.46,1292.46,507,507,NA,361.8,447.4,775.6,1375.6
15,7,T4,2,692.46,1292.46,606,606,NA,434.2,586.4,1009.2,1609.2
15,7,T1.1,2,692.46,1292.46,606,606,NA,434.2,586.4,1009.2,1609.2
15,7,T2.0,2,692.46,1292.46,606,606,NA,434.2,586.4,1009.2,1609.2
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
