id_plt,id_cohort,id_axis,N_phytomer,TT_stop_axis,TT_del_axis,id_dim,id_phen,id_ear,TT_em_phytomer1,TT_col_phytomer1,TT_sen_phytomer1,TT_del_phytomer1,,,,,,,,,,,,,
1,0,MS,11,NaN,NaN,111,111,1.00,-18.55,113.06,490.80,1090.80,,,,,,,,,,,,,
1,4,T1,8,NaN,NaN,308,308,1.00,285.21,394.49,690.41,1290.41,,,,,,,,,,,,,
1,5,T2,8,NaN,NaN,408,408,1.00,268.54,378.98,690.65,1290.65,,,,,,,,,,,,,
1,6,T3,4,744.3771667,1344.377167,507,507,NA,383.23,474.62,764.35,1364.35,,,,,,,,,,,,,
1,6,T1.0,4,744.3771667,1344.377167,507,507,NA,383.23,474.62,764.35,1364.35,,,,,,,,,,,,,
1,7,T4,2,682.5967917,1282.596792,606,606,NA,398.64,553.42,950.40,1550.40,,,,,,,,,,,,,
1,7,T1.1,2,682.5967917,1282.596792,606,606,NA,398.64,553.42,950.40,1550.40,,,,,,,,,,,,,
1,7,T2.0,2,682.5967917,1282.596792,606,606,NA,398.64,553.42,950.40,1550.40,,,,,,,,,,,,,
2,0,MS,11,NaN,NaN,111,111,1.00,-75.34,56.26,434.00,1034.00,,,,,,,,,,,,,
2,4,T1,7,NaN,NaN,308,308,1.00,266.36,403.16,756.76,1356.76,,,,,,,,,,,,,
2,5,T2,7,1117.399875,1717.399875,408,408,NA,339.08,449.52,761.19,1361.19,,,,,,,,,,,,,
2,6,T3,4,630.2119167,1230.211917,507,507,NA,440.61,532.00,821.74,1421.74,,,,,,,,,,,,,
2,6,T1.0,4,630.2119167,1230.211917,507,507,NA,440.61,532.00,821.74,1421.74,,,,,,,,,,,,,
2,7,T4,1,630.2119167,1230.211917,606,606,NA,461.02,615.80,1012.79,1612.79,,,,,,,,,,,,,
2,7,T1.1,1,630.2119167,1230.211917,606,606,NA,461.02,615.80,1012.79,1612.79,,,,,,,,,,,,,
2,7,T2.0,1,630.2119167,1230.211917,606,606,NA,461.02,615.80,1012.79,1612.79
3,0,MS,11,NaN,NaN,111,111,1.00,-36.50,95.10,472.84,1072.84
3,4,T1,8,NaN,NaN,308,308,1.00,261.74,371.02,666.94,1266.94
3,5,T2,8,NaN,NaN,408,408,1.00,268.61,379.05,690.73,1290.73
3,6,T3,5,841.133625,1441.133625,507,507,NA,403.14,494.53,784.26,1384.26
3,6,T1.0,5,841.133625,1441.133625,507,507,NA,403.14,494.53,784.26,1384.26
3,7,T4,1,630.2119167,1230.211917,606,606,NA,428.01,582.80,979.78,1579.78
3,7,T1.1,1,630.2119167,1230.211917,606,606,NA,428.01,582.80,979.78,1579.78
3,7,T2.0,1,630.2119167,1230.211917,606,606,NA,428.01,582.80,979.78,1579.78
4,0,MS,4,307.4203958,907.4203958,111,111,NA,-9.41,122.19,499.93,1099.93
4,4,T1,9,NaN,NaN,309,309,1.00,171.68,308.48,662.08,1262.08
4,5,T2,8,NaN,NaN,408,408,1.00,258.89,369.33,681.00,1281.00
4,6,T3,5,841.133625,1441.133625,507,507,NA,340.81,432.20,721.94,1321.94
4,6,T1.0,5,841.133625,1441.133625,507,507,NA,340.81,432.20,721.94,1321.94
5,0,MS,12,NaN,NaN,112,112,1.00,-34.96,90.09,462.74,1062.74
5,4,T1,4,550.0637917,1150.063792,309,309,NA,171.72,308.52,662.12,1262.12
5,5,T2,8,NaN,NaN,408,408,1.00,259.15,369.59,681.26,1281.26
5,6,T3,5,744.3771667,1344.377167,507,507,NA,349.88,441.27,731.00,1331.00
5,6,T1.0,5,744.3771667,1344.377167,507,507,NA,349.88,441.27,731.00,1331.00
5,7,T4,4,913.0044167,1513.004417,606,606,NA,330.60,485.38,882.36,1482.36
5,7,T1.1,4,913.0044167,1513.004417,606,606,NA,330.60,485.38,882.36,1482.36
