"xn","L_blade","W_blade","L_sheath","L_internode","W_sheath","Hcol","W_internode"
-13,1.4690896012935,0.372799415680405,3.13605306136559,0,0.448990303763677,3.17737922501231,0.448990303763677
-12.9,1.62368896728268,0.37280756543931,3.13143162087735,0,0.448990303763677,3.17241480650399,0.448990303763677
-12.8,1.77828833327185,0.372815715198216,3.12681018038912,0,0.448990303763677,3.16745038799567,0.448990303763677
-12.7,1.93288769926103,0.372823864957121,3.12218873990088,0,0.448990303763677,3.16248596948735,0.448990303763677
-12.6,2.0874870652502,0.372832014716026,3.11756729941264,0,0.448990303763677,3.15752155097902,0.448990303763677
-12.5,2.24208643123937,0.372840164474932,3.1129458589244,0,0.448990303763677,3.1525571324707,0.448990303763677
-12.4,2.39668579722854,0.372848314233837,3.10832441843616,0,0.448990303763677,3.14759271396238,0.448990303763677
-12.3,2.55128516321772,0.372856463992743,3.10370297794792,0,0.448990303763677,3.14262829545406,0.448990303763677
-12.2,2.70588452920689,0.372864613751648,3.09908153745968,0,0.448990303763677,3.13766387694574,0.448990303763677
-12.1,2.86048389519607,0.372872763510553,3.09446009697144,0,0.448990303763677,3.13269945843741,0.448990303763677
-12,3.01508326118524,0.372880913269459,3.0898386564832,0,0.448990303763677,3.12773503992909,0.448990303763677
-11.9,3.16968262717441,0.372889063028364,3.08521721599497,0,0.448990303763677,3.12277062142077,0.448990303763677
-11.8,3.32428199316359,0.37289721278727,3.08059577550673,0,0.448990303763677,3.11780620291245,0.448990303763677
-11.7,3.47888135915276,0.372905362546175,3.07597433501849,0,0.448990303763677,3.11284178440413,0.448990303763677
-11.6,3.63348072514193,0.37291351230508,3.07135289453025,0,0.448990303763677,3.1078773658958,0.448990303763677
-11.5,3.78808009113111,0.372921662063986,3.06673145404201,0,0.448990303763677,3.10291294738748,0.448990303763677
-11.4,3.94267945712028,0.372929811822891,3.06211001355377,0,0.448990303763677,3.09794852887916,0.448990303763677
-11.3,4.09727882310945,0.372937961581796,3.05748857306553,0,0.448990303763677,3.09298411037084,0.448990303763677
-11.2,4.25187818909863,0.372946111340702,3.05286713257729,0,0.448990303763677,3.08801969186251,0.448990303763677
-11.1,4.4064775550878,0.372954261099607,3.04824569208905,0,0.448990303763677,3.08305527335419,0.448990303763677
-11,4.56107692107698,0.372962410858513,3.04362425160081,0,0.448990303763677,3.07809085484587,0.448990303763677
-10.9,4.71567628706615,0.372970560617418,3.03900281111257,0,0.448990303763677,3.07312643633755,0.448990303763677
-10.8,4.87027565305532,0.372978710376323,3.03438137062434,0,0.448990303763677,3.06816201782923,0.448990303763677
-10.7,5.0248750190445,0.372986860135229,3.0297599301361,0,0.448990303763677,3.0631975993209,0.448990303763677
-10.6,5.17947438503367,0.372995009894134,3.02513848964786,0,0.448990303763677,3.05823318081258,0.448990303763677
-10.5,5.33407375102284,0.373003159653039,3.02051704915962,0,0.448990303763677,3.05326876230426,0.448990303763677
-10.4,5.48867311701202,0.373011309411945,3.01589560867138,0,0.448990303763677,3.04830434379594,0.448990303763677
-10.3,5.64327248300119,0.37301945917085,3.01127416818314,0,0.448990303763677,3.04333992528762,0.448990303763677
-10.2,5.79787184899037,0.373027608929756,3.0066527276949,0,0.448990303763677,3.03837550677929,0.448990303763677
-10.1,5.95247121497954,0.373035758688661,3.00203128720666,0,0.448990303763677,3.03341108827097,0.448990303763677
-10,6.10707058096871,0.373043908447566,2.99740984671842,0,0.448990303763677,3.02844666976265,0.448990303763677
-9.9,6.26166994695789,0.373052058206472,2.99278840623018,0,0.448990303763677,3.02348225125433,0.448990303763677
-9.8,6.41626931294706,0.373060207965377,2.98816696574195,0,0.448990303763677,3.01851783274601,0.448990303763677
-9.7,6.57086867893623,0.373068357724282,2.98354552525371,0,0.448990303763677,3.01355341423768,0.448990303763677
-9.6,6.72546804492541,0.373076507483188,2.97892408476547,0,0.448990303763677,3.00858899572936,0.448990303763677
-9.5,6.88006741091458,0.373084657242093,2.97430264427723,0,0.448990303763677,3.00362457722104,0.448990303763677
-9.4,7.03466677690375,0.373092807000999,2.96968120378899,0,0.448990303763677,2.99866015871272,0.448990303763677
-9.3,7.18927835686235,0.373100956759904,2.96505976330075,0,0.448990303763677,2.99369574020439,0.448990303763677
-9.2,7.34395601539095,0.373109106518809,2.96043832281251,0,0.448990303763677,2.98873132169607,0.448990303763677
-9.1,7.49875776783503,0.373117256277715,2.95581688232427,0,0.448990303763677,2.98376690318775,0.448990303763677
-9,7.65366036655823,0.37312540603662,2.95119544183603,0,0.448990303763677,2.97880248467943,0.448990303763677
-8.9,7.8085365658342,0.373133555795525,2.94657400134779,0,0.448990303763677,2.97383806617111,0.448990303763677
-8.8,7.96314324113898,0.373141705554431,2.94195256085956,0,0.448990303763677,2.96887364766278,0.448990303763677
-8.7,8.1169150276136,0.373149855313336,2.93733112037132,0,0.448990303763677,2.96390922915446,0.448990303763677
-8.6,8.2688592834604,0.373158005072242,2.93270967988308,0,0.448990303763677,2.95894481064614,0.448990303763677
-8.5,8.41784528073193,0.373166154831147,2.92808823939484,0,0.448990303763677,2.95398039213782,0.448990303763677
-8.4,8.56270270416891,0.373174304590052,2.9234667989066,0,0.448990303763677,2.9490159736295,0.448990303763677
-8.3,8.70225689484869,0.373182454348958,2.91884535841836,0,0.448990303763677,2.94405155512117,0.448990303763677
-8.2,8.83533571863154,0.373190604107863,2.91422391793012,0,0.448990303763677,2.93908713661285,0.448990303763677
-8.1,8.9608215946671,0.373198753866769,2.90960247744188,0,0.448990303763677,2.93412271810453,0.448990303763677
-8,9.07764046388422,0.373206903625674,2.90498103695364,0,0.448990303763677,2.92915829959621,0.448990303763677
-7.9,9.18464557744094,0.373215050108318,2.90035959913344,0,0.448990303763677,2.92419390269874,0.448990303763677
-7.8,9.28053709680118,0.373222896281994,2.89572465489579,0,0.448990303763677,2.91921202948364,0.448990303763677
-7.7,9.36421196855409,0.373232095318361,2.89101990221953,0,0.448990303763677,2.91414225821446,0.448990303763677
-7.6,9.43490351830518,0.373256245852936,2.88620998126876,0,0.448990303763677,2.90895301592894,0.448990303763677
-7.5,9.49259022321366,0.373327014556828,2.88135259186306,0,0.448990303763677,2.90372213636567,0.448990303763677
-7.4,9.5379813266063,0.373495237172665,2.87667710384867,0,0.448990303763677,2.89872131792136,0.448990303763677
-7.3,9.57206070814695,0.373834612311516,2.8725215111637,0,0.448990303763677,2.89429118261232,0.448990303763677
-7.2,9.59583610524981,0.374420366565253,2.86921941239877,0,0.448990303763677,2.89078740638629,0.448990303763677
-7.1,9.61036974615982,0.375327726525748,2.86708392219756,0,0.448990303763677,2.88856762501172,0.448990303763677
-7,9.61667902659138,0.376631918784874,2.86642533818183,0,0.448990303763677,2.88798947425705,0.448990303763677
-6.9,9.61535015745306,0.378408939879974,2.86755395797334,0,0.448990303763677,2.88941058989073,0.448990303763677
-6.8,9.60686515410231,0.380737960144817,2.87078007919385,0,0.448990303763677,2.89318722988684,0.448990303763677
-6.7,9.59181551775458,0.383693875538836,2.87634175377602,0,0.448990303763677,2.89953304523833,0.448990303763677
