id_phen,index_phytomer,TT_em_phytomer,TT_col_phytomer,TT_sen_phytomer,TT_del_phytomer
1101,0,-121.95466499999998,-16.577564999999996,465.95375563636355,782.0850556363634
1101,1,-16.577564999999993,88.79953499999999,516.37865593026,832.50995593026
1101,2,25.573274999999995,194.176635,566.8035562241565,882.9348562241564
1101,3,130.95037499999995,299.55373499999996,646.8203048109634,962.9516048109633
1101,4,236.32747499999994,404.93083499999995,881.9769704467213,1198.1082704467212
1101,5,341.7045749999999,510.30793499999993,1116.34098111174,1432.47228111174
1101,6,447.08167499999996,615.685035,1328.7827185992737,1644.9140185992737
1101,7,552.4587749999998,721.0621349999999,1495.9605819629296,1812.0918819629296
1101,8,657.835875,826.4392349999999,1626.9189280429914,3000.0
1101,9,763.2129749999999,931.816335,1733.6633872357684,3000.0
1101,10,868.5900749999998,1037.193435,1823.9082994781756,3000.0
1111,0,-115.771,-15.771,486.429,786.429
1111,1,-15.771,84.229,533.9858346486425,833.9858346486425
1111,2,24.229000000000013,184.229,581.5426692972849,881.5426692972849
1111,3,124.22899999999998,284.229,629.0995039459274,929.0995039459274
1111,4,224.22899999999998,384.229,844.996331335865,1144.9963313358649
1111,5,324.2289999999999,484.2289999999999,1078.835070031271,1378.835070031271
1111,6,424.22900000000004,584.229,1243.0841898675549,1543.0841898675549
1111,7,524.229,684.229,1419.6528593377518,3000.0
1111,8,624.229,784.229,1559.6854678017235,3000.0
1111,9,724.229,884.229,1672.8491259609627,3000.0
1111,10,824.229,984.229,1767.4618383602838,3000.0
1111,11,924.229,1084.229,1848.9082994781752,3000.0
1121,0,-106.54905416666665,-14.568137499999999,488.09921018181814,764.0419601818181
1121,1,-14.568137499999992,77.41277916666667,535.1336436180395,811.0763936180394
1121,2,22.224229166666674,169.39369583333334,582.1680770542608,858.1108270542609
1121,3,114.20514583333335,261.3746125,629.2025104904822,905.1452604904821
1121,4,206.1860625,353.35552916666666,738.3432262834998,1014.2859762834998
1121,5,298.1669791666666,445.33644583333324,956.3445583966248,1232.287308396625
1121,6,390.1478958333333,537.3173625,1166.340981111739,1442.283731111739
1121,7,482.12881250000004,629.2982791666667,1346.468274910603,1622.411024910603
1121,8,574.1097291666667,721.2791958333333,1494.9575917595791,3000.0
1121,9,666.0906458333334,813.2601125,1615.113480828079,3000.0
1121,10,758.0715625,905.2410291666666,1714.729393073132,3000.0
1121,11,850.0524791666667,997.2219458333333,1799.694322375149,3000.0
1121,12,942.0333958333333,1089.2028625,1873.9082994781752,3000.0
4070,0,-6.657796675531898,232.37704375,613.5682941250001,950.6074191250001
4070,1,105.6885783244681,344.72341875,696.7046116250001,1033.743736625
4070,2,74.6140490691489,457.06979375000003,887.2260010910287,1224.2651260910288
4070,3,186.96042406914887,569.41616875,1083.2966769624356,1420.3358019624357
4070,4,352.99643175336087,735.452176434212,1310.7764864039557,3000.0
4070,5,592.0312721788928,974.4870168597439,1515.0054729760236,3000.0
4070,6,831.0661126044246,1213.5218572852757,1670.8265831412282,3000.0
4070,7,1070.1009530299566,1452.5566977108076,1793.7436804306735,3000.0
4071,0,105.68090714285717,230.50533571428574,654.034621857143,1028.5079075714286
4071,1,230.50533571428574,355.3297642857143,868.8680004937285,1243.3412862080143
4071,2,280.4351071428572,480.1541928571429,1106.3745420883747,1480.8478278026605
4071,3,405.2595357142858,604.9786214285715,1344.1146924114921,1718.587978125778
4071,4,530.0839642857143,729.80305,1534.5534956004667,3000.0
4071,5,654.9083928571429,854.6274785714286,1680.385118300248,3000.0
4071,6,779.7328214285715,979.4519071428572,1796.844731751562,3000.0
4071,7,904.5572500000001,1104.2763357142858,1893.9082994781756,3000.0
4080,0,15.447237470449181,233.83281666666667,582.0944836666667,890.0181503333333
4080,1,118.08845969267142,336.4740388888889,658.0489881111112,965.9726547777777
4080,2,89.69833439716314,439.1152611111111,780.8650682149133,1088.78873488158
4080,3,192.33955661938535,541.7564833333333,949.163322199929,1257.0869888665957
4080,4,306.53559398740333,655.9525207013513,1117.4615761849448,3000.0
4080,5,524.9211731836208,874.3380998975688,1335.7764864039577,3000.0
4080,6,743.3067523798384,1092.7236790937864,1540.005472976024,3000.0
4080,7,961.6923315760557,1311.1092582900037,1695.8265831412273,3000.0
4080,8,1180.0779107722733,1529.4948374862213,1818.7436804306744,3000.0
4081,0,120.03066875,232.37704375,613.5682941250001,950.6074191250001
4081,1,232.37704374999998,344.72341875,742.1337009461877,1079.1728259461877
4081,2,277.31559375,457.06979375000003,938.2043768175947,1275.2435018175947
4081,3,389.66196874999997,569.41616875,1134.2750526890015,1471.3141776890016
4081,4,502.00834375000005,681.7625437500001,1369.11469241149,3000.0
4081,5,614.3547187500001,794.10891875,1559.5534956004667,3000.0
4081,6,726.7010937499999,906.45529375,1705.385118300247,3000.0
4081,7,839.04746875,1018.80166875,1821.844731751561,3000.0
4081,8,951.3938437499999,1131.14804375,1918.9082994781738,3000.0
4090,0,15.447237470449181,233.83281666666667,582.0944836666667,890.0181503333333
4090,1,118.08845969267142,336.4740388888889,658.0489881111112,965.9726547777777
4090,2,89.69833439716314,439.1152611111111,780.8650682149133,1088.78873488158
4090,3,192.33955661938535,541.7564833333333,949.163322199929,1257.0869888665957
4090,4,306.53559398740333,655.9525207013513,1117.4615761849448,3000.0
4090,5,524.9211731836208,874.3380998975688,1335.7764864039577,3000.0
4090,6,743.3067523798384,1092.7236790937864,1540.005472976024,3000.0
4090,7,961.6923315760557,1311.1092582900037,1695.8265831412273,3000.0
4090,8,1180.0779107722733,1529.4948374862213,1818.7436804306744,3000.0
4090,9,1398.4634899684906,1747.8804166824386,1920.1586174458935,3000.0
4091,0,131.19159444444446,233.83281666666667,582.0944836666667,890.0181503333333
4091,1,233.8328166666667,336.4740388888889,684.7357058888889,992.6593725555556
4091,2,274.88930555555555,439.1152611111111,824.6226142510174,1132.546280917684
4091,3,377.5305277777778,541.7564833333333,992.920868236033,1300.8445349026997
4091,4,480.1717500000001,644.3977055555556,1161.2191222210488,3000.0
4091,5,582.8129722222222,747.0389277777778,1394.1146924114908,3000.0
4091,6,685.4541944444445,849.68015,1584.5534956004685,3000.0
4091,7,788.0954166666667,952.3213722222222,1730.3851183002475,3000.0
4091,8,890.7366388888889,1054.9625944444444,1846.8447317515606,3000.0
4091,9,993.377861111111,1157.6038166666665,1943.908299478177,3000.0
5050,0,80.95184027355626,322.21962142857143,689.150982690416,1029.3385541189873
5050,1,194.34769741641335,435.6154785714285,847.8216458832139,1188.0092173117853
5050,2,162.98288586626143,549.0113357142857,1062.2414610086166,1402.429032437188
5050,3,308.2421289418106,694.2705787898349,1295.776486403956,3000.0
5050,4,549.5099100968257,935.53835994485,1500.0054729760225,3000.0
5050,5,790.7776912518408,1176.806141099865,1655.8265831412273,3000.0
5060,0,106.1187990691489,323.87704375,671.138294125,978.1774191249999
5060,1,208.46517406914887,426.22341874999995,767.7086875556363,1074.7478125556363
5060,2,180.15660226063818,528.5697937499999,935.2156886047194,1242.2548136047194
5060,3,278.85520834910534,627.2683998384671,1102.7226896538025,3000.0
5060,4,496.61345302995636,845.0266445193181,1320.776486403956,3000.0
5060,5,714.3716977108074,1062.7848892001691,1525.005472976022,3000.0
5060,6,932.1299423916585,1280.5431338810201,1680.8265831412282,3000.0
5070,0,125.69310035460987,325.16614999999996,643.267817,924.524817
5070,1,219.44543368794322,418.9184833333333,712.6445436666667,993.9015436666666
5070,2,193.51393723404254,512.6708166666667,843.6248748108056,1124.8818748108056
5070,3,287.2662705673758,606.42315,989.2794349778419,3000.0
5070,4,455.47176420016905,774.6286436327932,1134.933995144878,3000.0
5070,5,654.9448138455591,974.1016932781832,1345.7764864039584,3000.0
5070,6,854.4178634909492,1173.5747429235735,1550.0054729760225,3000.0
5070,7,1053.8909131363391,1373.0477925689634,1705.8265831412305,3000.0
5080,0,125.69310035460987,325.16614999999996,643.267817,924.524817
5080,1,219.44543368794322,418.9184833333333,712.6445436666667,993.9015436666666
5080,2,193.51393723404254,512.6708166666667,843.6248748108056,1124.8818748108056
5080,3,287.2662705673758,606.42315,989.2794349778419,3000.0
5080,4,455.47176420016905,774.6286436327932,1134.933995144878,3000.0
5080,5,654.9448138455591,974.1016932781832,1345.7764864039584,3000.0
5080,6,854.4178634909492,1173.5747429235735,1550.0054729760225,3000.0
5080,7,1053.8909131363391,1373.0477925689634,1705.8265831412305,3000.0
5080,8,1253.3639627817292,1572.5208422143535,1828.743680430673,3000.0
6020,0,250.31893204787224,445.4707937499999,749.150982690416,1024.315107690416
6020,1,342.04030704787226,537.19216875,856.1373907715534,1131.3015157715536
6020,2,310.7645168597436,623.0074955831479,1000.7136179082257,1275.8777429082259
6030,0,250.31893204787224,445.4707937499999,749.150982690416,1024.315107690416
6030,1,342.04030704787226,537.19216875,856.1373907715534,1131.3015157715536
6030,2,310.7645168597436,623.0074955831479,1000.7136179082257,1275.8777429082259
6030,3,505.91637856187117,818.1593572852755,1145.2898450448981,3000.0
6040,0,250.31893204787224,445.4707937499999,749.150982690416,1024.315107690416
6040,1,342.04030704787226,537.19216875,856.1373907715534,1131.3015157715536
6040,2,310.7645168597436,623.0074955831479,1000.7136179082257,1275.8777429082259
6040,3,505.91637856187117,818.1593572852755,1145.2898450448981,3000.0
6040,4,701.0682402639989,1013.3112189874032,1355.7764864039539,3000.0
6050,0,250.31893204787224,445.4707937499999,749.150982690416,1024.315107690416
6050,1,342.04030704787226,537.19216875,856.1373907715534,1131.3015157715536
6050,2,310.7645168597436,623.0074955831479,1000.7136179082257,1275.8777429082259
6050,3,505.91637856187117,818.1593572852755,1145.2898450448981,3000.0
6050,4,701.0682402639989,1013.3112189874032,1355.7764864039539,3000.0
6050,5,896.2201019661265,1208.463080689531,1560.0054729760204,3000.0
7010,0,394.51906502659585,567.0645437500001,784.150982690416,1027.440107690416
7010,1,491.41387856187157,663.9593572852758,891.1373907715534,1134.4265157715533
