"index","nrel","tip","col","ssi","disp"
1,0,-152.747324351555,-87.5109137977533,-113.470807916338,-113.470807916338
1,0.111111111111111,0,0,0,0
1,0.222222222222222,87.6660039697963,86.7972451858683,93.2386805797979,93.2386805797979
1,0.333333333333333,174.829414253978,171.648465327947,179.370394829586,179.370394829586
1,0.444444444444444,261.261951384070,255.697900889793,268.204873382987,268.204873382987
1,0.555555555555556,345.423668256583,339.416073238257,362.749398101794,362.749398101794
1,0.666666666666667,429.29568600881,428.776060850421,473.592881279525,473.592881279525
1,0.777777777777778,514.20184793864,521.610792235066,696.313085438247,696.313085438247
1,0.888888888888889,605.343063090994,616.804387749356,891.633559054747,891.633559054747
1,1,699.921248818105,708.458747805987,1159.5158868052,1159.5158868052
2,0,-86.9612850664882,-84.2380387343842,-86.1317142497878,-86.1317142497878
2,0.142857142857143,0,0,0,0
2,0.285714285714286,85.8193557223978,83.9462405954887,90.7918010909415,90.7918010909415
2,0.428571428571429,169.98107259491,167.664412943953,185.336325809748,185.336325809748
2,0.571428571428571,253.749895380780,258.751443977657,328.392680932677,328.392680932677
2,0.714285714285714,340.383100732149,352.60025457229,540.416442304336,540.416442304336
2,0.857142857142857,431.616729813082,446.899159051312,753.339269631878,753.339269631878
2,1,527.116580821603,538.553519107942,1025.04393154673,1025.04393154673
3,0,-86.7972451858683,-84.1617168725123,-86.4968805931038,-86.4968805931038
3,0.166666666666667,0,0,0,0
3,0.333333333333333,84.5293212386424,83.729135080741,94.5445247188065,94.5445247188065
3,0.5,168.524583033812,171.026543275304,189.089049437613,189.089049437613
3,0.666666666666667,252.242755382276,262.650176617912,399.916075863788,399.916075863788
3,0.833333333333333,342.509380698396,358.150027626433,589.436252039156,589.436252039156
3,1,435.876468383470,450.566646906784,840.027146984575,840.027146984575
4,0,-84.1617168725123,-83.718172348464,-94.5445247188065,-94.5445247188065
4,0.2,0,0,0,0
4,0.4,83.9209171297803,88.5416206772077,95.5792756012753,95.5792756012753
4,0.6,168.008712124654,180.895826277422,323.368035066372,323.368035066372
4,0.8,259.149927277008,276.395677285943,510.392790817999,510.392790817999
4,1,353.247587219689,368.167735033962,776.418656163652,776.418656163652
5,0,-83.718172348464,-91.1412151523541,-168.085917065909,-168.085917065909
5,0.25,0,0,0,0
5,0.5,87.975126691733,94.6367551915843,203.712572050701,203.712572050701
5,0.75,179.996700369617,188.240480280046,430.31251588317,430.31251588317
5,1,275.496551378138,279.739705110109,704.987150481529,704.987150481529
