id_dim,index_rel_phytomer,L_blade,W_blade,L_sheath,W_sheath,L_internode,W_internode
1111,0.090909091,9.266666667,0.381001176,2.94768,0.4,0,0
1111,0.181818182,9.2,0.372438537,2.69686,0.4,0,0
1111,0.272727273,7.55,0.452776837,2.94996,0.4,0,0
1111,0.363636364,9.3,0.5496112,3.55752,0.4,0,0
1111,0.454545455,10.35,0.6038187,3.62043,0.4,0,0
1111,0.545454545,11.3,0.7929215,4.6,0.449266667,0,0
1111,0.636363636,14.1,1.1721765,8.5,0.460426471,0.400260148,0.349
1111,0.727272727,17.9,1.295702,9.4,0.4688,2.908289778,0.349
1111,0.818181818,18.5,1.34356875,9.5,0.449966667,5.900266364,0.356
1111,0.909090909,16.8,1.492807,10,0.447844444,10.54651163,0.368
1111,1,10.4,1.464294,14.2,0.452445455,15.08830489,0.374
1405,0.2,6.6,0.3092368,2.54932,0.4,0,0
1405,0.4,9.2,0.4260196,3.09078,0.4,0,0
1405,0.6,9.9,0.522317,4.26575,0.4,0,0
1405,0.8,11.3,0.661234,5.56525,0.4,0,0
1405,1,17.14,1.05837932,9.29058,0.4,0.95,0.2585
1503,0.333333333,8.1,0.3889353,2.63245,0.4,0,0
1503,0.666666667,9.5,0.504225,3.893134,0.4,0,0
1503,1,12.47,0.821392969,5.389534,0.4,0,0
1602,0.5,7.533333333,0.415272667,2.32764,0.4,0,0
1602,1,8.4,0.508172,4.033,0.4,0,0
2111,0.090909091,9.833333333,0.381001176,2.78748,0.4,0,0
2111,0.181818182,8.7,0.372438537,2.702813333,0.4,0,0
2111,0.272727273,7.566666667,0.452776837,3.04512,0.4,0,0
2111,0.363636364,9.6,0.5591944,3.65424,0.4,0,0
2111,0.454545455,10.55,0.6142551,3.69039,0.4,0,0
2111,0.545454545,11.8,0.818694,4.8,0.435,0,0
2111,0.636363636,14,1.169087,8.7,0.453,0.766666667,0.348
2111,0.727272727,18,1.29966,9.7,0.511,3.433333333,0.348
2111,0.818181818,19.2,1.34356875,10.5,0.512,6.1,0.369
2111,0.909090909,18.2,1.552727,11.2,0.458,10.1,0.381
2111,1,13.1,1.642602,16.1,0.456,14.7,0.399
2408,0.125,7,0.320148,2.757145,0.4,0,0
2408,0.25,9.95,0.45130435,3.35615,0.4,0,0
2408,0.375,10.75,0.5607625,4.6055,0.4,0,0
2408,0.5,12.2,0.858618,6.0085,0.4,0,0
2408,0.625,17.5,1.043905,8.50105,0.4,0,0
2408,0.75,18.4,1.1558792,7.8,0.332,5.6,0.292615385
2408,0.875,15.4,1.267152,10.8,0.358,5.7,0.305615385
2408,1,16.7,1.722571,13,0.325,14.3,0.306538462
2502,0.5,8.55,0.40410615,3.111833,0.4,0,0
2502,1,11.23,0.5824729,2.6537,0.4,0,0
2604,0.25,8.5,0.458995,2.85413,0.4,0,0
2604,0.5,10.3,0.608454,4.5269,0.4,0,0
2604,0.75,14.5,0.833454083,4.68855,0.4,0.633333333,0.325
2604,1,12.42,0.927652,6.11685,0.4,2.566666667,0.325
3111,0.090909091,8.45,0.381001176,2.46708,0.4,0,0
3111,0.181818182,7.7,0.372438537,2.369426667,0.4,0,0
3111,0.272727273,6.633333333,0.452776837,2.66448,0.4,0,0
3111,0.363636364,8.4,0.5208616,3.26736,0.4,0,0
3111,0.454545455,10.4,0.6064278,3.63792,0.4,0,0
3111,0.545454545,10.7,0.7619945,4.5,0.46,0,0
3111,0.636363636,14,1.169087,8.5,0.462,0.733333333,0.375
3111,0.727272727,18.6,1.323408,10.2,0.467,3.266666667,0.375
3111,0.818181818,20.9,1.34356875,11.2,0.476,5.8,0.387
3111,0.909090909,20.6,1.655447,11.8,0.486,11.1,0.422
3111,1,12.7,1.616186,16.5,0.498,16.5,0.444
3406,0.166666667,5.7,0.2846866,2.309166667,0.4,0,0
3406,0.333333333,8.333333333,0.396801667,3.05956,0.4,0,0
3406,0.5,9.8,0.517794,4.681,0.4,0,0
3406,0.666666667,12.4,0.719292,6.107,0.4,0,0
3406,0.833333333,16.93333333,1.048472133,9.225066667,0.4,0.95,0.2585
3406,1,17.33571429,1.094355,8.431343571,0.4,4.15,0.289
3506,0.166666667,7.55,0.37039315,2.4939,0.4,0,0
3506,0.333333333,9,0.48161,3.52786,0.4,0,0
3506,0.5,11.3,0.661234,6.058875,0.4,0,0
3506,0.666666667,16.05,1.01435385,7.904625,0.4,1,0.26
3506,0.833333333,17.85,1.12111,9.51565,0.4,3.7,0.29
3506,1,16.43888889,1.046171111,8.050820556,0.4,7,0.313
3602,0.5,7.75,0.4250725,2.7640725,0.4,0,0
3602,1,9.975,0.5913005,2.71614,0.4,0,0
4111,0.090909091,8.7,0.381001176,2.69136,0.4,0,0
4111,0.181818182,8.4,0.372438537,2.5004,0.4,0,0
4111,0.272727273,7,0.452776837,2.7755,0.4,0,0
4111,0.363636364,8.75,0.532042,3.3802,0.4,0,0
4111,0.454545455,10.35,0.6038187,3.62043,0.4,0,0
4111,0.545454545,12.5,0.8547755,4.5,0.4,0,0
4111,0.636363636,14.4,1.181445,7.5,0.416,0.166666667,0.41
4111,0.727272727,19.1,1.343198,10.2,0.442,2.833333333,0.41
4111,0.818181818,20.9,1.34356875,11.4,0.511,5.5,0.415
4111,0.909090909,20,1.629767,11.8,0.502,10.2,0.446
4111,1,13.1,1.642602,16.8,0.507,15.6,0.47
4408,0.125,5.8,0.2874144,2.262983333,0.4,0,0
4408,0.25,8.166666667,0.391182833,2.84102,0.4,0,0
4408,0.375,9.1,0.486133,4.03925,0.4,0,0
4408,0.5,10.7,0.777633,5.26975,0.4,0,0
4408,0.625,14.4,0.813048,8.5386,0.4,0.95,0.2585
4408,0.75,17.9,1.1408177,8.7801,0.4,4.15,0.289
4408,0.875,14.9,1.244562,9.64126,0.4,7.3,0.293
4408,1,13.92,1.5373396,14.08935315,0.4,13.45,0.310769231
4508,0.125,7.533333333,0.369831267,2.43848,0.4,0,0
4508,0.25,8.8,0.472564,3.15322,0.4,0,0
4508,0.375,10.1,0.597898,4.9075,0.4,0,0
4508,0.5,13,0.90181,6.4025,0.4,1,0.26
4508,0.625,18.15,1.0923105,10.34985,0.4,3.7,0.29
4508,0.75,18.7,1.1649161,9.8427,0.4,7,0.313
4508,0.875,17.1,1.343958,10.23834,0.4,13.1,0.304
4508,1,12.9,1.469377,14.85188401,0.4,15.35,0.308
4606,0.166666667,8,0.43638,2.867985,0.4,0,0
4606,0.333333333,10.35,0.611093,4.27714,0.4,0,0
4606,0.5,13.7,0.833454083,4.68855,0.4,0.633333333,0.325
4606,0.666666667,12.42,0.927652,6.11685,0.4,2.566666667,0.325
4606,0.833333333,13.8,0.99833,8.2318,0.4,4.5,0.28
4606,1,15.3,1.46307,7.56759,0.4,13.6,0.288
4701,0.5,7.8,0.3419704,2.4939,0.4,0,0
4701,1,7.8,0.3419704,2.4939,0.4,0,0
5110,0.1,9,0.381001176,2.65932,0.4,0,0
5110,0.2,8.3,0.372438537,2.548026667,0.4,0,0
5110,0.3,7.133333333,0.452776837,2.87066,0.4,0,0
5110,0.4,9.05,0.5416252,3.47692,0.4,0,0
5110,0.5,11.1,0.6429552,3.88278,0.4,0,0
5110,0.6,12.9,0.9485789,6.5,0.4,0,0
5110,0.7,17.1,1.207682,9.6,0.39,2.5,0.305
5110,0.8,19.6,1.291942,10,0.4,5.7,0.337
5110,0.9,18.3,1.4280704,11,0.42,10.3,0.363
5110,1,12.1,1.497242,14.8,0.48,15.2,0.38
5404,0.25,6.5,0.306509,2.618595,0.4,0,0
5404,0.5,9.45,0.43444785,3.48103,0.4,0,0
5404,0.75,11.15,0.5788545,3.8788125,0.4,0,0
5404,1,10.275,0.6071345,5.0604375,0.4,0,0
5503,0.333333333,8.05,0.38724965,2.90955,0.4,0,0
5503,0.666666667,10.5,0.549455,3.893134,0.4,0,0
5503,1,12.47,0.7229866,5.389534,0.4,0,0
6111,0.090909091,10.63333333,0.381001176,3.55644,0.4,0,0
6111,0.181818182,11.1,0.372438537,3.32196,0.4,0,0
6111,0.272727273,9.3,0.452776837,3.468053333,0.4,0,0
6111,0.363636364,10.93333333,0.6017864,4.084106667,0.4,0,0
6111,0.454545455,13,0.742101,4.5474,0.4,0,0
6111,0.545454545,14.1,0.9372475,6.52928,0.4,0,0
6111,0.636363636,15.8,1.224698,9.6,0.416,1.1,0.408
6111,0.727272727,18.8,1.331324,9.8,0.433,3.4,0.408
6111,0.818181818,18.7,1.34356875,10.4,0.466,5.7,0.425
6111,0.909090909,17.3,1.514207,11.6,0.47,10.8,0.446
6111,1,11.8,1.55675,16.2,0.461,14.3,0.391
6408,0.125,8.125,0.35083575,3.0481,0.4,0,0
6408,0.25,11,0.486703,4.01177,0.4,0,0
6408,0.375,12.85,0.6557455,5.5115,0.4,0,0
6408,0.5,14.6,0.988194,7.1905,0.4,0,0
6408,0.625,19,1.15561,9.6,0.354,1.5,0.26
6408,0.75,18,1.14383,6.2,0.433,5.1,0.286
6408,0.875,14,1.2039,11,0.381,6.4,0.29
6408,1,16.6,1.715908,14,0.34,14.5,0.315
6506,0.166666667,10.3,0.4631039,3.172795,0.4,0,0
6506,0.333333333,11.45,0.5924235,4.24592,0.4,0,0
6506,0.5,13.6,0.782628,6.53075,0.4,0,0
6506,0.666666667,17.3,1.0642751,8.52025,0.4,1,0.26
6506,0.833333333,11.45,0.88559,7.48685,0.4,3.7,0.29
6506,1,16.43888889,1.046171111,8.050820556,0.4,7,0.313
6604,0.25,10.4,0.544932,3.57459,0.4,0,0
6604,0.5,12.9,0.745682,4.90154,0.4,0,0
6604,0.75,15.7,0.833454083,4.68855,0.4,0.633333333,0.325
6604,1,12.42,0.927652,6.11685,0.4,2.566666667,0.325
7105,0.2,8.5,0.381001176,2.46619,0.4,0,0
7105,0.4,8.9,0.372438537,2.664106667,0.4,0,0
7105,0.6,8.533333333,0.452776837,3.73725,0.4,0,0
7105,0.8,9.9,0.5687776,4.87575,0.4,0,0
7105,1,10.7,0.6220824,7.2491,0.4,0,0
7408,0.125,7.533333333,0.334696267,3.0481,0.4,0,0
7408,0.25,11,0.486703,3.98055,0.4,0,0
7408,0.375,12.75,0.6512225,6.8705,0.4,0,0
7408,0.5,18.2,1.182558,8.9635,0.4,0.6,0.341
7408,0.625,19.8,1.215186,9.6,0.39,3.1,0.341
7408,0.75,15,1.053461,9.3,0.404,5.6,0.354
7408,0.875,10,1.02318,10.2,0.441,10.4,0.36
7408,1,10.5,1.309465,14.3,0.452,13.5,0.34
7507,0.142857143,9.45,0.43444785,3.0481,0.4,0,0
7507,0.285714286,11,0.57207,4.30836,0.4,0,0
7507,0.428571429,13.8,0.945002,7.21025,0.4,0,0
7507,0.571428571,19.1,1.170399,9.2,0.409,2.1,0.259
7507,0.714285714,19.2,1.1789768,9.6,0.45,4.5,0.321
7507,0.857142857,17.5,1.324499,10.4,0.424,9.5,0.361
7507,1,12.6,1.38774,15.2,0.453,13.1,0.374
7603,0.333333333,8.7,0.468041,2.771,0.4,0,0
7603,0.666666667,10,0.59262,4.03323375,0.4,0,0
7603,1,12.91875,0.833454083,5.58348375,0.4,0.633333333,0.325
8111,0.090909091,9.366666667,0.381001176,3.07584,0.4,0,0
8111,0.181818182,9.6,0.372438537,2.55398,0.4,0,0
8111,0.272727273,7.15,0.452776837,3.15614,0.4,0,0
8111,0.363636364,9.95,0.5703748,3.76708,0.4,0,0
8111,0.454545455,11.7,0.6742644,4.09266,0.4,0,0
8111,0.545454545,13.1,0.8857025,4.8,0.4,0,0
8111,0.636363636,15,1.199982,8.8,0.48,0.400260148,0.38
8111,0.727272727,18.1,1.303618,9.6,0.502,2.908289778,0.38
8111,0.818181818,18.1,1.34356875,10.3,0.46,5.900266364,0.39
