id_dim,index_rel_phytomer,L_blade,W_blade,L_sheath,W_sheath,L_internode,W_internode
111,0.090909091,7.833333333,0.364166667,2.432712215,0.15798,0,0
111,0.181818182,9.5375,0.3925,2.403348806,0.18329,0,0
111,0.272727273,7.65,0.436595377,2.436305732,0.2086,0,0
111,0.363636364,7.5,0.422220469,2.588952381,0.23391,0,0
111,0.454545455,8.55,0.518623797,3.638297872,0.25922,0,0
111,0.545454545,10,0.63664,5.801886792,0.28453,0,0
111,0.636363636,13.45,0.859709302,8.250479233,0.30984,0,0
111,0.727272727,17.9,1.069043729,9,0.33515,3.8,0.06440678
111,0.818181818,20.4,1.170802687,12.5,0.36046,7.9,0.13389831
111,0.909090909,23.6,1.307882971,15,0.38577,11.3,0.19152542
111,1,17.65,1.444963255,16.75,0.38577,17.7,0.3
112,0.083333333,7.833333333,0.364166667,2.504527935,0.160280909,0,0
112,0.166666667,9.5375,0.3925,2.315483436,0.187891818,0,0
112,0.25,7.9,0.46009865,2.280194531,0.215502727,0,0
112,0.333333333,7.2,0.392844551,2.602402058,0.243113636,0,0
112,0.416666667,7.5,0.422220469,3.383699862,0.270724545,0,0
112,0.5,9,0.55703997,4.640975,0.298335455,0,0
112,0.583333333,11.75,0.758743775,6.323847939,0.325946364,0,0
112,0.666666667,17.2,1.039573047,8.25,0.353557273,0,0
112,0.75,18.2,1.081459375,10.5,0.381168182,3.8,0.06440678
112,0.833333333,20.8,1.18710679,12.5,0.408779091,7.9,0.13389831
112,0.916666667,21.2,1.203550973,14,0.43639,11.3,0.19152542
112,1,13.6,1.219995157,15,0.43639,17.7,0.3
308,0.125,NA,NA,NA,NA,NA,NA
308,0.25,NA,NA,NA,NA,NA,NA
308,0.375,NA,NA,NA,NA,NA,NA
308,0.5,NA,NA,NA,NA,NA,NA
308,0.625,NA,NA,NA,NA,NA,NA
308,0.75,NA,NA,NA,NA,NA,NA
308,0.875,NA,NA,NA,NA,NA,NA
308,1,NA,NA,NA,NA,NA,NA
309,0.111111111,NA,NA,NA,NA,NA,NA
309,0.222222222,NA,NA,NA,NA,NA,NA
309,0.333333333,NA,NA,NA,NA,NA,NA
309,0.444444444,NA,NA,NA,NA,NA,NA
309,0.555555556,NA,NA,NA,NA,NA,NA
309,0.666666667,NA,NA,NA,NA,NA,NA
309,0.777777778,NA,NA,NA,NA,NA,NA
309,0.888888889,NA,NA,NA,NA,NA,NA
309,1,NA,NA,NA,NA,NA,NA
408,0.125,NA,NA,NA,NA,NA,NA
408,0.25,NA,NA,NA,NA,NA,NA
408,0.375,NA,NA,NA,NA,NA,NA
408,0.5,NA,NA,NA,NA,NA,NA
408,0.625,NA,NA,NA,NA,NA,NA
408,0.75,NA,NA,NA,NA,NA,NA
408,0.875,NA,NA,NA,NA,NA,NA
408,1,NA,NA,NA,NA,NA,NA
507,0.142857143,NA,NA,NA,NA,NA,NA
507,0.285714286,NA,NA,NA,NA,NA,NA
507,0.428571429,NA,NA,NA,NA,NA,NA
507,0.571428571,NA,NA,NA,NA,NA,NA
507,0.714285714,NA,NA,NA,NA,NA,NA
507,0.857142857,NA,NA,NA,NA,NA,NA
507,1,NA,NA,NA,NA,NA,NA
606,0.166666667,NA,NA,NA,NA,NA,NA
606,0.333333333,NA,NA,NA,NA,NA,NA
606,0.5,NA,NA,NA,NA,NA,NA
606,0.666666667,NA,NA,NA,NA,NA,NA
606,0.833333333,NA,NA,NA,NA,NA,NA
606,1,NA,NA,NA,NA,NA,NA
