"index","nrel","Ll","Lw","Gl","Gd","El","Ed"
1,0.125,11.7301651759529,0.364332208008500,2.04634637857646,0.167232973438454,0,0
1,0.25,9.475437986968,0.36008617513199,2.18589312728216,0.191533042962930,0,0
1,0.375,6.95367170157544,0.347849589710815,2.45863255876456,0.215833109062152,0,0
1,0.5,6.18839200184922,0.363054993521077,3.02029032754186,0.240133199120291,0,0
1,0.625,7.42502846135042,0.471722645301707,4.0292333320362,0.264433342454635,3.8,0.064406779661017
1,0.75,9.31890409732523,0.672160357512927,5.51174033032805,0.288733529289444,7.9,0.133898305084746
1,0.875,13.4409498002293,0.896850892830943,7.32928759990416,0.313033793741066,11.3,0.191525423728814
1,1,17.1348320005192,1.06341941697482,9.27359164357594,0.337334185169105,17.7,0.3
2,0.166666666666667,6.95367170157544,0.347849589710815,2.45863255876456,0.215833109062152,0,0
2,0.333333333333333,6.18839200184922,0.363054993521077,3.02029032754186,0.240133199120291,0,0
2,0.5,7.42502846135042,0.471722645301707,4.0292333320362,0.264433342454635,3.8,0.064406779661017
2,0.666666666666667,9.31890409732523,0.672160357512927,5.51174033032805,0.288733529289444,7.9,0.133898305084746
2,0.833333333333333,13.4409498002293,0.896850892830943,7.32928759990416,0.313033793741066,11.3,0.191525423728814
2,1,17.1348320005192,1.06341941697482,9.27359164357594,0.337334185169105,17.7,0.3
3,0.2,6.18839200184922,0.363054993521077,3.02029032754186,0.240133199120291,0,0
3,0.4,7.42502846135042,0.471722645301707,4.0292333320362,0.264433342454635,3.8,0.064406779661017
3,0.6,9.31890409732523,0.672160357512927,5.51174033032805,0.288733529289444,7.9,0.133898305084746
3,0.8,13.4409498002293,0.896850892830943,7.32928759990416,0.313033793741066,11.3,0.191525423728814
3,1,17.1348320005192,1.06341941697482,9.27359164357594,0.337334185169105,17.7,0.3
4,0.25,7.42502846135042,0.471722645301707,4.0292333320362,0.264433342454635,3.8,0.064406779661017
4,0.5,9.31890409732523,0.672160357512927,5.51174033032805,0.288733529289444,7.9,0.133898305084746
4,0.75,13.4409498002293,0.896850892830943,7.32928759990416,0.313033793741066,11.3,0.191525423728814
4,1,17.1348320005192,1.06341941697482,9.27359164357594,0.337334185169105,17.7,0.3
5,0.333333333333333,9.31890409732523,0.672160357512927,5.51174033032805,0.288733529289444,7.9,0.133898305084746
5,0.666666666666667,13.4409498002293,0.896850892830943,7.32928759990416,0.313033793741066,11.3,0.191525423728814
5,1,17.1348320005192,1.06341941697482,9.27359164357594,0.337334185169105,17.7,0.3
