id_plt,id_axis,N_phytomer,TT_stop_axis,TT_del_axis,id_dim,id_phen,id_ear,TT_em_phytomer1,TT_col_phytomer1,TT_sen_phytomer1,TT_del_phytomer1
6,T1.0,4,1030.987181,2256,6604,6604,NA,407.3881748,523.0853528,1206,1606
7,MS,5,540.9444786,1311,7105,7105,NA,-1.783966747,74.19801559,626,1026
7,T1,8,NA,NA,7408,7408,1,322.5743918,393.2276468,941,1341
7,T2,7,NA,NA,7507,7507,1,382.2913938,453.5905559,1061,1461
7,T3,3,865.3577848,1771,7603,7603,NA,504.5764591,591.2610324,1196,1596
8,MS,11,NA,NA,8111,8111,1,-0.16099478,68.40808977,546,946
8,T1,5,823.9102484,1976,8405,8405,NA,274.072534,353.2106446,761,1161
8,T2,6,1046.331607,2256,8506,8506,NA,309.3463422,401.4328222,846,1246
8,T3,4,955.4165767,2256,8604,8604,NA,401.9369165,516.3437678,1136,1536
8,T1.0,4,955.4165767,2256,8604,8604,NA,401.9369165,516.3437678,1136,1536
9,MS,11,NA,NA,9111,9111,1,3.544989879,72.66933147,546,946
9,T1,1,375.3058982,822,9401,9401,NA,250.9190029,337.9898296,422,822
9,T2,8,NA,NA,9508,9508,1,329.0896366,406.9998927,841,1241
9,T3,4,977.6308968,2256,9604,9604,NA,411.9839107,512.8398356,956,1356
9,T1.0,4,977.6308968,2256,9604,9604,NA,411.9839107,512.8398356,956,1356
9,T2.0,4,977.6308968,2256,9604,9604,NA,411.9839107,512.8398356,956,1356
10,MS,11,NA,NA,10111,10111,1,7.606663012,78.03755717,556,956
10,T1,8,NA,NA,10408,10408,1,288.00833,361.315961,791,1191
10,T2,7,NA,NA,10507,10507,1,323.6864302,414.255434,951,1351
10,T3,5,1062.938605,2256,10605,10605,NA,440.0044691,544.2946554,1156,1556
10,T2.0,5,1062.938605,2256,10605,10605,NA,440.0044691,544.2946554,1156,1556
11,MS,11,NA,NA,11111,11111,1,6.483159296,72.10920041,566,966
11,T1,9,NA,NA,11409,11409,1,263.1876679,329.8146837,781,1181
11,T2,8,NA,NA,11508,11508,1,329.6077539,397.395285,806,1206
11,T3,5,865.3084415,2256,11605,11605,NA,418.2454127,493.0916667,901,1301
11,T4,2,758.5714151,1791,11702,11702,NA,581.9035483,644.0303527,1141,1541
11,T1.0,5,865.3084415,2256,11605,11605,NA,418.2454127,493.0916667,901,1301
11,T1.1,2,758.5714151,1791,11702,11702,NA,581.9035483,644.0303527,1141,1541
11,T2.0,2,758.5714151,1791,11702,11702,NA,581.9035483,644.0303527,1141,1541
12,MS,11,NA,NA,12111,12111,1,-10.04547472,62.13706626,456,856
12,T1,4,732.2456234,1771,12404,12404,NA,266.5866595,350.6858961,701,1101
12,T2,3,708.7610847,1616,12503,12503,NA,343.2660759,428.5482446,906,1306
12,T3,1,709.0145155,1451,12601,12601,NA,421.834861,622.8606192,1051,1451
13,MS,11,NA,NA,13111,13111,1,4.964149027,72.94107446,556,956
13,T1,8,NA,NA,13408,13408,1,235.6776445,321.8939353,821,1221
13,T2,7,NA,NA,13507,13507,1,336.2383458,413.0770639,951,1351
13,T3,2,720.0340927,2071,13602,13602,NA,442.5435286,539.6652261,1156,1556
13,T1.0,2,720.0340927,2071,13602,13602,NA,442.5435286,539.6652261,1156,1556
14,MS,6,543.0304586,1276,14106,14106,NA,9.605420101,78.06523271,536,936
14,T1,8,NA,NA,14408,14408,1,263.6518735,333.355555,756,1156
14,T3,7,NA,NA,14607,14607,1,399.5449072,496.2382289,1026,1426
14,T1.0,7,NA,NA,14607,14607,1,399.5449072,496.2382289,1026,1426
15,MS,11,NA,NA,15111,15111,1,1.208613107,69.63172102,526,926
15,T1,8,NA,NA,15408,15408,1,220.6922126,312.9703754,816,1216
15,T2,7,NA,NA,15507,15507,1,321.7554056,401.1912731,821,1221
15,T3,2,724.9115091,1821,15602,15602,NA,445.1160241,543.0444439,1191,1591
16,MS,11,NA,NA,16111,16111,1,-9.634050984,57.44901906,491,891
16,T1,5,689.8219241,1656,16405,16405,NA,268.2707396,337.403751,686,1086
16,T2,4,767.5730114,2256,16504,16504,NA,274.1964758,360.5373695,781,1181
16,T3,3,736.1247113,2256,16603,16603,NA,410.7210262,486.6485527,1011,1411
16,T1.0,3,736.1247113,2256,16603,16603,NA,410.7210262,486.6485527,1011,1411
16,T2.0,3,736.1247113,2256,16603,16603,NA,410.7210262,486.6485527,1011,1411
17,MS,11,NA,NA,17111,17111,1,-3.393386309,64.79371247,526,926
17,T1,8,NA,NA,17408,17408,1,212.3698189,307.7265948,786,1186
17,T2,6,996.7441778,2256,17506,17506,NA,268.2707758,367.1299095,836,1236
17,T3,2,736.0781781,1906,17602,17602,NA,446.0260828,547.5443161,1161,1561
17,T1.0,2,736.0781781,1906,17602,17602,NA,446.0260828,547.5443161,1161,1561
17,T2.0,2,736.0781781,1906,17602,17602,NA,446.0260828,547.5443161,1161,1561
18,MS,11,NA,NA,18111,18111,1,1.203302017,72.74256351,411,811
18,T1,3,597.2015809,1246,18403,18403,NA,295.119043,370.0897824,731,1131
18,T2,1,456.3578438,861,18501,18501,NA,223.7997043,386.590402,461,861
18,T2.0,1,456.3578438,861,18501,18501,NA,223.7997043,386.590402,461,861
19,MS,11,NA,NA,19111,19111,1,12.10079803,80.83667984,526,926
19,T1,4,791.500311,1771,19404,19404,NA,268.2705543,359.8357617,826,1226
19,T2,2,548.7619841,1131,19502,19502,NA,365.1736567,433.4740752,601,1001
19,T3,2,732.8959526,1946,19602,19602,NA,461.5391916,556.514058,1216,1616
20,MS,11,NA,NA,20111,20111,1,-3.006207613,66.41126164,551,951
20,T1,8,NA,NA,20408,20408,1,222.9968906,316.6149331,791,1191
20,T2,6,1061.049274,2256,20506,20506,NA,306.4608893,402.6264539,906,1306
20,T3,5,1160.971513,2256,20605,20605,NA,408.0062066,519.2240179,1206,1606
20,T1.0,5,1160.971513,2256,20605,20605,NA,408.0062066,519.2240179,1206,1606
20,T2.0,5,1160.971513,2256,20605,20605,NA,408.0062066,519.2240179,1206,1606
21,MS,11,NA,NA,21111,21111,1,-14.4941096,55.96966337,526,926
21,T1,5,785.5683819,1566,21405,21405,NA,242.2694126,324.6153074,721,1121
21,T2,6,1156.624036,2256,21506,21506,NA,257.6305032,376.8192189,931,1331
21,T3,1,642.0716372,1641,21601,21601,NA,462.6127625,588.2339748,1241,1641
22,MS,6,569.8137154,1191,22106,22106,NA,-12.1241954,56.4432139,576,976
22,T1,8,NA,NA,22408,22408,1,236.3130333,314.4963899,686,1086
22,T2,6,977.1746711,2256,22506,22506,NA,298.0633839,387.8930799,946,1346
23,MS,10,NA,NA,23110,23110,1,-17.53968834,58.54344006,521,921
23,T1,3,656.9411153,1441,23403,23403,NA,268.2709152,358.9606286,781,1181
23,T2,3,728.3067039,1821,23503,23503,NA,353.5718585,441.0099891,801,1201
24,MS,10,NA,NA,24110,24110,1,-20.42525455,51.98838938,526,926
24,T1,4,692.155858,1666,24404,24404,NA,253.5688978,330.3216159,766,1166
24,T2,3,659.1466372,1721,24503,24503,NA,314.0621348,397.8752294,821,1221
25,MS,6,546.7567207,1136,25106,25106,NA,-6.511336192,62.8447507,481,881
25,T1,8,NA,NA,25408,25408,1,254.6420064,336.203696,821,1221
25,T2,7,NA,NA,25507,25507,1,334.0300534,409.8586501,876,1276
25,T3,3,745.3490051,1696,25603,25603,NA,432.1099315,520.8037898,991,1391
26,MS,11,NA,NA,26111,26111,1,2.622101722,73.42818573,531,931
26,T1,5,721.1245885,1536,26405,26405,NA,286.7726123,362.0159708,756,1156
26,T2,5,1024.117831,2256,26505,26505,NA,274.1963623,394.5786741,851,1251
26,T3,1,627.0166723,1761,26601,26601,NA,463.0745714,577.834042,1361,1761
27,MS,10,NA,NA,27110,27110,1,17.43334984,92.24048354,516,916
27,T2,4,852.7481136,1931,27504,27504,NA,350.3700957,462.9858563,836,1236
28,MS,11,NA,NA,28111,28111,1,-12.5536548,57.0393032,496,896
28,T1,7,1011.035478,2256,28407,28407,NA,231.6001344,318.46975,756,1156
28,T2,5,865.1362909,2256,28505,28505,NA,294.0942186,385.8881676,816,1216
28,T3,2,741.6246415,2081,28602,28602,NA,424.5019435,534.4827941,1211,1611
28,T1.0,2,741.6246415,2081,28602,28602,NA,424.5019435,534.4827941,1211,1611
29,MS,11,NA,NA,29111,29111,1,2.949237707,71.33563214,511,911
29,T1,3,577.2340618,1246,29403,29403,NA,230.4036694,316.7443138,736,1136
29,T2,7,NA,NA,29507,29507,1,303.8154975,396.5126626,816,1216
29,T3,4,857.7614574,2256,29604,29604,NA,421.6935088,518.7537942,1056,1456
30,MS,10,NA,NA,30110,30110,1,-15.37275573,60.82562311,546,946
30,T1,4,655.795012,1731,30404,30404,NA,285.0910444,363.3834825,821,1221
30,T2,4,758.2769574,1821,30504,30504,NA,356.414302,443.1496585,911,1311
30,T3,1,666.7192316,1451,30601,30601,NA,506.3351837,618.6040172,1051,1451
31,MS,11,NA,NA,31111,31111,1,5.477245516,72.05287315,496,896
31,T1,8,NA,NA,31408,31408,1,206.7508216,293.613731,756,1156
31,T2,5,882.4735556,2256,31505,31505,NA,268.2709804,361.4710992,751,1151
31,T3,4,797.7180025,2256,31604,31604,NA,411.7106678,496.1157927,1101,1501
31,T1.0,4,797.7180025,2256,31604,31604,NA,411.7106678,496.1157927,1101,1501
31,T2.0,4,797.7180025,2256,31604,31604,NA,411.7106678,496.1157927,1101,1501
32,MS,11,NA,NA,32111,32111,1,-14.98640552,53.65831602,476,876
32,T1,5,706.6336681,1741,32405,32405,NA,238.0065124,307.7137851,656,1056
32,T2,8,NA,NA,32508,32508,1,281.0791017,369.7712034,826,1226
32,T3,2,678.0338443,1976,32602,32602,NA,417.0321437,508.3827389,1211,1611
32,T1.0,2,678.0338443,1976,32602,32602,NA,417.0321437,508.3827389,1211,1611
32,T1.1,2,678.0338443,1976,32602,32602,NA,417.0321437,508.3827389,1211,1611
33,MS,11,NA,NA,33111,33111,1,-23.85151764,51.70978618,481,881
33,T1,7,1054.879407,2256,33407,33407,NA,220.9369385,309.7321715,651,1051
33,T2,6,1038.350266,2256,33506,33506,NA,274.1966611,377.7757045,771,1171
33,T3,2,696.9448072,1846,33602,33602,NA,428.9167706,522.7265834,946,1346
33,T1.0,2,696.9448072,1846,33602,33602,NA,428.9167706,522.7265834,946,1346
34,MS,12,NA,NA,34112,34112,1,6.479597275,72.25345992,506,906
34,T1,6,751.6097562,2256,34406,34406,NA,261.4545936,328.3777316,681,1081
34,T2,7,1027.584518,2256,34507,34507,NA,298.0634243,375.6926087,821,1221
34,T3,3,725.6235835,1651,34603,34603,NA,412.3421061,498.0944651,996,1396
34,T1.0,3,725.6235835,1651,34603,34603,NA,412.3421061,498.0944651,996,1396
34,T2.0,3,725.6235835,1651,34603,34603,NA,412.3421061,498.0944651,996,1396
35,MS,11,NA,NA,35111,35111,1,0.991293059,69.08790615,536,936
35,T2,7,NA,NA,35507,35507,1,298.0636742,387.7680357,806,1206
35,T3,5,1087.293408,2256,35605,35605,NA,382.238389,494.2586436,1086,1486
35,T4,1,725.7808985,2066,35701,35701,NA,581.3393228,682.4484258,1666,2066
36,MS,11,NA,NA,36111,36111,1,-5.384173764,62.51466043,496,896
36,T1,7,957.0657463,2256,36407,36407,NA,241.0688968,319.6704588,611,1011
36,T2,8,NA,NA,36508,36508,1,290.1785359,378.6125957,806,1206
36,T3,3,766.7824594,1846,36603,36603,NA,422.4590122,508.6232453,1086,1486
36,T1.0,3,766.7824594,1846,36603,36603,NA,422.4590122,508.6232453,1086,1486
36,T1.1,3,766.7824594,1846,36603,36603,NA,422.4590122,508.6232453,1086,1486
36,T2.0,3,766.7824594,1846,36603,36603,NA,422.4590122,508.6232453,1086,1486
37,MS,11,NA,NA,37111,37111,1,20.19685409,86.03838062,521,921
37,T1,9,NA,NA,37409,37409,1,257.6848815,328.6184238,691,1091
37,T2,7,NA,NA,37507,37507,1,293.6209887,382.6754656,801,1201
37,T3,4,855.353915,2256,37604,37604,NA,411.9025582,508.62524,1071,1471
37,T1.0,4,855.353915,2256,37604,37604,NA,411.9025582,508.62524,1071,1471
37,T1.1,4,855.353915,2256,37604,37604,NA,411.9025582,508.62524,1071,1471
37,T2.0,4,855.353915,2256,37604,37604,NA,411.9025582,508.62524,1071,1471
38,MS,10,NA,NA,38110,38110,1,-12.40614547,62.32290882,496,896
38,T2,4,719.4089357,1551,38504,38504,NA,356.3894552,434.7411598,846,1246
38,T3,2,727.8549808,1686,38602,38602,NA,438.626612,564.648465,1116,1516
39,MS,11,NA,NA,39111,39111,1,-16.38549542,51.52046391,511,911
39,T1,7,1056.334273,2256,39407,39407,NA,210.4834068,297.7071963,741,1141
39,T2,7,NA,NA,39507,39507,1,250.73877,354.497153,836,1236
39,T3,4,968.1346187,2256,39604,39604,NA,377.1238039,493.2161677,1131,1531
39,T1.0,4,968.1346187,2256,39604,39604,NA,377.1238039,493.2161677,1131,1531
39,T2.0,4,968.1346187,2256,39604,39604,NA,377.1238039,493.2161677,1131,1531
40,MS,11,NA,NA,40111,40111,1,-18.61947343,46.19679294,526,926
40,T1,9,NA,NA,40409,40409,1,223.0895104,292.7036015,726,1126
40,T2,5,791.6675437,2256,40505,40505,NA,289.226176,360.5424759,726,1126
40,T3,3,732.2328397,2256,40603,40603,NA,396.6340662,474.9404467,936,1336
40,T1.0,3,732.2328397,2256,40603,40603,NA,396.6340662,474.9404467,936,1336
40,T1.1,3,732.2328397,2256,40603,40603,NA,396.6340662,474.9404467,936,1336
40,T2.0,3,732.2328397,2256,40603,40603,NA,396.6340662,474.9404467,936,1336
41,MS,11,NA,NA,41111,41111,1,-6.719607514,61.29394098,536,936
41,T1,8,NA,NA,41408,41408,1,209.1634537,300.8479545,721,1121
41,T2,6,1060.804273,2256,41506,41506,NA,268.2706354,371.9119589,891,1291
41,T3,2,679.7374244,1896,41602,41602,NA,427.3590183,515.6914605,1191,1591
41,T1.0,2,679.7374244,1896,41602,41602,NA,427.3590183,515.6914605,1191,1591
41,T2.0,2,679.7374244,1896,41602,41602,NA,427.3590183,515.6914605,1191,1591
42,MS,11,NA,NA,42111,42111,1,10.83052458,80.08794086,511,911
42,T2,4,727.5908581,1561,42504,42504,NA,368.0858175,442.4515174,831,1231
43,MS,11,NA,NA,43111,43111,1,-2.963875317,65.42408129,501,901
43,T1,4,691.9002165,1541,43404,43404,NA,242.2690762,320.3848367,721,1121
43,T2,4,681.7217931,1521,43504,43504,NA,331.700529,406.6844061,871,1271
44,MS,11,NA,NA,44111,44111,1,13.02523489,80.77802882,496,896
44,T1,5,720.9703947,1571,44405,44405,NA,268.2706557,341.9080129,706,1106
44,T2,6,1095.250534,2256,44506,44506,NA,274.1969715,379.7682822,781,1181
44,T3,3,802.4608743,2256,44603,44603,NA,428.3588948,515.6493567,1086,1486
45,MS,11,NA,NA,45111,45111,1,-2.103247917,64.99289906,486,886
45,T1,5,650.4212083,1781,45405,45405,NA,240.7553721,302.8469677,636,1036
45,T2,7,NA,NA,45507,45507,1,280.0401483,367.1436057,766,1166
45,T3,3,727.7453589,2256,45603,45603,NA,416.7363767,489.3051392,1051,1451
45,T1.0,3,727.7453589,2256,45603,45603,NA,416.7363767,489.3051392,1051,1451
45,T1.1,3,727.7453589,2256,45603,45603,NA,416.7363767,489.3051392,1051,1451
45,T2.0,3,727.7453589,2256,45603,45603,NA,416.7363767,489.3051392,1051,1451
46,MS,11,NA,NA,46111,46111,1,-7.597403152,61.64670232,501,901
46,T1,6,864.8426227,2256,46406,46406,NA,240.6017174,324.6035291,711,1111
46,T2,4,806.6537534,2256,46504,46504,NA,298.0635509,387.0668363,861,1261
46,T3,2,719.5723812,1806,46602,46602,NA,446.9454582,542.3648813,1161,1561
46,T1.0,2,719.5723812,1806,46602,46602,NA,446.9454582,542.3648813,1161,1561
47,MS,10,NA,NA,47110,47110,1,28.11811,102.0606235,501,901
47,T2,3,819.3388422,1826,47503,47503,NA,397.7870504,497.4006289,921,1321
48,MS,11,NA,NA,48111,48111,1,3.186036753,73.54451512,526,926
48,T1,6,985.8558772,2256,48406,48406,NA,235.6793208,338.2197466,741,1141
48,T2,5,1188.607894,2256,48505,48505,NA,268.2709002,397.1180793,856,1256
48,T3,2,747.3082893,1936,48602,48602,NA,453.3006614,556.2033311,1201,1601
49,MS,11,NA,NA,49111,49111,1,1.932449091,71.99081055,496,896
49,T1,8,NA,NA,49408,49408,1,224.096731,321.0419038,761,1161
49,T2,5,889.2611363,2256,49505,49505,NA,311.9118542,402.5918213,791,1191
49,T3,2,744.0379448,2016,49602,49602,NA,455.9559905,556.7846745,1226,1626
50,MS,11,NA,NA,50111,50111,1,20.0668245,89.87074267,551,951
50,T2,7,NA,NA,50507,50507,1,337.4069371,435.3705439,911,1311
50,T3,4,1064.027868,2256,50604,50604,NA,430.4041382,545.504947,1196,1596
50,T1.0,4,1064.027868,2256,50604,50604,NA,430.4041382,545.504947,1196,1596
51,MS,12,NA,NA,51112,51112,1,-22.01593336,45.17876367,546,946
51,T1,8,1169.243458,2256,51408,51408,NA,189.0112334,275.0287298,681,1081
51,T2,6,979.7470703,2256,51506,51506,NA,268.2707608,356.4992754,836,1236
51,T3,3,778.9173235,2256,51603,51603,NA,414.816565,499.7734087,1006,1406
51,T1.0,3,778.9173235,2256,51603,51603,NA,414.816565,499.7734087,1006,1406
51,T2.0,3,778.9173235,2256,51603,51603,NA,414.816565,499.7734087,1006,1406
52,MS,10,NA,NA,52110,52110,1,-3.071735253,70.2031256,536,936
52,T1,8,NA,NA,52408,52408,1,268.2709275,363.1476765,771,1171
52,T2,6,1158.010296,2256,52506,52506,NA,311.2594477,414.9224912,831,1231
52,T3,3,764.8414291,1906,52603,52603,NA,482.088741,575.8041056,1226,1626
53,MS,11,NA,NA,53111,53111,1,-7.115415399,61.5864233,501,901
53,T1,4,643.6613726,1561,53404,53404,NA,259.6218067,330.9718317,631,1031
53,T2,4,770.9230392,2256,53504,53504,NA,312.960358,393.1038272,786,1186
53,T3,2,717.5005916,1801,53602,53602,NA,431.5359223,531.6235566,1146,1546
53,T1.0,2,717.5005916,1801,53602,53602,NA,431.5359223,531.6235566,1146,1546
54,MS,11,NA,NA,54111,54111,1,8.489239786,76.72529111,561,961
54,T1,6,919.7766903,2256,54406,54406,NA,267.9898769,346.3953585,811,1211
54,T2,8,NA,NA,54508,54508,1,347.2142179,416.8771795,826,1226
54,T3,6,NA,NA,54606,54606,1,421.6935088,518.7537942,1121,1521
54,T4,2,864.738728,1711,54702,54702,NA,539.9148687,653.6032195,1211,1611
54,T1.0,6,NA,NA,54606,54606,1,421.6935088,518.7537942,1121,1521
54,T2.0,2,864.738728,1711,54702,54702,NA,539.9148687,653.6032195,1211,1611
55,MS,11,NA,NA,55111,55111,1,2.06498967,74.7305633,496,896
55,T1,3,670.8197916,1536,55403,55403,NA,268.2704808,362.1986533,756,1156
55,T2,5,998.4674051,2256,55505,55505,NA,349.2167477,455.4895655,831,1231
55,T1.0,5,998.4674051,2256,55505,55505,NA,349.2167477,455.4895655,831,1231
56,MS,11,NA,NA,56111,56111,1,-0.46669256,70.60937401,496,896
56,T1,5,729.0495851,1866,56405,56405,NA,275.1807175,350.2292108,696,1096
56,T2,3,679.8006044,1291,56503,56503,NA,347.9254798,431.0752491,856,1256
56,T3,2,734.8869707,1866,56602,56602,NA,450.2862508,549.8965028,1201,1601
57,MS,11,NA,NA,57111,57111,1,19.158916,89.69894255,511,911
57,T1,4,712.650886,1606,57404,57404,NA,288.3752999,362.6235275,716,1116
57,T2,4,885.8047994,2256,57504,57504,NA,338.1183632,433.9634895,881,1281
57,T3,2,754.498975,1941,57602,57602,NA,469.9135578,569.5184538,1196,1596
58,MS,11,NA,NA,58111,58111,1,-1.226209625,71.47585367,511,911
58,T1,3,632.785024,1631,58403,58403,NA,362.7111055,425.7283532,811,1211
58,T2,5,1049.639543,2256,58505,58505,NA,331.0931805,442.0053226,941,1341
58,T3,1,678.8449658,1501,58601,58601,NA,460.9541625,613.4777248,1101,1501
59,MS,11,NA,NA,59111,59111,1,7.222860016,79.18367683,551,951
59,T1,6,1055.687133,2256,59406,59406,NA,266.0664972,363.1701163,866,1266
59,T2,7,NA,NA,59507,59507,1,336.676173,435.7285949,861,1261
60,MS,6,540.0987917,1251,60106,60106,NA,-7.043566833,60.56252858,511,911
60,T1,9,NA,NA,60409,60409,1,234.0658343,308.3111259,766,1166
60,T2,8,NA,NA,60508,60508,1,323.2038711,391.9328191,811,1211
60,T3,5,980.2834043,2256,60605,60605,NA,411.5304018,497.3765581,1016,1416
60,T4,2,852.7049794,1781,60702,60702,NA,409.9298115,595.5241933,1276,1676
60,T1.0,5,980.2834043,2256,60605,60605,NA,411.5304018,497.3765581,1016,1416
60,T1.1,2,852.7049794,1781,60702,60702,NA,409.9298115,595.5241933,1276,1676
60,T2.0,2,852.7049794,1781,60702,60702,NA,409.9298115,595.5241933,1276,1676
