id_plt,id_axis,N_phytomer,TT_stop_axis,TT_del_axis,id_dim,id_phen,id_ear,TT_em_phytomer1,TT_col_phytomer1,TT_sen_phytomer1,TT_del_phytomer1
31,MS,11,NA,NA,31111,31111,1,5.477245516,100.585285,496,896
31,T1,8,NA,NA,31408,31408,1,206.7508216,330.8406922,756,1156
31,T2,5,882.4735556,2256,31505,31505,NA,268.2709804,401.4140073,751,1151
31,T3,4,797.7180025,2256,31604,31604,NA,411.7106678,532.2894177,1101,1501
31,T1.0,4,797.7180025,2256,31604,31604,NA,411.7106678,532.2894177,1101,1501
31,T2.0,4,797.7180025,2256,31604,31604,NA,411.7106678,532.2894177,1101,1501
32,MS,11,NA,NA,32111,32111,1,-14.98640552,83.0774824,476,876
32,T1,5,706.6336681,1741,32405,32405,NA,238.0065124,337.5883305,656,1056
32,T2,8,NA,NA,32508,32508,1,281.0791017,407.7821041,826,1226
32,T3,2,678.0338443,1976,32602,32602,NA,417.0321437,547.532994,1211,1611
32,T1.0,2,678.0338443,1976,32602,32602,NA,417.0321437,547.532994,1211,1611
32,T1.1,2,678.0338443,1976,32602,32602,NA,417.0321437,547.532994,1211,1611
33,MS,11,NA,NA,33111,33111,1,-23.85151764,84.0932021,481,881
33,T1,7,1054.879407,2256,33407,33407,NA,220.9369385,347.7872713,651,1051
33,T2,6,1038.350266,2256,33506,33506,NA,274.1966611,422.1667231,771,1171
33,T3,2,696.9448072,1846,33602,33602,NA,428.9167706,562.9307889,946,1346
33,T1.0,2,696.9448072,1846,33602,33602,NA,428.9167706,562.9307889,946,1346
34,MS,12,NA,NA,34112,34112,1,6.479597275,100.4422582,506,906
34,T1,6,751.6097562,2256,34406,34406,NA,261.4545936,357.0590764,681,1081
34,T2,7,1027.584518,2256,34507,34507,NA,298.0634243,408.9622591,821,1221
34,T3,3,725.6235835,1651,34603,34603,NA,412.3421061,534.8454761,996,1396
34,T1.0,3,725.6235835,1651,34603,34603,NA,412.3421061,534.8454761,996,1396
34,T2.0,3,725.6235835,1651,34603,34603,NA,412.3421061,534.8454761,996,1396
35,MS,11,NA,NA,35111,35111,1,0.991293059,98.27216891,536,936
35,T2,7,NA,NA,35507,35507,1,298.0636742,426.212762,806,1206
35,T3,5,1087.293408,2256,35605,35605,NA,382.238389,542.2673242,1086,1486
35,T4,1,725.7808985,2066,35701,35701,NA,581.3393228,725.7808985,1666,2066
36,MS,11,NA,NA,36111,36111,1,-5.384173764,91.6141608,496,896
36,T1,7,957.0657463,2256,36407,36407,NA,241.0688968,353.3568425,611,1011
36,T2,8,NA,NA,36508,36508,1,290.1785359,416.5129071,806,1206
36,T3,3,766.7824594,1846,36603,36603,NA,422.4590122,545.5507738,1086,1486
36,T1.0,3,766.7824594,1846,36603,36603,NA,422.4590122,545.5507738,1086,1486
36,T1.1,3,766.7824594,1846,36603,36603,NA,422.4590122,545.5507738,1086,1486
36,T2.0,3,766.7824594,1846,36603,36603,NA,422.4590122,545.5507738,1086,1486
37,MS,11,NA,NA,37111,37111,1,20.19685409,114.2561777,521,921
37,T1,9,NA,NA,37409,37409,1,257.6848815,359.0185133,691,1091
37,T2,7,NA,NA,37507,37507,1,293.6209887,420.84167,801,1201
37,T3,4,855.353915,2256,37604,37604,NA,411.9025582,550.0778179,1071,1471
37,T1.0,4,855.353915,2256,37604,37604,NA,411.9025582,550.0778179,1071,1471
37,T1.1,4,855.353915,2256,37604,37604,NA,411.9025582,550.0778179,1071,1471
37,T2.0,4,855.353915,2256,37604,37604,NA,411.9025582,550.0778179,1071,1471
38,MS,10,NA,NA,38110,38110,1,-12.40614547,94.34964637,496,896
38,T2,4,719.4089357,1551,38504,38504,NA,356.3894552,468.3204617,846,1246
38,T3,2,727.8549808,1686,38602,38602,NA,438.626612,618.6578305,1116,1516
39,MS,11,NA,NA,39111,39111,1,-16.38549542,80.62301791,511,911
39,T1,7,1056.334273,2256,39407,39407,NA,210.4834068,335.0888204,741,1141
39,T2,7,NA,NA,39507,39507,1,250.73877,398.9650314,836,1236
39,T3,4,968.1346187,2256,39604,39604,NA,377.1238039,542.9700379,1131,1531
39,T1.0,4,968.1346187,2256,39604,39604,NA,377.1238039,542.9700379,1131,1531
39,T2.0,4,968.1346187,2256,39604,39604,NA,377.1238039,542.9700379,1131,1531
40,MS,11,NA,NA,40111,40111,1,-18.61947343,73.97519281,526,926
40,T1,9,NA,NA,40409,40409,1,223.0895104,322.5382119,726,1126
40,T2,5,791.6675437,2256,40505,40505,NA,289.226176,391.1066044,726,1126
40,T3,3,732.2328397,2256,40603,40603,NA,396.6340662,508.500324,936,1336
40,T1.0,3,732.2328397,2256,40603,40603,NA,396.6340662,508.500324,936,1336
40,T1.1,3,732.2328397,2256,40603,40603,NA,396.6340662,508.500324,936,1336
40,T2.0,3,732.2328397,2256,40603,40603,NA,396.6340662,508.500324,936,1336
41,MS,11,NA,NA,41111,41111,1,-6.719607514,90.44260462,536,936
41,T1,8,NA,NA,41408,41408,1,209.1634537,340.141312,721,1121
41,T2,6,1060.804273,2256,41506,41506,NA,268.2706354,416.329669,891,1291
41,T3,2,679.7374244,1896,41602,41602,NA,427.3590183,553.5482214,1191,1591
41,T1.0,2,679.7374244,1896,41602,41602,NA,427.3590183,553.5482214,1191,1591
41,T2.0,2,679.7374244,1896,41602,41602,NA,427.3590183,553.5482214,1191,1591
42,MS,11,NA,NA,42111,42111,1,10.83052458,109.7696907,511,911
42,T2,4,727.5908581,1561,42504,42504,NA,368.0858175,474.3225316,831,1231
43,MS,11,NA,NA,43111,43111,1,-2.963875317,94.73320555,501,901
43,T1,4,691.9002165,1541,43404,43404,NA,242.2690762,353.8630198,721,1121
43,T2,4,681.7217931,1521,43504,43504,NA,331.700529,438.8203534,871,1271
44,MS,11,NA,NA,44111,44111,1,13.02523489,109.8149405,496,896
44,T1,5,720.9703947,1571,44405,44405,NA,268.2706557,373.4668803,706,1106
44,T2,6,1095.250534,2256,44506,44506,NA,274.1969715,425.0131296,781,1181
44,T3,3,802.4608743,2256,44603,44603,NA,428.3588948,553.0595546,1086,1486
45,MS,11,NA,NA,45111,45111,1,-2.103247917,93.74839062,486,886
45,T1,5,650.4212083,1781,45405,45405,NA,240.7553721,329.4576515,636,1036
45,T2,7,NA,NA,45507,45507,1,280.0401483,404.4736588,766,1166
45,T3,3,727.7453589,2256,45603,45603,NA,416.7363767,520.4060374,1051,1451
45,T1.0,3,727.7453589,2256,45603,45603,NA,416.7363767,520.4060374,1051,1451
45,T1.1,3,727.7453589,2256,45603,45603,NA,416.7363767,520.4060374,1051,1451
45,T2.0,3,727.7453589,2256,45603,45603,NA,416.7363767,520.4060374,1051,1451
46,MS,11,NA,NA,46111,46111,1,-7.597403152,91.32274752,501,901
46,T1,6,864.8426227,2256,46406,46406,NA,240.6017174,360.6043056,711,1111
46,T2,4,806.6537534,2256,46504,46504,NA,298.0635509,425.2111015,861,1261
46,T3,2,719.5723812,1806,46602,46602,NA,446.9454582,583.2589197,1161,1561
46,T1.0,2,719.5723812,1806,46602,46602,NA,446.9454582,583.2589197,1161,1561
47,MS,10,NA,NA,47110,47110,1,28.11811,133.7502721,501,901
47,T2,3,819.3388422,1826,47503,47503,NA,397.7870504,540.0921626,921,1321
48,MS,11,NA,NA,48111,48111,1,3.186036753,103.6981487,526,926
48,T1,6,985.8558772,2256,48406,48406,NA,235.6793208,382.1656433,741,1141
48,T2,5,1188.607894,2256,48505,48505,NA,268.2709002,452.3382989,856,1256
48,T3,2,747.3082893,1936,48602,48602,NA,453.3006614,600.3044753,1201,1601
49,MS,11,NA,NA,49111,49111,1,1.932449091,102.0158226,496,896
49,T1,8,NA,NA,49408,49408,1,224.096731,362.589835,761,1161
49,T2,5,889.2611363,2256,49505,49505,NA,311.9118542,441.4546643,791,1191
49,T3,2,744.0379448,2016,49602,49602,NA,455.9559905,599.9969676,1226,1626
50,MS,11,NA,NA,50111,50111,1,20.0668245,119.7867076,551,951
50,T2,7,NA,NA,50507,50507,1,337.4069371,477.3549468,911,1311
50,T3,4,1064.027868,2256,50604,50604,NA,430.4041382,594.833865,1196,1596
50,T1.0,4,1064.027868,2256,50604,50604,NA,430.4041382,594.833865,1196,1596
51,MS,12,NA,NA,51112,51112,1,-22.01593336,73.97649097,546,946
51,T1,8,1169.243458,2256,51408,51408,NA,189.0112334,311.8933711,681,1081
51,T2,6,979.7470703,2256,51506,51506,NA,268.2707608,394.311496,836,1236
51,T3,3,778.9173235,2256,51603,51603,NA,414.816565,536.1834845,1006,1406
51,T1.0,3,778.9173235,2256,51603,51603,NA,414.816565,536.1834845,1006,1406
51,T2.0,3,778.9173235,2256,51603,51603,NA,414.816565,536.1834845,1006,1406
52,MS,10,NA,NA,52110,52110,1,-3.071735253,101.6066374,536,936
52,T1,8,NA,NA,52408,52408,1,268.2709275,403.8091403,771,1171
52,T2,6,1158.010296,2256,52506,52506,NA,311.2594477,459.3495098,831,1231
52,T3,3,764.8414291,1906,52603,52603,NA,482.088741,615.9678333,1226,1626
53,MS,11,NA,NA,53111,53111,1,-7.115415399,91.03006845,501,901
53,T1,4,643.6613726,1561,53404,53404,NA,259.6218067,361.5504139,631,1031
53,T2,4,770.9230392,2256,53504,53504,NA,312.960358,427.4510283,786,1186
53,T3,2,717.5005916,1801,53602,53602,NA,431.5359223,574.518257,1146,1546
53,T1.0,2,717.5005916,1801,53602,53602,NA,431.5359223,574.518257,1146,1546
54,MS,11,NA,NA,54111,54111,1,8.489239786,105.9693131,561,961
54,T1,6,919.7766903,2256,54406,54406,NA,267.9898769,379.9977078,811,1211
54,T2,8,NA,NA,54508,54508,1,347.2142179,446.7327344,826,1226
54,T3,6,NA,NA,54606,54606,1,421.6935088,560.3510593,1121,1521
54,T4,2,864.738728,1711,54702,54702,NA,539.9148687,702.3267984,1211,1611
54,T1.0,6,NA,NA,54606,54606,1,421.6935088,560.3510593,1121,1521
54,T2.0,2,864.738728,1711,54702,54702,NA,539.9148687,702.3267984,1211,1611
55,MS,11,NA,NA,55111,55111,1,2.06498967,105.872952,496,896
55,T1,3,670.8197916,1536,55403,55403,NA,268.2704808,402.4535844,756,1156
55,T2,5,998.4674051,2256,55505,55505,NA,349.2167477,501.0350588,831,1231
55,T1.0,5,998.4674051,2256,55505,55505,NA,349.2167477,501.0350588,831,1231
56,MS,11,NA,NA,56111,56111,1,-0.46669256,101.0705454,496,896
56,T1,5,729.0495851,1866,56405,56405,NA,275.1807175,382.3928508,696,1096
56,T2,3,679.8006044,1291,56503,56503,NA,347.9254798,466.7108645,856,1256
56,T3,2,734.8869707,1866,56602,56602,NA,450.2862508,592.5866108,1201,1601
57,MS,11,NA,NA,57111,57111,1,19.158916,119.9303825,511,911
57,T1,4,712.650886,1606,57404,57404,NA,288.3752999,394.4441964,716,1116
57,T2,4,885.8047994,2256,57504,57504,NA,338.1183632,475.0399722,881,1281
57,T3,2,754.498975,1941,57602,57602,NA,469.9135578,612.2062664,1196,1596
58,MS,11,NA,NA,58111,58111,1,-1.226209625,102.6338808,511,911
58,T1,3,632.785024,1631,58403,58403,NA,362.7111055,452.735745,811,1211
58,T2,5,1049.639543,2256,58505,58505,NA,331.0931805,489.5390978,941,1341
58,T3,1,678.8449658,1501,58601,58601,NA,460.9541625,678.8449658,1101,1501
59,MS,11,NA,NA,59111,59111,1,7.222860016,110.0240269,551,951
59,T1,6,1055.687133,2256,59406,59406,NA,266.0664972,404.7859531,866,1266
59,T2,7,NA,NA,59507,59507,1,336.676173,478.1796329,861,1261
60,MS,6,540.0987917,1251,60106,60106,NA,-7.043566833,89.53656947,511,911
60,T1,9,NA,NA,60409,60409,1,234.0658343,340.1305366,766,1166
60,T2,8,NA,NA,60508,60508,1,323.2038711,421.3880825,811,1211
60,T3,5,980.2834043,2256,60605,60605,NA,411.5304018,534.167768,1016,1416
60,T4,2,852.7049794,1781,60702,60702,NA,409.9298115,675.0646426,1276,1676
60,T1.0,5,980.2834043,2256,60605,60605,NA,411.5304018,534.167768,1016,1416
60,T1.1,2,852.7049794,1781,60702,60702,NA,409.9298115,675.0646426,1276,1676
60,T2.0,2,852.7049794,1781,60702,60702,NA,409.9298115,675.0646426,1276,1676
