id_dim,index_phytomer,L_blade,W_blade,L_sheath,W_sheath,L_internode,W_internode
111,1,9.446296296,0.3803515,2.843396226,0.158,0.0,0.0
111,2,9.266666667,0.373503448,2.931481481,0.1833,0.0,0.0
111,3,8.029185185,0.444632667,3.244444444,0.2086,0.0,0.0
111,4,9.665185185,0.579264483,3.894339623,0.2339,0.0,0.0
111,5,11.25962963,0.750448148,4.482352941,0.2592,0.0,0.0
111,6,12.32777778,0.986183529,6.812727273,0.2845,0.0,0.0
111,7,14.07333333,1.02,8.892307692,0.3098,1.553333333,0.0
111,8,17.25333333,1.06,9.58,0.3352,4.446666667,0.0644
111,9,17.74666667,1.08,10.11666667,0.3605,6.426666667,0.1339
111,10,16.26444444,1.1,11.07333333,0.3858,11.3,0.1915
111,11,10.73604651,1.2,14.72,0.3858,15.34666667,0.3
110,1,9.59363587424,0.3803515,2.78139022848,0.158,0.00791683741149,1.07552855511e-16
110,2,8.7914793517,0.471423555556,3.06576928794,0.183311111111,0.00807906957657,0.0333333333333
110,3,8.82504032013,0.562495611111,3.15483169641,0.208622222222,0.0447826664325,0.0666666666667
110,4,9.62201384169,0.653567666667,3.83935751761,0.233933333333,0.0,0.1
110,5,11.134115768,0.744639722222,5.3630922981,0.259244444444,0.0,0.133333333333
110,6,13.2306122701,0.835711777778,7.37051980759,0.284555555556,0.625291895113,0.166666666667
110,7,15.561983464,0.926783833333,9.133889522,0.309866666667,2.38429138685,0.2
110,8,17.3937211332,1.01785588889,10.0594988494,0.335177777778,5.29641629445,0.233333333333
110,9,17.4102605464,1.10892794444,10.4732300986,0.360488888889,9.182538798,0.266666666667
110,10,13.4890463717,1.2,12.6853421904,0.3858,13.7265843371,0.3
112,1,9.4993505512,0.3803515,2.83351436893,0.158,0.0,1.38777878078e-17
112,2,8.8112875535,0.454865,3.06443070563,0.178709090909,0.00139277188538,0.0272727272727
112,3,8.76165997287,0.5293785,3.11190977498,0.199418181818,0.0558643276602,0.0545454545455
112,4,9.29849445224,0.603892,3.53881101538,0.220127272727,0.0,0.0818181818182
112,5,10.3936054351,0.6784055,4.60760696935,0.240836363636,0.0,0.109090909091
112,6,11.9925519019,0.752919,6.21980410587,0.261545454545,0.117806966127,0.136363636364
112,7,13.951456532,0.8274325,7.97820372271,0.282254545455,1.04596538875,0.163636363636
112,8,15.9606872907,0.901946,9.37200292851,0.302963636364,2.82869581914,0.190909090909
112,9,17.455401442,0.9764595,10.0847357048,0.323672727273,5.48189467045,0.218181818182
112,10,17.5129519865,1.050973,10.4250540479,0.344381818182,8.86633593028,0.245454545455
112,11,14.7371565248,1.1254865,11.8803491908,0.365090909091,12.7669582009,0.272727272727
112,12,7.12942854615,1.2,17.7932129043,0.3858,17.034506345,0.3
408,1,8.9858429922,0.3803515,3.27444222839,0.158,0.0103727855084,0.0
408,2,10.1011940506,0.497444142857,4.31147283093,0.190542857143,0.0,0.0428571428571
408,3,11.9958755667,0.614536785714,6.22304538669,0.223085714286,0.118816428679,0.0857142857143
408,4,14.4207957451,0.731629428571,8.34529606419,0.255628571429,1.37387170542,0.128571428571
408,5,16.7492976629,0.848722071429,9.78186051341,0.288171428571,3.9313552537,0.171428571429
408,6,17.7249894284,0.965814714286,10.2966663757,0.320714285714,7.71815993415,0.214285714286
408,7,15.1649170497,1.08290735714,11.6242842385,0.353257142857,12.386266045,0.257142857143
408,8,5.61808001171,1.2,19.197837035,0.3858,17.6306039308,0.3
409,1,9.02322132103,0.3803515,3.30414020801,0.158,0.00223363016677,0.0
409,2,10.0485907726,0.4828075625,4.25865786024,0.186475,0.0,0.0375
409,3,11.729266293,0.585263625,5.96093138865,0.21495,0.0438732915281,0.075
409,4,13.8942637894,0.6877196875,7.93188063945,0.243425,1.00902325066,0.1125
409,5,16.1302769254,0.79017575,9.46707800597,0.2719,3.03692055327,0.15
409,6,17.6263461183,0.8926318125,10.1594889291,0.300375,6.14293201134,0.1875
409,7,16.9926545899,0.995087875,10.6641318365,0.32885,10.1101856196,0.225
409,8,12.0534514728,1.0975439375,13.7046575204,0.357325,14.6456575734,0.2625
409,9,0.0,1.2,25.3218479542,0.3858,19.6590595251,0.3
407,1,8.94121957258,0.3803515,3.23984495207,0.158,0.0201402654205,6.93889390391e-17
407,2,10.1702357822,0.516959583333,4.38104309613,0.195966666667,0.0,0.05
407,3,12.3507700352,0.653567666667,6.56490890297,0.233933333333,0.237497093025,0.1
407,4,15.0936117421,0.79017575,8.82885075267,0.2719,1.92851037999,0.15
407,5,17.3741673704,0.926783833333,10.0515333192,0.309866666667,5.24113505626,0.2
407,6,17.087970359,1.06339191667,10.6201911554,0.347833333333,9.92946024007,0.25
407,7,10.5218477891,1.2,14.8865757292,0.3858,15.4867278645,0.3
508,1,9.86088892734,0.3803515,4.07188041595,0.158,0.0,1.38777878078e-17
508,2,11.4552158112,0.497444142857,5.68750726229,0.190542857143,0.0,0.0428571428571
508,3,13.5697566485,0.614536785714,7.66276482148,0.223085714286,0.811226725236,0.0857142857143
508,4,15.8342984312,0.731629428571,9.29871865423,0.255628571429,2.68140637886,0.128571428571
508,5,17.5043808313,0.848722071429,10.1050757396,0.288171428571,5.64402515667,0.171428571429
508,6,17.2836411567,0.965814714286,10.5310358152,0.320714285714,9.50838697983,0.214285714286
508,7,13.1202654745,1.08290735714,12.9382574442,0.353257142857,13.9780314263,0.257142857143
508,8,1.97754590406,1.2,22.8159388075,0.3858,18.9124190323,0.3
507,1,9.77918609742,0.3803515,3.99158984142,0.158,0.0,0.0
507,2,11.5381397372,0.516959583333,5.77062345729,0.195966666667,0.0,0.05
507,3,13.9185138376,0.653567666667,7.95156310619,0.233933333333,1.02460937724,0.1
507,4,16.3692644859,0.79017575,9.59463733659,0.2719,3.35399995735,0.15
507,5,17.7336775088,0.926783833333,10.2342219167,0.309866666667,6.98464881169,0.2
507,6,15.9425857914,1.06339191667,11.1879123809,0.347833333333,11.5896239309,0.25
507,7,7.65945576906,1.2,17.3156335747,0.3858,16.8139585539,0.3
506,1,9.67476442475,0.3803515,3.89008775008,0.158,0.0,0.0
506,2,11.6502598487,0.5442812,5.88248813625,0.20356,0.0240175985152,0.06
506,3,14.3866664365,0.7082109,8.31940332577,0.24912,1.34848938684,0.12
506,4,16.9912959231,0.8721406,9.89126964208,0.29468,4.3650179735,0.18
506,5,17.4911354328,1.0360703,10.4354779328,0.34024,8.93885163514,0.24
506,6,12.2432731468,1.2,13.5646791379,0.3858,14.5325644429,0.3
509,1,9.92642895259,0.3803515,4.13676364028,0.158,0.0,0.0
509,2,11.3914241152,0.4828075625,5.62336394896,0.186475,0.0,0.0375
509,3,13.3013021334,0.585263625,7.43232997642,0.21495,0.662334393048,0.075
509,4,15.3913134249,0.6877196875,9.02584403678,0.243425,2.21070567587,0.1125
509,5,17.1480562582,0.79017575,9.95841859607,0.2719,4.68679501367,0.15
509,6,17.6979980867,0.8926318125,10.3214918168,0.300375,7.98247678289,0.1875
509,7,15.6807669836,0.995087875,11.3304270126,0.32885,11.8761621471,0.225
509,8,9.10721317809,1.0975439375,16.0539160135,0.357325,16.1748754753,0.2625
509,9,0.0,1.2,30.285786441,0.3858,20.9286161224,0.3
607,1,11.6147685763,0.3803515,5.84714473288,0.158,0.0154495024627,5.55111512313e-17
607,2,13.7641955635,0.516959583333,7.82528495962,0.195966666667,0.927354056423,0.05
607,3,16.0174082355,0.653567666667,9.40421937593,0.233933333333,2.89692859937,0.1
607,4,17.5854424907,0.79017575,10.140236276,0.2719,5.95479074768,0.15
607,5,17.106597035,0.926783833333,10.6116548196,0.309866666667,9.89254010285,0.2
607,6,12.4387306569,1.06339191667,13.4221388801,0.347833333333,14.4137074782,0.25
607,7,0.425381770079,1.2,24.4487801721,0.3858,19.4089509663,0.3
608,1,11.7265663051,0.3803515,5.9582561214,0.158,0.0431769401842,5.55111512313e-17
608,2,13.6768347793,0.497444142857,7.75272996506,0.190542857143,0.874303859702,0.0428571428571
608,3,15.7341870399,0.614536785714,9.23921543914,0.223085714286,2.56911248716,0.0857142857143
608,4,17.3472510438,0.731629428571,10.0405718501,0.255628571429,5.16741115016,0.128571428571
608,5,17.5987291354,0.848722071429,10.3821122304,0.288171428571,8.53916656122,0.171428571429
608,6,15.0823842231,0.965814714286,11.672841206,0.320714285714,12.4623580199,0.214285714286
608,7,7.765671839,1.08290735714,17.2209079476,0.353257142857,16.7689602634,0.257142857143
608,8,0.0,1.2,33.0832742061,0.3858,21.5590549648,0.3
606,1,11.4683613348,0.3803515,5.70070373633,0.158,0.0,5.55111512313e-17
606,2,13.8809787765,0.5442812,7.92107226463,0.20356,1.00053285237,0.06
606,3,16.3769241534,0.7082109,9.59860044548,0.24912,3.3646768241,0.12
606,4,17.737844584,0.8721406,10.2418231372,0.29468,7.07624772835,0.18
606,5,15.7628087908,1.0360703,11.2852751741,0.34024,11.7886721701,0.24
606,6,6.87908984709,1.2,18.0215606349,0.3858,17.1364644575,0.3
706,1,14.2240539903,0.3803515,8.19428848845,0.158,1.23092943105,0.0
706,2,16.3888815227,0.5442812,9.60477158213,0.20356,3.38141337804,0.06
706,3,17.6956331825,0.7082109,10.198592955,0.24912,6.56470438051,0.12
706,4,16.7297763277,0.8721406,10.7880937995,0.29468,10.552697969,0.18
706,5,11.3085874319,1.0360703,14.2681333848,0.34024,15.0693420017,0.24
706,6,0.0,1.2,26.8065032618,0.3858,20.0635591972,0.3
707,1,14.3719477479,0.3803515,8.30819727216,0.158,1.33761969758,0.0
707,2,16.3050030102,0.516959583333,9.56108133774,0.195966666667,3.26575067991,0.05
707,3,17.6009217146,0.653567666667,10.1473444495,0.233933333333,6.02272061421,0.1
707,4,17.3059319329,0.79017575,10.520905646,0.2719,9.45480538914,0.15
707,5,14.00105322,0.926783833333,12.3452338238,0.309866666667,13.3556088421,0.2
707,6,5.68080080096,1.06339191667,19.1383323981,0.347833333333,17.6067402638,0.25
707,7,0.0,1.2,37.0296768932,0.3858,22.3753201031,0.3
705,1,14.0171633417,0.3803515,8.03100416759,0.158,1.08919528354,0.0
705,2,16.5037320073,0.585263625,9.66307590412,0.21495,3.54665732838,0.075
705,3,17.7413531615,0.79017575,10.2650369387,0.2719,7.3545574957,0.15
705,4,15.4148342732,0.995087875,11.4798081361,0.32885,12.1470900045,0.225
705,5,5.7763051552,1.2,19.0479218011,0.3858,17.5702671916,0.3
