HS_final,axe,azT,azTb,disp,dredT,emf1,end,hasEar,incT,nf,nf_end,plant
12,MS,158.44671643339097,0.0,NA,0.0,21.54309661,NA,1,1.599403718020767,12.0,12.0,1
NA,T1,75.84760585916229,-2.713132817298174,1344.518667,4.124879721435718,161.5228192,744.5186667,0,60.27913663769141,9.0,9.0,1
NA,T2,76.77268938161433,-6.549653573893011,1412.142479,4.433840855257586,256.0917158,812.1424792,0,60.70654716109857,8.0,8.0,1
NA,T3,76.0542195965536,-25.86693095974624,1230.211917,2.0752068986184895,327.0747093,630.2119167,0,58.08362947893329,7.0,7.0,1
NA,T4,72.5754995259922,-11.206713141873479,1230.211917,1.5906622536713257,424.3856449,630.2119167,0,60.417344730813056,6.0,6.0,1
