"index","nrel","tip","col","ssi","disp"
1,0,-110.425839577933,-98.2271868035513,-100.685509827167,-100.685509827167
1,0.111111111111111,0,0,0,0
1,0.222222222222222,103.254401611002,96.0886854264356,90.1761101067916,90.1761101067916
1,0.333333333333333,200.744881149493,186.682021536286,179.780755604476,179.780755604476
1,0.444444444444444,296.533889254361,272.743171296492,272.336943626313,272.336943626313
1,0.555555555555556,383.765299212791,353.429217638901,366.676181270053,366.676181270053
1,0.666666666666667,467.208303526589,437.494713133106,525.785254993192,525.785254993192
1,0.777777777777778,548.053116877887,525.375615281103,792.74888741702,792.74888741702
1,0.888888888888889,634.106966791807,621.751862663286,1029.30374814498,1029.30374814498
1,1,726.11682792711,724.64453193423,1257.97216365485,1257.97216365485
2,0,-95.9601220949302,-87.2314099584292,-90.9228865449163,-90.9228865449163
2,0.166666666666667,0,0,0,0
2,0.333333333333333,90.1168232643868,81.7737529829853,94.3392376437394,94.3392376437394
2,0.5,175.817794416984,163.987506821158,199.615303977818,199.615303977818
2,0.666666666666667,256.503840759393,250.041356735079,456.772136325268,456.772136325268
2,0.833333333333333,340.864716026171,344.683718785823,710.770292427663,710.770292427663
2,1,429.313639595958,445.021858576086,939.92017461021,939.92017461021
3,0,-94.0559450246386,-84.7511908512739,-93.5037474739521,-93.5037474739521
3,0.166666666666667,0,0,0,0
3,0.333333333333333,87.2314099584291,80.686046342409,94.3392376437394,94.3392376437394
3,0.5,169.364455363295,165.825829305180,284.679517428971,284.679517428971
3,0.666666666666667,251.283556183159,255.772608510335,555.514640016847,555.514640016847
3,0.833333333333333,337.33740609708,352.742252058428,783.958853748061,783.958853748061
3,1,431.41314428954,456.523534816503,1000.43001933829,1000.43001933829
4,0,-87.2314099584292,-80.686046342409,-94.3392376437394,-94.3392376437394
4,0.2,0,0,0,0
4,0.4,82.7118030723242,84.6651481438866,176.541908058334,176.541908058334
4,0.6,164.156269073304,173.699194759719,446.681293229066,446.681293229066
4,0.8,250.210118987224,270.075442141902,677.641447381725,677.641447381725
4,1,343.373124590362,373.795349038996,899.554238081889,899.554238081889
5,0,-83.2686265477408,-84.2085013912558,-163.266477369348,-163.266477369348
5,0.25,0,0,0,0
5,0.5,80.987819248349,88.1559054505589,267.720989821688,267.720989821688
5,0.75,167.041669162269,184.532152832742,502.928743573673,502.928743573673
5,1,259.326533600133,287.622102744177,729.998943930902,729.998943930902
