id_plt,id_axis,N_phytomer,TT_stop_axis,TT_del_axis,id_dim,id_phen,id_ear,TT_em_phytomer1,TT_col_phytomer1,TT_sen_phytomer1,TT_del_phytomer1
11,MS,11,NA,NA,11111,11111,1,34.61,128.36,566,966
11,T1,9,NA,NA,11409,11409,1,291.74,386.92,781,1181
11,T2,8,NA,NA,11508,11508,1,358.66,455.5,806,1206
11,T3,5,865.3084415,2256,11605,11605,NA,450.32,557.25,901,1301
11,T4,2,758.5714151,1791,11702,11702,NA,608.53,697.28,1141,1541
11,T1.0,5,865.3084415,2256,116059,11605,NA,450.32,557.25,901,1301
11,T1.1,2,758.5714151,1791,117029,11702,NA,608.53,697.28,1141,1541
11,T2.0,2,758.5714151,1791,117029,11702,NA,608.53,697.28,1141,1541
12,MS,11,NA,NA,12111,12111,1,20.89,124.01,456,856
12,T1,4,732.2456234,1771,12404,12404,NA,302.63,422.77,701,1101
12,T2,3,708.7610847,1616,12503,12503,NA,379.82,501.65,906,1306
12,T3,1,709.0145155,1451,12601,12601,NA,507.99,795.17,1051,1451
13,MS,11,NA,NA,13111,13111,1,34.1,131.21,556,956
13,T1,8,NA,NA,13408,13408,1,272.63,395.79,821,1221
13,T2,7,NA,NA,13507,13507,1,369.17,478.94,951,1351
13,T3,2,720.0340927,2071,13602,13602,NA,484.17,622.91,1156,1556
13,T1.0,2,720.0340927,2071,136029,13602,NA,484.17,622.91,1156,1556
14,MS,6,543.0304586,1276,14106,14106,NA,38.95,136.75,536,936
14,T1,8,NA,NA,14408,14408,1,293.52,393.1,756,1156
14,T3,7,NA,NA,14607,14607,1,440.98,579.12,1026,1426
14,T1.0,7,NA,NA,146079,14607,1,440.98,579.12,1026,1426
15,MS,11,NA,NA,15111,15111,1,30.53,128.28,526,926
15,T1,8,NA,NA,15408,15408,1,260.24,392.07,816,1216
15,T2,7,NA,NA,15507,15507,1,355.8,469.28,821,1221
15,T3,2,724.9115091,1821,15602,15602,NA,487.09,626.98,1191,1591
16,MS,11,NA,NA,16111,16111,1,19.12,114.95,491,891
16,T1,5,689.8219241,1656,16405,16405,NA,297.9,396.66,686,1086
16,T2,4,767.5730114,2256,16504,16504,NA,311.2,434.54,781,1181
16,T3,3,736.1247113,2256,16603,16603,NA,443.26,551.73,1011,1411
16,T1.0,3,736.1247113,2256,166039,16603,NA,443.26,551.73,1011,1411
16,T2.0,3,736.1247113,2256,166039,16603,NA,443.26,551.73,1011,1411
17,MS,11,NA,NA,17111,17111,1,25.83,123.24,526,926
17,T1,8,NA,NA,17408,17408,1,253.24,389.46,786,1186
17,T2,6,996.7441778,2256,17506,17506,NA,310.64,451.87,836,1236
17,T3,2,736.0781781,1906,17602,17602,NA,489.53,634.56,1161,1561
17,T1.0,2,736.0781781,1906,176029,17602,NA,489.53,634.56,1161,1561
17,T2.0,2,736.0781781,1906,176029,17602,NA,489.53,634.56,1161,1561
18,MS,11,NA,NA,18111,18111,1,31.86,134.06,411,811
18,T1,3,597.2015809,1246,18403,18403,NA,327.25,434.35,731,1131
18,T2,1,456.3578438,861,18501,18501,NA,293.57,526.13,461,861
18,T2.0,1,456.3578438,861,185019,18501,NA,293.57,526.13,461,861
19,MS,11,NA,NA,19111,19111,1,41.56,139.75,526,926
19,T1,4,791.500311,1771,19404,19404,NA,307.51,438.32,826,1226
19,T2,2,548.7619841,1131,19502,19502,NA,394.45,492.02,601,1001
19,T3,2,732.8959526,1946,19602,19602,NA,502.24,637.92,1216,1616
20,MS,11,NA,NA,20111,20111,1,26.74,125.91,551,951
20,T1,8,NA,NA,20408,20408,1,263.12,396.86,791,1191
20,T2,6,1061.049274,2256,20506,20506,NA,347.67,485.05,906,1306
20,T3,5,1160.971513,2256,20605,20605,NA,455.67,614.55,1206,1606
20,T1.0,5,1160.971513,2256,206059,20605,NA,455.67,614.55,1206,1606
20,T2.0,5,1160.971513,2256,206059,20605,NA,455.67,614.55,1206,1606
21,MS,11,NA,NA,21111,21111,1,15.7,116.37,526,926
21,T1,5,785.5683819,1566,21405,21405,NA,277.56,395.2,721,1121
21,T2,6,1156.624036,2256,21506,21506,NA,308.71,478.98,931,1331
21,T3,1,642.0716372,1641,21601,21601,NA,516.45,695.91,1241,1641
22,MS,6,569.8137154,1191,22106,22106,NA,17.26,115.22,576,976
22,T1,8,NA,NA,22408,22408,1,269.82,381.51,686,1086
22,T2,6,977.1746711,2256,22506,22506,NA,336.56,464.89,946,1346
23,MS,10,NA,NA,23110,23110,1,15.07,123.76,521,921
23,T1,3,656.9411153,1441,23403,23403,NA,307.14,436.69,781,1181
23,T2,3,728.3067039,1821,23503,23503,NA,391.05,515.96,801,1201
24,MS,10,NA,NA,24110,24110,1,10.61,114.06,526,926
24,T1,4,692.155858,1666,24404,24404,NA,286.46,396.11,766,1166
24,T2,3,659.1466372,1721,24503,24503,NA,349.98,469.72,821,1221
25,MS,6,546.7567207,1136,25106,25106,NA,23.21,122.29,481,881
25,T1,8,NA,NA,25408,25408,1,289.6,406.11,821,1221
25,T2,7,NA,NA,25507,25507,1,366.53,474.85,876,1276
25,T3,3,745.3490051,1696,25603,25603,NA,470.12,596.83,991,1391
26,MS,11,NA,NA,26111,26111,1,32.97,134.12,531,931
26,T1,5,721.1245885,1536,26405,26405,NA,319.02,426.51,756,1156
26,T2,5,1024.117831,2256,26505,26505,NA,325.79,497.76,851,1251
26,T3,1,627.0166723,1761,26601,26601,NA,512.26,676.2,1361,1761
27,MS,10,NA,NA,27110,27110,1,49.49,156.36,516,916
27,T2,4,852.7481136,1931,27504,27504,NA,398.63,559.51,836,1236
28,MS,11,NA,NA,28111,28111,1,17.27,116.69,496,896
28,T1,7,1011.035478,2256,28407,28407,NA,268.83,392.93,756,1156
28,T2,5,865.1362909,2256,28505,28505,NA,333.43,464.57,816,1216
28,T3,2,741.6246415,2081,28602,28602,NA,471.64,628.75,1211,1611
28,T1.0,2,741.6246415,2081,286029,28602,NA,471.64,628.75,1211,1611
29,MS,11,NA,NA,29111,29111,1,32.26,129.95,511,911
29,T1,3,577.2340618,1246,29403,29403,NA,267.41,390.75,736,1136
29,T2,7,NA,NA,29507,29507,1,343.54,475.97,816,1216
29,T3,4,857.7614574,2256,29604,29604,NA,463.29,601.95,1056,1456
30,MS,10,NA,NA,30110,30110,1,17.28,126.14,546,946
30,T1,4,655.795012,1731,30404,30404,NA,318.64,430.49,821,1221
30,T2,4,758.2769574,1821,30504,30504,NA,393.59,517.49,911,1311
30,T3,1,666.7192316,1451,30601,30601,NA,554.45,714.83,1051,1451
31,MS,11,NA,NA,31111,31111,1,34.01,129.12,496,896
31,T1,8,NA,NA,31408,31408,1,243.98,368.07,756,1156
31,T2,5,882.4735556,2256,31505,31505,NA,308.21,441.36,751,1151
31,T3,4,797.7180025,2256,31604,31604,NA,447.88,568.46,1101,1501
31,T1.0,4,797.7180025,2256,316049,31604,NA,447.88,568.46,1101,1501
31,T2.0,4,797.7180025,2256,316049,31604,NA,447.88,568.46,1101,1501
32,MS,11,NA,NA,32111,32111,1,14.43,112.5,476,876
32,T1,5,706.6336681,1741,32405,32405,NA,267.88,367.46,656,1056
32,T2,8,NA,NA,32508,32508,1,319.09,445.79,826,1226
32,T3,2,678.0338443,1976,32602,32602,NA,456.18,586.68,1211,1611
32,T1.0,2,678.0338443,1976,326029,32602,NA,456.18,586.68,1211,1611
32,T1.1,2,678.0338443,1976,326029,32602,NA,456.18,586.68,1211,1611
33,MS,11,NA,NA,33111,33111,1,8.53,116.48,481,881
33,T1,7,1054.879407,2256,33407,33407,NA,258.99,385.84,651,1051
33,T2,6,1038.350266,2256,33506,33506,NA,318.59,466.56,771,1171
33,T3,2,696.9448072,1846,33602,33602,NA,469.12,603.13,946,1346
33,T1.0,2,696.9448072,1846,336029,33602,NA,469.12,603.13,946,1346
34,MS,12,NA,NA,34112,34112,1,34.67,128.63,506,906
34,T1,6,751.6097562,2256,34406,34406,NA,290.14,385.74,681,1081
34,T2,7,1027.584518,2256,34507,34507,NA,331.33,442.23,821,1221
34,T3,3,725.6235835,1651,34603,34603,NA,449.09,571.6,996,1396
34,T1.0,3,725.6235835,1651,346039,34603,NA,449.09,571.6,996,1396
34,T2.0,3,725.6235835,1651,346039,34603,NA,449.09,571.6,996,1396
35,MS,11,NA,NA,35111,35111,1,30.18,127.46,536,936
35,T2,7,NA,NA,35507,35507,1,336.51,464.66,806,1206
35,T3,5,1087.293408,2256,35605,35605,NA,430.25,590.28,1086,1486
35,T4,1,725.7808985,2066,35701,35701,NA,624.67,769.11,1666,2066
36,MS,11,NA,NA,36111,36111,1,23.72,120.71,496,896
36,T1,7,957.0657463,2256,36407,36407,NA,274.76,387.04,611,1011
36,T2,8,NA,NA,36508,36508,1,328.08,454.41,806,1206
36,T3,3,766.7824594,1846,36603,36603,NA,459.39,582.48,1086,1486
36,T1.0,3,766.7824594,1846,366039,36603,NA,459.39,582.48,1086,1486
36,T1.1,3,766.7824594,1846,366039,36603,NA,459.39,582.48,1086,1486
36,T2.0,3,766.7824594,1846,366039,36603,NA,459.39,582.48,1086,1486
37,MS,11,NA,NA,37111,37111,1,48.41,142.47,521,921
37,T1,9,NA,NA,37409,37409,1,288.08,389.42,691,1091
37,T2,7,NA,NA,37507,37507,1,331.79,459.01,801,1201
37,T3,4,855.353915,2256,37604,37604,NA,453.36,591.53,1071,1471
37,T1.0,4,855.353915,2256,376049,37604,NA,453.36,591.53,1071,1471
37,T1.1,4,855.353915,2256,376049,37604,NA,453.36,591.53,1071,1471
37,T2.0,4,855.353915,2256,376049,37604,NA,453.36,591.53,1071,1471
38,MS,10,NA,NA,38110,38110,1,19.62,126.38,496,896
38,T2,4,719.4089357,1551,38504,38504,NA,389.97,501.9,846,1246
38,T3,2,727.8549808,1686,38602,38602,NA,492.64,672.67,1116,1516
39,MS,11,NA,NA,39111,39111,1,12.72,109.73,511,911
39,T1,7,1056.334273,2256,39407,39407,NA,247.87,372.47,741,1141
39,T2,7,NA,NA,39507,39507,1,295.21,443.43,836,1236
39,T3,4,968.1346187,2256,39604,39604,NA,426.88,592.72,1131,1531
39,T1.0,4,968.1346187,2256,396049,39604,NA,426.88,592.72,1131,1531
39,T2.0,4,968.1346187,2256,396049,39604,NA,426.88,592.72,1131,1531
40,MS,11,NA,NA,40111,40111,1,9.16,101.75,526,926
40,T1,9,NA,NA,40409,40409,1,252.92,352.37,726,1126
40,T2,5,791.6675437,2256,40505,40505,NA,319.79,421.67,726,1126
40,T3,3,732.2328397,2256,40603,40603,NA,430.19,542.06,936,1336
40,T1.0,3,732.2328397,2256,406039,40603,NA,430.19,542.06,936,1336
40,T1.1,3,732.2328397,2256,406039,40603,NA,430.19,542.06,936,1336
40,T2.0,3,732.2328397,2256,406039,40603,NA,430.19,542.06,936,1336
41,MS,11,NA,NA,41111,41111,1,22.43,119.59,536,936
41,T1,8,NA,NA,41408,41408,1,248.46,379.43,721,1121
41,T2,6,1060.804273,2256,41506,41506,NA,312.69,460.75,891,1291
41,T3,2,679.7374244,1896,41602,41602,NA,465.22,591.4,1191,1591
41,T1.0,2,679.7374244,1896,416029,41602,NA,465.22,591.4,1191,1591
41,T2.0,2,679.7374244,1896,416029,41602,NA,465.22,591.4,1191,1591
42,MS,11,NA,NA,42111,42111,1,40.51,139.45,511,911
42,T2,4,727.5908581,1561,42504,42504,NA,399.96,506.19,831,1231
43,MS,11,NA,NA,43111,43111,1,26.35,124.04,501,901
43,T1,4,691.9002165,1541,43404,43404,NA,275.75,387.34,721,1121
43,T2,4,681.7217931,1521,43504,43504,NA,363.84,470.96,871,1271
44,MS,11,NA,NA,44111,44111,1,42.06,138.85,496,896
44,T1,5,720.9703947,1571,44405,44405,NA,299.83,405.03,706,1106
44,T2,6,1095.250534,2256,44506,44506,NA,319.44,470.26,781,1181
44,T3,3,802.4608743,2256,44603,44603,NA,465.77,590.47,1086,1486
45,MS,11,NA,NA,45111,45111,1,26.65,122.5,486,886
45,T1,5,650.4212083,1781,45405,45405,NA,267.37,356.07,636,1036
45,T2,7,NA,NA,45507,45507,1,317.37,441.8,766,1166
45,T3,3,727.7453589,2256,45603,45603,NA,447.84,551.51,1051,1451
45,T1.0,3,727.7453589,2256,456039,45603,NA,447.84,551.51,1051,1451
45,T1.1,3,727.7453589,2256,456039,45603,NA,447.84,551.51,1051,1451
45,T2.0,3,727.7453589,2256,456039,45603,NA,447.84,551.51,1051,1451
46,MS,11,NA,NA,46111,46111,1,22.08,121,501,901
46,T1,6,864.8426227,2256,46406,46406,NA,276.6,396.61,711,1111
46,T2,4,806.6537534,2256,46504,46504,NA,336.21,463.36,861,1261
46,T3,2,719.5723812,1806,46602,46602,NA,487.84,624.15,1161,1561
46,T1.0,2,719.5723812,1806,466029,46602,NA,487.84,624.15,1161,1561
47,MS,10,NA,NA,47110,47110,1,59.81,165.44,501,901
47,T2,3,819.3388422,1826,47503,47503,NA,440.48,582.78,921,1321
48,MS,11,NA,NA,48111,48111,1,33.34,133.85,526,926
48,T1,6,985.8558772,2256,48406,48406,NA,279.63,426.11,741,1141
48,T2,5,1188.607894,2256,48505,48505,NA,323.49,507.56,856,1256
48,T3,2,747.3082893,1936,48602,48602,NA,497.4,644.41,1201,1601
49,MS,11,NA,NA,49111,49111,1,31.96,132.04,496,896
49,T1,8,NA,NA,49408,49408,1,265.64,404.14,761,1161
49,T2,5,889.2611363,2256,49505,49505,NA,350.77,480.32,791,1191
49,T3,2,744.0379448,2016,49602,49602,NA,499.17,643.21,1226,1626
50,MS,11,NA,NA,50111,50111,1,49.98,149.7,551,951
50,T2,7,NA,NA,50507,50507,1,379.39,519.34,911,1311
50,T3,4,1064.027868,2256,50604,50604,NA,479.73,644.16,1196,1596
50,T1.0,4,1064.027868,2256,506049,50604,NA,479.73,644.16,1196,1596
51,MS,12,NA,NA,51112,51112,1,6.78,102.77,546,946
51,T1,8,1169.243458,2256,51408,51408,NA,225.88,348.76,681,1081
51,T2,6,979.7470703,2256,51506,51506,NA,306.08,432.12,836,1236
51,T3,3,778.9173235,2256,51603,51603,NA,451.23,572.59,1006,1406
51,T1.0,3,778.9173235,2256,516039,51603,NA,451.23,572.59,1006,1406
51,T2.0,3,778.9173235,2256,516039,51603,NA,451.23,572.59,1006,1406
52,MS,10,NA,NA,52110,52110,1,28.33,133.01,536,936
52,T1,8,NA,NA,52408,52408,1,308.93,444.47,771,1171
52,T2,6,1158.010296,2256,52506,52506,NA,355.69,503.78,831,1231
52,T3,3,764.8414291,1906,52603,52603,NA,522.25,656.13,1226,1626
53,MS,11,NA,NA,53111,53111,1,22.33,120.47,501,901
53,T1,4,643.6613726,1561,53404,53404,NA,290.2,392.13,631,1031
53,T2,4,770.9230392,2256,53504,53504,NA,347.31,461.8,786,1186
53,T3,2,717.5005916,1801,53602,53602,NA,474.43,617.41,1146,1546
53,T1.0,2,717.5005916,1801,536029,53602,NA,474.43,617.41,1146,1546
54,MS,11,NA,NA,54111,54111,1,37.73,135.21,561,961
54,T1,6,919.7766903,2256,54406,54406,NA,301.59,413.6,811,1211
54,T2,8,NA,NA,54508,54508,1,377.07,476.59,826,1226
54,T3,6,NA,NA,54606,54606,1,463.29,601.95,1121,1521
54,T4,2,864.738728,1711,54702,54702,NA,588.64,751.05,1211,1611
54,T1.0,6,NA,NA,546069,54606,1,463.29,601.95,1121,1521
54,T2.0,2,864.738728,1711,547029,54702,NA,588.64,751.05,1211,1611
55,MS,11,NA,NA,55111,55111,1,33.21,137.02,496,896
55,T1,3,670.8197916,1536,55403,55403,NA,308.53,442.71,756,1156
55,T2,5,998.4674051,2256,55505,55505,NA,394.76,546.58,831,1231
55,T1.0,5,998.4674051,2256,555059,55505,NA,394.76,546.58,831,1231
56,MS,11,NA,NA,56111,56111,1,29.99,131.53,496,896
56,T1,5,729.0495851,1866,56405,56405,NA,307.34,414.56,696,1096
56,T2,3,679.8006044,1291,56503,56503,NA,383.56,502.35,856,1256
56,T3,2,734.8869707,1866,56602,56602,NA,492.98,635.28,1201,1601
57,MS,11,NA,NA,57111,57111,1,49.39,150.16,511,911
57,T1,4,712.650886,1606,57404,57404,NA,320.2,426.26,716,1116
57,T2,4,885.8047994,2256,57504,57504,NA,379.19,516.12,881,1281
57,T3,2,754.498975,1941,57602,57602,NA,512.6,654.89,1196,1596
58,MS,11,NA,NA,58111,58111,1,29.93,133.79,511,911
58,T1,3,632.785024,1631,58403,58403,NA,389.72,479.74,811,1211
58,T2,5,1049.639543,2256,58505,58505,NA,378.63,537.07,941,1341
58,T3,1,678.8449658,1501,58601,58601,NA,526.32,744.21,1101,1501
59,MS,11,NA,NA,59111,59111,1,38.06,140.86,551,951
59,T1,6,1055.687133,2256,59406,59406,NA,307.68,446.4,866,1266
59,T2,7,NA,NA,59507,59507,1,379.13,520.63,861,1261
60,MS,6,540.0987917,1251,60106,60106,NA,21.93,118.51,511,911
60,T1,9,NA,NA,60409,60409,1,265.89,371.95,766,1166
60,T2,8,NA,NA,60508,60508,1,352.66,450.84,811,1211
60,T3,5,980.2834043,2256,60605,60605,NA,448.32,570.96,1016,1416
60,T4,2,852.7049794,1781,60702,60702,NA,489.47,754.61,1276,1676
60,T1.0,5,980.2834043,2256,606059,60605,NA,448.32,570.96,1016,1416
60,T1.1,2,852.7049794,1781,607029,60702,NA,489.47,754.61,1276,1676
60,T2.0,2,852.7049794,1781,607029,60702,NA,489.47,754.61,1276,1676
