rank,lindex,x,y
1,31,10.885449914221713,-0.25
1,31,11.92268419920175,-0.8299999999999983
1,32,0.0,0.0
1,32,0.9657847691455022,0.11000000000001364
1,32,2.625724829180136,0.21000000000000796
1,32,4.219884699430079,0.4000000000000057
1,32,6.0108652014145125,0.3400000000000034
1,32,8.092010027316606,0.1600000000000108
1,32,10.129915054823867,-0.1599999999999966
1,32,12.256270094289196,-0.12999999999999545
1,32,15.7572945500966,-0.8099999999999881
1,32,17.687413610838785,-0.8799999999999955
1,32,19.439182170116005,-0.9699999999999989
1,33,0.0,0.0
1,33,0.06505717944563205,1.9200000000000017
1,33,0.6308305330175132,4.740000000000009
1,33,0.4999048806764872,8.5
1,33,1.6389388881364528,10.370000000000005
1,33,6.230083802865522,9.019999999999996
1,33,8.214250042852779,5.609999999999999
1,33,9.155888220296625,3.8700000000000045
1,33,10.385717800237341,3.1899999999999977
1,33,11.461329742466189,3.1400000000000006
1,34,0.0,0.0
1,34,0.20188044088149049,0.730000000000004
1,34,1.1374603676865735,3.1400000000000006
1,34,1.657205739078078,5.190000000000005
1,34,2.643399491823655,7.130000000000003
1,34,4.921635599265869,7.119999999999997
1,34,6.3092137573446845,4.43
1,34,7.021314690064562,1.4600000000000009
1,34,7.63471764997039,-1.1599999999999966
1,34,8.12912729464942,-3.3500000000000014
1,34,8.880170783675531,-5.109999999999999
1,34,9.725830154278647,-7.079999999999998
1,34,10.635403633945229,-7.859999999999999
1,35,0.0,0.0
1,35,-0.5286577315498295,0.6700000000000017
1,35,1.0840499222483757,1.4100000000000037
1,35,2.760767798391673,2.3400000000000034
1,35,4.103814904205661,2.6899999999999977
1,35,5.869603123313901,3.0799999999999983
1,35,7.687334184321342,3.759999999999998
1,35,9.132175967809548,3.6400000000000006
1,35,11.055913754573098,3.3900000000000006
1,35,12.566736623196558,3.539999999999999
1,35,14.410364974088282,3.1200000000000045
1,35,16.16277190422386,2.9399999999999977
1,35,17.60722513891336,2.5600000000000023
1,35,18.830167204068175,1.980000000000004
1,35,19.38292966067629,2.0600000000000023
1,36,0.0,0.0
1,36,0.06278685933833206,0.00999999999999801
1,36,1.3026755601879145,2.8999999999999986
1,36,2.742516511178449,6.369999999999997
1,36,3.714539961577277,9.279999999999994
1,36,5.1831368611855195,12.229999999999997
1,36,6.9049292945748455,15.979999999999997
1,36,8.725061583309186,19.6
1,36,11.405466067422454,19.46999999999999
1,37,0.0,0.0
1,37,0.38329634678793933,1.5700000000000003
1,37,1.440616255554442,3.720000000000006
1,37,4.16446554077285,3.6100000000000065
1,37,5.2762484007621415,0.020000000000003126
1,37,7.231916421844954,-3.009999999999998
1,37,8.11326295083271,-5.159999999999997
1,37,8.990207520503912,-5.649999999999999
1,38,0.0,0.0
1,38,0.3564700536221792,2.740000000000002
1,38,1.265226443792805,4.649999999999999
1,38,2.2876002100099524,6.209999999999994
1,38,2.717524197004677,8.870000000000005
1,38,3.2557452327155096,9.39
1,38,2.492732240806223,10.719999999999999
1,38,3.5330299497153317,11.469999999999999
1,39,0.0,0.0
1,39,0.3439618432578717,0.3300000000000054
1,39,1.2872572588844937,2.5600000000000023
1,39,3.6474751647042805,4.980000000000004
1,39,5.378577956850421,6.180000000000007
1,39,8.387529077927553,5.170000000000002
1,39,11.448778665643662,3.8599999999999994
1,39,12.190650291092751,3.700000000000003
1,40,0.0,0.0
1,40,0.02901752327276519,-0.10000000000000142
1,40,1.6798839990721741,1.269999999999996
1,40,2.929881594122209,4.18
1,40,5.057207968986023,7.789999999999999
1,40,6.562723408867976,11.729999999999997
1,40,7.804020329612522,14.649999999999999
1,41,0.0,0.0
1,41,1.0758285897102913,5.0
1,41,2.5409091099654217,8.650000000000006
1,41,4.707102796534631,12.219999999999999
1,41,5.704977030495184,14.89
1,41,6.843703620602726,16.67
1,41,7.632286896351159,18.64
1,41,7.77235062263304,19.33
1,42,0.0,0.0
1,42,1.8186278896352497,0.18999999999999773
1,42,2.4124483356344477,1.5
1,42,3.309180929705454,2.289999999999999
1,42,4.015247161903988,3.299999999999997
1,42,5.067144615742737,4.329999999999998
1,42,5.63693487736187,5.779999999999994
1,42,5.204654281845809,5.719999999999999
1,42,1.8338002939309377,4.599999999999994
1,42,0.7378062812281638,3.3699999999999974
1,42,-0.3157674641891195,2.309999999999995
1,42,-1.6860121937204506,1.3299999999999983
1,42,-2.962944994423234,0.35999999999999943
1,42,-4.041760135653032,-0.25
1,43,0.0,0.0
1,43,0.22665793693169878,1.759999999999998
1,43,0.5461058366565945,3.6300000000000026
1,43,0.8896916978465264,6.400000000000006
1,43,1.419801600646962,7.510000000000005
1,43,3.266646779034264,7.420000000000002
1,43,5.140996490930332,6.239999999999995
1,43,7.065096180187716,4.230000000000004
1,43,8.460824990279466,2.530000000000001
1,43,9.926503209994916,1.1600000000000037
1,43,10.983091474348491,0.11999999999999744
1,43,12.19779714953149,-0.8299999999999983
1,43,14.046139534508068,-1.75
1,44,0.0,0.0
1,44,0.23682132109003096,1.0799999999999983
1,44,1.435431157617356,2.8599999999999994
1,44,4.1721040065306365,5.329999999999998
1,44,6.573347627527396,7.259999999999998
1,44,9.45831323285547,6.770000000000003
1,44,11.86448860434492,7.630000000000003
1,44,13.948144563329322,8.649999999999999
1,44,15.750714918886079,8.11
1,44,17.025368838739336,6.799999999999997
1,45,0.0,0.0
1,45,0.5451275087660328,0.7899999999999991
1,45,2.2612294759870446,2.5799999999999983
1,45,4.046544396958632,3.3399999999999963
1,45,6.053956359880143,3.8399999999999963
1,45,13.485106496503644,3.1799999999999997
1,45,14.440197825627186,1.1199999999999974
1,45,15.34701872435829,-0.6899999999999977
1,45,15.83561020706007,-2.6000000000000014
1,46,0.0,0.0
1,46,0.055298277236936366,0.8400000000000034
1,46,1.031807110716229,2.6600000000000037
1,46,1.5378861121239302,4.880000000000003
1,46,2.0676403407898962,7.690000000000005
1,46,2.769142936634123,10.350000000000001
1,46,4.195858160912332,12.390000000000008
1,46,4.704913245173749,12.759999999999998
1,47,0.0,0.0
1,47,0.14306278813334394,0.8100000000000023
1,47,1.0880603291827597,2.0899999999999963
1,47,2.366431606293907,2.210000000000001
1,47,3.878023978805501,1.3999999999999986
1,47,4.5933880995802445,0.6300000000000026
1,47,4.802746425166367,-0.8100000000000023
1,47,4.627340678755474,-2.6000000000000014
1,47,4.732322182109788,-4.25
1,47,4.5357637025241235,-6.049999999999997
1,47,4.467890369495911,-7.869999999999997
1,47,4.1498037388185125,-9.270000000000003
1,47,4.136908416851344,-10.829999999999998
1,48,0.0,0.0
1,48,-0.5588133044532029,0.44000000000000483
1,48,-0.3616210226411125,2.0800000000000054
1,48,-0.3697929379224836,4.310000000000002
1,48,-0.5119596472651677,5.660000000000004
1,48,0.6686737504847975,6.6200000000000045
1,48,2.4083458241237508,6.5
1,48,3.525383000044267,5.550000000000004
1,48,4.197229286894274,4.630000000000003
1,48,4.749032205773576,2.960000000000001
1,48,5.336441812979652,1.4699999999999989
1,48,5.598357173800098,0.030000000000001137
1,48,6.051113208901796,-1.0
1,48,6.384276618904359,-2.6099999999999994
1,48,6.943852718986344,-3.799999999999997
1,49,0.0,0.0
1,49,0.7926764886442839,1.0300000000000011
1,49,1.9396963362251691,4.410000000000011
1,49,4.328767877045597,7.910000000000011
1,49,6.251656095250183,11.170000000000002
1,49,7.268941714677966,12.61
1,49,8.16288916371506,13.840000000000003
1,49,9.09993570562645,14.350000000000009
1,50,0.0,0.0
1,50,-0.26899484473262536,0.28000000000000114
1,50,1.3634016832205624,2.5799999999999983
1,50,4.067435531439817,6.010000000000005
1,50,5.795286831578279,8.460000000000008
1,50,8.915825514069514,12.38000000000001
1,50,10.781453358842572,15.510000000000005
1,51,0.0,0.0
1,51,0.16811469249367317,0.36999999999999744
1,51,2.1226291882208557,2.1400000000000006
1,51,5.965536845234979,-1.1899999999999977
1,51,7.304578012829547,-3.9099999999999966
1,51,7.470686846711963,-5.759999999999998
1,51,6.808358248172589,-8.600000000000001
1,51,5.152503613571521,-10.780000000000001
1,52,0.0,0.0
1,52,0.21174794226800708,0.509999999999998
1,52,1.9023563368239131,3.5
1,52,4.045800517806812,6.409999999999997
1,52,4.741466012203341,8.350000000000001
1,52,6.2857559098375395,11.079999999999998
1,53,0.0,0.0
1,53,0.6031409449474077,1.0
1,53,1.5545911282603644,2.5699999999999967
1,53,2.760099915628367,4.099999999999998
1,53,3.551521848778056,5.84
1,53,4.766190514650122,7.319999999999997
1,53,5.851512691975506,9.16
1,53,8.058907973488676,9.649999999999995
1,53,7.759158844485876,10.919999999999998
1,53,9.317502375685171,12.149999999999995
1,54,0.0,0.0
1,54,0.6824685117978726,-0.07000000000000028
1,54,2.4573873437884632,0.4399999999999977
1,54,4.604425067772519,0.6600000000000037
1,54,6.307066251944604,1.480000000000004
1,54,8.135275704235156,1.8699999999999974
1,54,9.557896211518749,2.530000000000001
1,54,11.169550566943066,2.520000000000003
1,54,12.245543707218344,3.0500000000000043
1,54,14.477063762483581,3.1700000000000017
1,55,0.0,0.0
1,55,0.0063247798018974954,0.6000000000000014
1,55,0.13765861375113264,1.6500000000000057
1,55,0.4352174657044001,2.6200000000000045
1,55,0.7690636293378414,3.8800000000000026
1,55,1.095454125049836,4.560000000000002
1,55,2.1031920164387206,4.650000000000006
1,55,2.902923481907102,4.400000000000006
1,55,3.5986167693671125,4.32
1,55,4.693875585007364,3.8000000000000043
1,55,5.976965668946632,3.1600000000000037
1,55,7.128121509828768,2.6200000000000045
1,55,8.165752002999685,1.8400000000000034
1,55,9.19389532646776,1.3500000000000014
1,55,10.556450257629056,0.480000000000004
1,56,0.0,0.0
1,56,0.03701559300720891,0.44999999999999574
1,56,-0.04525946894116295,2.5899999999999963
1,56,-0.015597809521720407,5.209999999999994
1,56,0.2250308279236526,7.730000000000004
1,56,0.7440960368237959,7.840000000000003
1,56,3.0184681081209788,8.370000000000005
1,56,4.335281022444403,8.349999999999994
1,56,5.823849670527975,7.909999999999997
1,56,7.146092153439131,7.1200000000000045
1,56,8.538394129830433,6.530000000000001
1,56,10.08369619670156,5.670000000000002
1,56,12.565483163473335,4.760000000000005
1,57,0.0,0.0
1,57,1.1036541260821942,0.22000000000000597
1,57,4.028281505509155,0.6300000000000026
1,57,7.84999764465618,0.7100000000000009
1,57,17.990627094574812,0.5100000000000051
1,57,20.440743809908838,0.1700000000000017
1,57,20.59306652385583,0.4200000000000017
1,58,0.0,0.0
1,58,0.5438791900455477,-0.05999999999999517
1,58,1.7071365481411842,1.8200000000000003
1,58,3.015881474489861,3.470000000000006
1,58,4.892469833709503,5.510000000000005
1,58,6.71428759092169,7.290000000000006
1,58,7.552613482383432,7.280000000000001
1,58,8.797370155976697,7.159999999999997
1,58,9.983514279952438,5.960000000000001
1,58,10.597213704473774,4.850000000000001
1,58,11.121662575968257,3.0400000000000063
1,58,11.663469272013334,1.2900000000000063
1,58,12.027448285095524,-0.8599999999999994
1,58,12.530510475083176,-2.3999999999999986
1,58,12.935373830532347,-3.3599999999999994
1,58,13.089910693760633,-4.68
1,59,0.0,0.0
1,59,0.4495827281103899,0.9299999999999997
1,59,0.9223604928890998,2.3800000000000026
1,59,2.0530022173910387,5.460000000000001
1,59,2.4407578241442653,7.950000000000003
1,59,1.956172753185027,9.530000000000001
1,59,0.8655615247638606,9.450000000000003
1,59,-0.7031474549540547,9.129999999999995
1,59,-1.95589909413534,8.61
1,59,-3.806043402272417,7.689999999999998
1,59,-4.751453015186781,6.350000000000001
1,59,-5.920203912843976,5.310000000000002
1,59,-6.405184152930182,4.439999999999998
1,59,-7.864630114887111,2.3800000000000026
1,60,0.0,0.0
1,60,0.6549640926018956,0.8900000000000006
1,60,2.5422060478849726,2.979999999999997
1,60,3.2269774497129244,4.969999999999999
1,60,4.341408930133518,7.479999999999997
1,60,5.623794199616669,9.079999999999998
1,60,7.2380911953008695,11.699999999999996
1,60,8.796581239659801,13.39
1,60,10.616791456458534,14.759999999999998
1,61,0.0,0.0
1,61,0.3321762046083778,0.7100000000000009
1,61,0.9976027981366862,1.9899999999999949
1,61,1.4496929050013643,3.1799999999999997
1,61,2.212451802776954,4.850000000000001
1,61,3.2918033102076443,6.660000000000004
1,61,4.383120933095216,7.93
1,61,5.926315407816247,8.82
1,61,6.461054645911427,8.169999999999995
1,61,7.7717510521753335,7.169999999999995
1,61,7.923732566274703,5.6399999999999935
1,61,9.334320363721087,4.589999999999996
1,61,10.382583666557558,3.270000000000003
1,61,11.26130725409333,1.9099999999999966
1,61,12.321828912730254,0.5999999999999943
1,61,13.409039352497025,-0.37000000000000455
1,61,14.976711046162807,-1.6400000000000006
1,62,0.0,0.0
1,62,-0.45027975325711767,0.1599999999999966
1,62,-0.29738667650968553,2.019999999999996
1,62,1.5898124605309263,3.519999999999996
1,62,4.704391147841918,3.980000000000004
1,62,6.319318056141289,3.8999999999999915
1,62,8.57320356612803,2.3400000000000034
1,63,0.0,0.0
1,63,0.7572150645305634,1.5400000000000063
1,63,1.3494596297719381,3.25
1,63,2.534969193746606,5.490000000000002
1,63,3.192198878669576,8.18
1,63,0.9128818984477186,9.520000000000003
1,63,-1.2204230566115353,8.11
