"index","nrel","Ll","Lw","Gl","Gd","El","Ed"
1,0.111111111111111,11.6541745402313,0.370192375806648,1.80230122444503,0.191176041500127,0,0
1,0.222222222222222,9.27060214328415,0.370630601956908,2.20719934303268,0.205757060403723,0,0
1,0.333333333333333,6.83340022784058,0.365320865060076,2.69486570913111,0.220338055915345,0,0
1,0.444444444444444,6.40281910699556,0.383240552979239,3.36255488257538,0.234919023150440,0,0
1,0.555555555555556,8.01316337474685,0.469280859807925,4.31893928747312,0.249499955222412,0,0
1,0.666666666666667,9.60678137614176,0.637705637083273,5.60690086391235,0.264080799991163,4.1,0.074327485380117
1,0.777777777777778,12.4667041076704,0.840707884672451,7.09723016431733,0.278661503634981,7.7,0.139590643274854
1,0.888888888888889,15.4389330828181,0.98703505822286,8.61249308713108,0.29324203348408,11.8,0.213918128654971
1,1,17.1088289495644,1.03848696688570,10.1086231681636,0.307822397028277,17.1,0.31
2,0.142857142857143,6.83340022784058,0.365320865060076,2.69486570913111,0.220338055915345,0,0
2,0.285714285714286,6.40281910699556,0.383240552979239,3.36255488257538,0.234919023150440,0,0
2,0.428571428571429,8.01316337474685,0.469280859807925,4.31893928747312,0.249499955222412,0,0
2,0.571428571428571,9.60678137614176,0.637705637083273,5.60690086391235,0.264080799991163,4.1,0.074327485380117
2,0.714285714285714,12.4667041076704,0.840707884672451,7.09723016431733,0.278661503634981,7.7,0.139590643274854
2,0.857142857142857,15.4389330828181,0.98703505822286,8.61249308713108,0.29324203348408,11.8,0.213918128654971
2,1,17.1088289495644,1.03848696688570,10.1086231681636,0.307822397028277,17.1,0.31
3,0.166666666666667,6.40281910699556,0.383240552979239,3.36255488257538,0.234919023150440,0,0
3,0.333333333333333,8.01316337474685,0.469280859807925,4.31893928747312,0.249499955222412,0,0
3,0.5,9.60678137614176,0.637705637083273,5.60690086391235,0.264080799991163,4.1,0.074327485380117
3,0.666666666666667,12.4667041076704,0.840707884672451,7.09723016431733,0.278661503634981,7.7,0.139590643274854
3,0.833333333333333,15.4389330828181,0.98703505822286,8.61249308713108,0.29324203348408,11.8,0.213918128654971
3,1,17.1088289495644,1.03848696688570,10.1086231681636,0.307822397028277,17.1,0.31
4,0.2,8.01316337474685,0.469280859807925,4.31893928747312,0.249499955222412,0,0
4,0.4,9.60678137614176,0.637705637083273,5.60690086391235,0.264080799991163,4.1,0.074327485380117
4,0.6,12.4667041076704,0.840707884672451,7.09723016431733,0.278661503634981,7.7,0.139590643274854
4,0.8,15.4389330828181,0.98703505822286,8.61249308713108,0.29324203348408,11.8,0.213918128654971
4,1,17.1088289495644,1.03848696688570,10.1086231681636,0.307822397028277,17.1,0.31
5,0.25,9.60678137614176,0.637705637083273,5.60690086391235,0.264080799991163,4.1,0.074327485380117
5,0.5,12.4667041076704,0.840707884672451,7.09723016431733,0.278661503634981,7.7,0.139590643274854
5,0.75,15.4389330828181,0.98703505822286,8.61249308713108,0.29324203348408,11.8,0.213918128654971
5,1,17.1088289495644,1.03848696688570,10.1086231681636,0.307822397028277,17.1,0.31
